symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
EQIX,2026-01-01,16,6,0,0,7
EQIX,2025-12-01,17,6,0,0,7
EQIX,2025-11-01,16,6,0,0,7
EQIX,2025-10-01,16,7,0,0,7
EQIX,2025-09-01,17,7,0,0,5
EQIX,2025-08-01,17,7,0,0,5
EQIX,2025-07-01,17,7,0,0,6
EQIX,2025-06-01,17,7,0,0,7
EQIX,2025-05-01,17,4,0,0,7
EQIX,2025-04-01,17,4,0,0,8
EQIX,2025-03-01,17,5,0,0,7
EQIX,2025-02-01,16,5,0,1,7
EQIX,2025-01-01,16,4,0,1,6
EQIX,2024-12-01,16,4,0,1,6
EQIX,2024-11-01,16,4,0,1,7
EQIX,2024-10-01,16,6,0,0,7
EQIX,2024-09-01,15,6,0,0,7
EQIX,2024-08-01,15,6,0,1,7
EQIX,2024-07-01,14,6,0,1,7
EQIX,2024-06-01,12,6,0,1,7
EQIX,2024-05-01,12,4,0,1,7
EQIX,2024-04-01,12,4,0,1,7
EQIX,2024-03-01,12,4,0,1,7
EQIX,2024-02-01,12,4,0,1,7
EQIX,2024-01-01,12,4,0,1,7
EQIX,2023-12-01,12,4,0,1,7
EQIX,2023-11-01,12,4,0,1,7
EQIX,2023-10-01,12,4,0,1,7
EQIX,2023-09-01,12,4,0,1,7
EQIX,2023-08-01,12,4,0,1,7
EQIX,2023-07-01,12,4,0,1,6
EQIX,2023-06-01,13,2,0,1,7
EQIX,2023-05-01,12,4,0,1,7
EQIX,2023-04-01,12,4,0,1,7
EQIX,2023-03-01,12,4,0,1,7
EQIX,2023-02-01,13,6,0,1,6
EQIX,2023-01-01,14,4,0,0,7
EQIX,2022-12-01,14,4,0,0,7
EQIX,2022-11-01,14,4,0,0,7
EQIX,2022-10-01,14,4,0,0,7
EQIX,2022-09-01,12,6,0,1,6
EQIX,2022-08-01,14,4,0,0,7
EQIX,2022-07-01,12,6,0,1,6
EQIX,2022-06-01,14,4,0,0,7
EQIX,2022-05-01,13,6,0,1,6
EQIX,2022-04-01,14,4,0,0,7
EQIX,2022-03-01,14,4,0,0,7
EQIX,2022-02-01,14,4,0,0,7
EQIX,2022-01-01,14,4,0,0,7
EQIX,2021-12-01,14,4,0,0,7
EQIX,2021-11-01,14,4,0,0,7
EQIX,2021-10-01,14,4,0,0,7
EQIX,2021-09-01,14,4,0,0,7
EQIX,2021-08-01,14,4,0,0,7
EQIX,2021-07-01,14,4,0,0,7
EQIX,2021-06-01,14,4,0,0,7
EQIX,2021-05-01,14,4,0,0,7
EQIX,2021-04-01,14,4,0,0,7
EQIX,2021-03-01,14,4,0,0,7
EQIX,2021-02-01,16,3,0,0,7
EQIX,2021-01-01,16,3,0,0,7
EQIX,2020-12-01,9,5,0,0,9
EQIX,2020-07-01,17,5,0,0,9
EQIX,2020-06-01,17,3,0,0,10
EQIX,2020-05-01,17,3,0,0,11
EQIX,2020-04-01,12,6,0,0,11
EQIX,2020-03-01,12,6,0,0,11
EQIX,2020-02-01,12,6,0,0,11
EQIX,2020-01-01,12,6,0,0,11
EQIX,2019-12-01,12,6,0,0,11
EQIX,2019-11-01,12,6,0,0,11
EQIX,2019-10-01,12,6,0,0,11
EQIX,2019-09-01,12,6,0,0,11
EQIX,2019-08-01,12,6,0,0,11
EQIX,2019-07-01,12,6,0,0,11
EQIX,2019-06-01,12,6,0,0,11
EQIX,2019-05-01,12,6,0,0,11
EQIX,2019-04-01,12,6,0,0,11
EQIX,2019-03-01,12,6,0,0,11
EQIX,2019-02-01,12,6,0,0,11
EQIX,2019-01-01,12,6,0,0,11
