symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TSCO,2024-12-28,54.56,536949000,29295937440,251491000,5424448000,34468894440
TSCO,2023-12-31,43.01,545480000,23461094800,397071000,5036018000,28100041800
TSCO,2022-12-31,44.99,556680000,25045033200,202502000,4270204000,29112735200
TSCO,2021-12-31,47.72,573970000,27389848400,878030000,3919312000,30431130400
TSCO,2020-12-31,28.12,581850000,16361622000,1341756000,3541550000,18561416000
TSCO,2019-12-31,18.69,598635000,11188488150,84241000,2709166000,13813413150
TSCO,2018-12-31,16.69,613255000,10235225950,86299000,440266000,10589192950
TSCO,2017-12-31,14.95,637940000,9537203000,109148000,462231000,9890286000
TSCO,2016-12-31,15.16,664525000,10074199000,53916000,301063000,10321346000
TSCO,2015-12-31,17.1,677910000,11592261000,63813000,167870000,11696318000
TSCO,2014-12-31,15.76,688845000,10856197200,51134000,5170000,10810233200
TSCO,2013-12-31,15.52,697075000,10818604000,142743000,1242000,10677103000
TSCO,2012-12-31,8.84,710920000,6284532800,138630000,1280000,6147182800
TSCO,2011-12-31,7.01,717770000,5031567700,176965000,1317000,4855919700
TSCO,2010-12-31,4.85,725970000,3520954499,257339000,1407000,3265022499
TSCO,2009-12-31,2.65,719800000,1907470000,172851000,1799000,1736418000
TSCO,2008-12-31,1.81,736600000,1333246000,37232000,2347000,1298361000
TSCO,2007-12-31,1.8,784400000,1411920000,13700000,59045000,1457265000
TSCO,2006-12-31,2.24,801832600,1796105024,37605000,3873000,1762373024
TSCO,2005-12-31,2.65,781240000,2070286000,21203000,11788000,2060871000
TSCO,2004-12-31,1.86,762960000,1419105600,28941000,35626000,1425790600
TSCO,2003-12-31,1.95,742586665,1448043996,19980000,21549000,1449612996
TSCO,2002-12-31,0.94,722632480,679274531,13773000,41582000,707083531
TSCO,2001-12-31,0.426,706136985,300814355,8927000,25608000,317495355
TSCO,2000-12-31,0.10625,701176470,74499999,9145000,66374000,131728999
TSCO,1999-12-31,0.2,701960785,140392157,7000000,58000000,191392157
TSCO,1998-12-31,0.3,700591715,210177514,18200000,40900000,232877514
TSCO,1997-12-31,0.18438,704477610,129891581,8500000,32600000,153991581
TSCO,1996-12-31,0.25781,704000000,181498240,12900000,22900000,191498240
TSCO,1995-12-31,0.24688,697440000,172183987,5100000,27400000,194483987
TSCO,1994-12-31,0.2625,697440000,183078000,14000000,13800000,182878000
TSCO,1993-12-31,0.08125,697440000,56667000,3500000,44400000,97567000
