date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,adjDividend,paymentDate,dividend
2025-03-13,72.09,72.65,70.11,70.39,68.26,1523216,1523216,-1.7,-2.36,71.31,"March 13, 25",-0.0236,,,,,
2025-03-12,72.92,73.45,71.47,72,69.82,875102,875102,-0.92,-1.26,72.46,"March 12, 25",-0.0126,2025-03-12,2025-02-06,0.705,2025-04-02,0.705
2025-03-11,74.11,74.81,72.57,73.71,70.8,1422700,1422700,-0.4,-0.53974,73.8,"March 11, 25",-0.0053974,,,,,
2025-03-10,73.74,75.23,73.59,73.94,71.02,1055605,1055605,0.2,0.27122,74.125,"March 10, 25",0.0027122,,,,,
2025-03-07,74.54,75.12,73.87,73.96,71.04,993022,993022,-0.58,-0.77811,74.3725,"March 07, 25",-0.0077811,,,,,
2025-03-06,76.52,76.79,74.09,74.45,71.51,1349300,1349300,-2.07,-2.71,75.4625,"March 06, 25",-0.0271,,,,,
2025-03-05,75.49,77.13,75.26,77.09,74.05,1323146,1323146,1.6,2.12,76.2425,"March 05, 25",0.0212,,,,,
2025-03-04,78.17,78.18,76.3,76.35,73.34,1315800,1315800,-1.82,-2.33,77.25,"March 04, 25",-0.0233,,,,,
2025-03-03,76.31,77.92,76.17,77.74,74.67,1364249,1364249,1.43,1.87,77.035,"March 03, 25",0.0187,,,,,
2025-02-28,76.01,76.88,75.81,76.7,73.67,1880600,1880600,0.69,0.90778,76.35,"February 28, 25",0.0090778,,,,,
2025-02-27,75.29,76.2,75.09,75.56,72.58,808300,808300,0.27,0.35861,75.535,"February 27, 25",0.0035861,,,,,
2025-02-26,75.45,75.8,74.82,75.25,72.28,713737,713737,-0.2,-0.26508,75.33,"February 26, 25",-0.0026508,,,,,
2025-02-25,74.33,75.87,74.3,75.45,72.47,1073818,1073818,1.12,1.51,74.9875,"February 25, 25",0.0151,,,,,
2025-02-24,73.45,74.73,73.1,74.33,71.4,876200,876200,0.88,1.2,73.9025,"February 24, 25",0.012,,,,,
2025-02-21,73.13,73.59,72.78,73.33,70.43,842000,842000,0.2,0.27349,73.2075,"February 21, 25",0.0027349,,,,,
2025-02-20,73.24,73.53,72.79,73.28,70.39,788439,788439,0.04,0.05461496,73.21,"February 20, 25",0.0005461496,,,,,
2025-02-19,72.77,74.17,72.58,73.44,70.54,1110401,1110401,0.67,0.92071,73.24,"February 19, 25",0.0092071,,,,,
2025-02-18,71.9,72.92,71.9,72.87,69.99,1060918,1060918,0.97,1.35,72.3975,"February 18, 25",0.0135,,,,,
2025-02-14,74.99,75.34,72.3,72.34,69.48,1270200,1270200,-2.65,-3.53,73.7425,"February 14, 25",-0.0353,,,,,
2025-02-13,74.42,75.05,74.13,75,72.04,1072304,1072304,0.58,0.77936,74.65,"February 13, 25",0.0077936,,,,,
2025-02-12,73.77,74.54,73.31,74.41,71.47,926249,926249,0.64,0.86756,74.0075,"February 12, 25",0.0086756,,,,,
2025-02-11,73.29,74.44,72.91,74.42,71.48,951000,951000,1.13,1.54,73.765,"February 11, 25",0.0154,,,,,
2025-02-10,74.01,74.13,73.02,73.61,70.7,842026,842026,-0.4,-0.54047,73.6925,"February 10, 25",-0.0054047,,,,,
2025-02-07,73.04,74.88,73.04,74.02,71.1,1404326,1404326,0.98,1.34,73.745,"February 07, 25",0.0134,,,,,
2025-02-06,73.49,73.49,72.18,72.95,70.07,935000,935000,-0.54,-0.73479,73.0275,"February 06, 25",-0.0073479,,,,,
2025-02-05,72.18,73.31,71.87,73.04,70.16,687932,687932,0.86,1.19,72.6,"February 05, 25",0.0119,,,,,
2025-02-04,71.75,72.18,71.21,71.78,68.95,672500,672500,0.03,0.04181185,71.73,"February 04, 25",0.0004181185,,,,,
2025-02-03,71.64,72.11,70.6,71.86,69.02,943046,943046,0.22,0.30709,71.5525,"February 03, 25",0.0030709,,,,,
2025-01-31,71.65,72.35,71.47,71.84,69,1079300,1079300,0.19,0.26518,71.8275,"January 31, 25",0.0026518,,,,,
2025-01-30,71.95,72.71,71.38,71.96,69.12,1044223,1044223,0.01,0.01389854,72,"January 30, 25",0.0001389854,,,,,
2025-01-29,72.41,72.6,70.9,71.33,68.51,864441,864441,-1.08,-1.49,71.81,"January 29, 25",-0.0149,,,,,
2025-01-28,72.83,73.99,72.36,72.53,69.67,1099415,1099415,-0.3,-0.41192,72.9275,"January 28, 25",-0.0041192,,,,,
2025-01-27,72.14,73.93,71.71,73.09,70.2,1095637,1095637,0.95,1.32,72.7175,"January 27, 25",0.0132,,,,,
2025-01-24,70.84,72.08,70.79,71.77,68.94,797714,797714,0.93,1.31,71.37,"January 24, 25",0.0131,,,,,
2025-01-23,71.3,71.49,70.39,71.07,68.26,832630,832630,-0.23,-0.32258,71.0625,"January 23, 25",-0.0032258,,,,,
2025-01-22,71.35,71.62,70.6,71.13,68.32,806137,806137,-0.22,-0.30834,71.175,"January 22, 25",-0.0030834,,,,,
2025-01-21,71.1,72.19,71.1,71.96,69.12,1022309,1022309,0.86,1.21,71.5875,"January 21, 25",0.0121,,,,,
2025-01-17,71.93,71.99,71.2,71.22,68.41,1104031,1104031,-0.71,-0.98707,71.585,"January 17, 25",-0.0098707,,,,,
2025-01-16,71.29,72.07,71.28,71.66,68.83,580300,580300,0.37,0.51901,71.575,"January 16, 25",0.0051901,,,,,
2025-01-15,72.09,72.24,70.6,71.17,68.36,863638,863638,-0.92,-1.28,71.525,"January 15, 25",-0.0128,,,,,
2025-01-14,70.95,71.03,70.17,70.66,67.87,1151600,1151600,-0.29,-0.40874,70.7025,"January 14, 25",-0.0040874,,,,,
2025-01-13,68.87,70.92,68.44,70.76,67.97,1239316,1239316,1.89,2.74,69.7475,"January 13, 25",0.0274,,,,,
2025-01-10,69.08,69.52,68.54,68.83,66.11,1133000,1133000,-0.25,-0.3619,68.9925,"January 10, 25",-0.003619,,,,,
2025-01-08,69.97,70.52,69.54,70.15,67.38,722300,722300,0.18,0.25725,70.045,"January 08, 25",0.0025725,,,,,
2025-01-07,71.02,71.66,70.02,70.16,67.39,750617,750617,-0.86,-1.21,70.715,"January 07, 25",-0.0121,,,,,
2025-01-06,72.61,72.98,71.02,71.08,68.27,716020,716020,-1.53,-2.11,71.9225,"January 06, 25",-0.0211,,,,,
2025-01-03,72.48,73.15,72.16,73.03,70.15,818612,818612,0.55,0.75883,72.705,"January 03, 25",0.0075883,,,,,
2025-01-02,73.59,74.67,71.96,72.21,69.36,960399,960399,-1.38,-1.88,73.1075,"January 02, 25",-0.0188,,,,,
2024-12-31,74.11,74.2,73.11,73.93,71.01,1020330,1020330,-0.18,-0.24288,73.8375,"December 31, 24",-0.0024288,,,,,
2024-12-30,73.64,73.7,72.87,73.41,70.51,989734,989734,-0.23,-0.31233,73.405,"December 30, 24",-0.0031233,,,,,
2024-12-27,74.36,74.88,73.77,73.95,71.03,808500,808500,-0.41,-0.55137,74.24,"December 27, 24",-0.0055137,,,,,
2024-12-26,74.12,74.73,73.9,74.61,71.66,459600,459600,0.49,0.66109,74.34,"December 26, 24",0.0066109,,,,,
2024-12-24,73.26,74.55,73.26,74.5,71.56,345626,345626,1.24,1.69,73.8925,"December 24, 24",0.0169,,,,,
2024-12-23,73.52,73.89,73.03,73.75,70.84,1046200,1046200,0.23,0.31284,73.5475,"December 23, 24",0.0031284,,,,,
2024-12-20,72.77,74.5,72.25,73.8,70.89,3284033,3284033,1.03,1.42,73.33,"December 20, 24",0.0142,,,,,
2024-12-19,72.8,74.13,72.36,72.42,69.56,1742412,1742412,-0.38,-0.52198,72.9275,"December 19, 24",-0.0052198,,,,,
2024-12-18,75.44,76.34,73.19,73.21,70.32,1871433,1871433,-2.23,-2.96,74.545,"December 18, 24",-0.0296,,,,,
2024-12-17,74.82,76.03,74.54,75.5,72.52,1404738,1404738,0.68,0.90885,75.2225,"December 17, 24",0.0090885,,,,,
2024-12-16,74.57,76.44,74.57,75.4,72.42,1030659,1030659,0.83,1.11,75.245,"December 16, 24",0.0111,2024-12-16,2024-11-05,0.705,2025-01-03,0.705
2024-12-13,75.1,75.9,75.08,75.37,71.72,919578,919578,0.27,0.35952,75.3625,"December 13, 24",0.0035952,,,,,
2024-12-12,74.25,75.61,74.06,75.31,71.66,1234722,1234722,1.06,1.43,74.8075,"December 12, 24",0.0143,,,,,
2024-12-11,74.31,75.02,74.05,74.2,70.61,1168003,1168003,-0.11,-0.14803,74.395,"December 11, 24",-0.0014803,,,,,
2024-12-10,74.55,74.76,73.81,74.33,70.73,1173327,1173327,-0.22,-0.2951,74.3625,"December 10, 24",-0.002951,,,,,
2024-12-09,74.2,75.05,73.3,74.92,71.29,1086800,1086800,0.72,0.97035,74.3675,"December 09, 24",0.0097035,,,,,
2024-12-06,74.35,74.72,74.07,74.13,70.54,1012700,1012700,-0.22,-0.2959,74.3175,"December 06, 24",-0.002959,,,,,
2024-12-05,73.96,74.49,73.8,74.31,70.71,842103,842103,0.35,0.47323,74.14,"December 05, 24",0.0047323,,,,,
2024-12-04,74.48,74.69,73.88,74.35,70.75,755812,755812,-0.13,-0.17454,74.35,"December 04, 24",-0.0017454,,,,,
2024-12-03,74.63,75.47,74.31,74.72,71.1,1165645,1165645,0.09,0.12059,74.7825,"December 03, 24",0.0012059,,,,,
2024-12-02,75.59,75.59,74.14,74.63,71.02,1001800,1001800,-0.96,-1.27,74.9875,"December 02, 24",-0.0127,,,,,
2024-11-29,75.98,76.53,75.52,75.59,71.93,947234,947234,-0.39,-0.51329,75.905,"November 29, 24",-0.0051329,,,,,
2024-11-27,75.2,76.14,75.2,75.91,72.23,800700,800700,0.71,0.94415,75.6125,"November 27, 24",0.0094415,,,,,
2024-11-26,74.13,75.1,73.84,75,71.37,729779,729779,0.87,1.17,74.5175,"November 26, 24",0.0117,,,,,
2024-11-25,74.41,74.41,73.67,74.02,70.44,2193414,2193414,-0.39,-0.52412,74.1275,"November 25, 24",-0.0052412,,,,,
2024-11-22,74.76,74.82,74.13,74.24,70.64,725600,725600,-0.52,-0.69556,74.4875,"November 22, 24",-0.0069556,,,,,
2024-11-21,74.7,74.84,74.41,74.46,70.85,758920,758920,-0.24,-0.32129,74.6025,"November 21, 24",-0.0032129,,,,,
2024-11-20,74,74.73,73.53,74.53,70.92,605500,605500,0.53,0.71622,74.1975,"November 20, 24",0.0071622,,,,,
2024-11-19,73.32,74.35,73.13,74.25,70.65,1021234,1021234,0.93,1.27,73.7625,"November 19, 24",0.0127,,,,,
2024-11-18,73.29,73.81,72.83,73.77,70.2,639349,639349,0.48,0.65493,73.425,"November 18, 24",0.0065493,,,,,
2024-11-15,73.88,74.13,73.52,73.66,70.09,3835304,3835304,-0.22,-0.29778,73.7975,"November 15, 24",-0.0029778,,,,,
2024-11-14,73.42,73.91,73.35,73.66,70.09,1034602,1034602,0.24,0.32689,73.585,"November 14, 24",0.0032689,,,,,
2024-11-13,73.98,74.24,73.75,73.86,70.28,1309402,1309402,-0.12,-0.16221,73.9575,"November 13, 24",-0.0016221,,,,,
2024-11-12,73.99,74.45,73.37,73.48,69.92,1018348,1018348,-0.51,-0.68928,73.8225,"November 12, 24",-0.0068928,,,,,
2024-11-11,74.27,74.66,73.73,74,70.42,1531543,1531543,-0.27,-0.36354,74.165,"November 11, 24",-0.0036354,,,,,
2024-11-08,74.22,74.58,73.6,74.24,70.64,1038086,1038086,0.02,0.02694691,74.16,"November 08, 24",0.0002694691,,,,,
2024-11-07,72.68,74.03,72.48,73.87,70.29,1230131,1230131,1.2,1.64,73.265,"November 07, 24",0.0164,,,,,
2024-11-06,73.71,74.03,71.69,72.82,69.29,1367107,1367107,-0.89,-1.21,73.0625,"November 06, 24",-0.0121,,,,,
2024-11-05,71.69,73.21,71.44,73.16,69.62,991712,991712,1.47,2.05,72.375,"November 05, 24",0.0205,,,,,
2024-11-04,72.01,72.5,71.73,72.28,68.78,1108035,1108035,0.27,0.37495,72.13,"November 04, 24",0.0037495,,,,,
2024-11-01,71.8,72.73,71.35,71.42,67.96,932814,932814,-0.38,-0.52925,71.825,"November 01, 24",-0.0052925,,,,,
2024-10-31,72.77,73.22,71.42,71.44,67.98,1357116,1357116,-1.33,-1.83,72.2125,"October 31, 24",-0.0183,,,,,
2024-10-30,72.41,73.19,72.12,72.7,69.18,2472200,2472200,0.29,0.4005,72.605,"October 30, 24",0.004005,,,,,
2024-10-29,72.96,74.34,72.43,72.43,68.92,1421800,1421800,-0.53,-0.72643,73.04,"October 29, 24",-0.0072643,,,,,
2024-10-28,71.37,72.13,71.36,71.75,68.28,740108,740108,0.38,0.53244,71.6525,"October 28, 24",0.0053244,,,,,
2024-10-25,72.51,72.63,70.95,71.01,67.57,512403,512403,-1.5,-2.07,71.775,"October 25, 24",-0.0207,,,,,
2024-10-24,72.03,72.61,71.8,72,68.51,617500,617500,-0.03,-0.04164931,72.11,"October 24, 24",-0.0004164931,,,,,
2024-10-23,71.5,72.34,71.47,72.23,68.73,579500,579500,0.73,1.02,71.885,"October 23, 24",0.0102,,,,,
2024-10-22,71.52,72.38,71.28,71.87,68.39,560933,560933,0.35,0.48937,71.7625,"October 22, 24",0.0048937,,,,,
2024-10-21,72.34,72.37,71.5,71.6,68.13,871517,871517,-0.74,-1.02,71.9525,"October 21, 24",-0.0102,,,,,
2024-10-18,72,72.62,71.75,72.57,69.06,759743,759743,0.57,0.79167,72.235,"October 18, 24",0.0079167,,,,,
2024-10-17,71.92,72.18,71.38,72,68.51,885527,885527,0.08,0.11123,71.87,"October 17, 24",0.0011123,,,,,
2024-10-16,71.9,72.59,71.77,72.25,68.75,809000,809000,0.35,0.48679,72.1275,"October 16, 24",0.0048679,,,,,
2024-10-15,70.8,72.27,70.8,71.59,68.12,612048,612048,0.79,1.12,71.365,"October 15, 24",0.0112,,,,,
2024-10-14,70.04,70.93,69.8,70.71,67.29,762400,762400,0.67,0.9566,70.37,"October 14, 24",0.009566,,,,,
2024-10-11,70.16,70.63,70,70.3,66.9,655100,655100,0.14,0.19954,70.2725,"October 11, 24",0.0019954,,,,,
2024-10-10,70.67,70.99,69.47,69.77,66.39,749600,749600,-0.9,-1.27,70.225,"October 10, 24",-0.0127,,,,,
2024-10-09,70.16,71.14,69.98,71.06,67.62,853024,853024,0.9,1.28,70.585,"October 09, 24",0.0128,,,,,
2024-10-08,70.74,71.23,69.98,70.16,66.76,660235,660235,-0.58,-0.8199,70.5275,"October 08, 24",-0.008199,,,,,
2024-10-07,70.65,70.65,69.94,70.41,67,517171,517171,-0.24,-0.3397,70.4125,"October 07, 24",-0.003397,,,,,
2024-10-04,70.78,71.11,70.06,70.85,67.42,523700,523700,0.07,0.09889799,70.7,"October 04, 24",0.0009889799,,,,,
2024-10-03,71.04,71.14,70.5,71.01,67.57,534844,534844,-0.03,-0.04222973,70.9225,"October 03, 24",-0.0004222973,,,,,
2024-10-02,71.53,71.83,70.7,71.05,67.61,780500,780500,-0.48,-0.67105,71.2775,"October 02, 24",-0.0067105,,,,,
2024-10-01,72.42,72.61,71.43,72.17,68.67,864931,864931,-0.25,-0.34521,72.1575,"October 01, 24",-0.0034521,,,,,
2024-09-30,71.25,72.3,70.97,72.23,68.73,947100,947100,0.98,1.38,71.6875,"September 30, 24",0.0138,,,,,
2024-09-27,72.65,72.69,70.88,71.45,67.99,781800,781800,-1.2,-1.65,71.9175,"September 27, 24",-0.0165,,,,,
2024-09-26,72.03,72.21,70.82,70.92,67.49,835445,835445,-1.11,-1.54,71.495,"September 26, 24",-0.0154,,,,,
2024-09-25,72.67,72.9,72,72.4,68.89,736104,736104,-0.27,-0.37154,72.4925,"September 25, 24",-0.0037154,,,,,
2024-09-24,71.8,72.96,71.73,72.53,69.02,839000,839000,0.73,1.02,72.255,"September 24, 24",0.0102,,,,,
2024-09-23,72.34,72.67,72.01,72.14,68.65,986200,986200,-0.2,-0.27647,72.29,"September 23, 24",-0.0027647,,,,,
2024-09-20,71.83,72.4,71.4,71.59,68.12,2242559,2242559,-0.24,-0.33412,71.805,"September 20, 24",-0.0033412,,,,,
2024-09-19,73.92,73.92,71.6,72.13,68.64,2214900,2214900,-1.79,-2.42,72.8925,"September 19, 24",-0.0242,,,,,
2024-09-18,73.49,74.3,72.95,73.36,69.81,1497600,1497600,-0.13,-0.17689,73.525,"September 18, 24",-0.0017689,,,,,
2024-09-17,74.68,74.99,73.47,73.68,70.11,1029700,1029700,-1,-1.34,74.205,"September 17, 24",-0.0134,,,,,
2024-09-16,74.58,75.23,74.28,74.77,71.15,819307,819307,0.19,0.25476,74.715,"September 16, 24",0.0025476,,,,,
2024-09-13,74.71,74.89,74.06,74.68,71.06,1016800,1016800,-0.03,-0.04015527,74.585,"September 13, 24",-0.0004015527,,,,,
2024-09-12,74.02,75.26,73.53,74.36,70.76,1154400,1154400,0.34,0.45934,74.2925,"September 12, 24",0.0045934,2024-09-12,2024-07-31,0.67,2024-10-03,0.67
2024-09-11,74.73,74.75,73.44,74.43,70.19,847800,847800,-0.3,-0.40145,74.3375,"September 11, 24",-0.0040145,,,,,
2024-09-10,74.7,75.19,74.38,75.18,70.9,1097000,1097000,0.48,0.64257,74.8625,"September 10, 24",0.0064257,,,,,
2024-09-09,72.56,74.52,72.53,74.44,70.2,1172900,1172900,1.88,2.59,73.5125,"September 09, 24",0.0259,,,,,
2024-09-06,73.25,73.69,72.38,72.62,68.48,836426,836426,-0.63,-0.86007,72.985,"September 06, 24",-0.0086007,,,,,
2024-09-05,73.12,73.86,72.91,73.3,69.12,1070700,1070700,0.18,0.24617,73.2975,"September 05, 24",0.0024617,,,,,
2024-09-04,72.9,73.72,72.52,72.9,68.75,917000,917000,0,0,73.01,"September 04, 24",0,,,,,
2024-09-03,72.21,72.79,72.01,72.5,68.37,827900,827900,0.29,0.40161,72.3775,"September 03, 24",0.0040161,,,,,
2024-08-30,71.98,72.89,71.81,72.69,68.55,1492941,1492941,0.71,0.98639,72.3425,"August 30, 24",0.0098639,,,,,
2024-08-29,71.66,71.78,71.26,71.67,67.59,652740,652740,0.01,0.01395479,71.5925,"August 29, 24",0.0001395479,,,,,
2024-08-28,71.38,71.77,71.27,71.66,67.58,791051,791051,0.28,0.39227,71.52,"August 28, 24",0.0039227,,,,,
2024-08-27,70.95,71.45,70.54,71.27,67.21,891700,891700,0.32,0.45102,71.0525,"August 27, 24",0.0045102,,,,,
2024-08-26,71.87,71.97,71.06,71.25,67.19,718000,718000,-0.62,-0.86267,71.5375,"August 26, 24",-0.0086267,,,,,
2024-08-23,70.88,71.73,70.84,71.42,67.35,1082400,1082400,0.54,0.76185,71.2175,"August 23, 24",0.0076185,,,,,
2024-08-22,70.85,71.04,70.52,70.74,66.71,768600,768600,-0.11,-0.15526,70.7875,"August 22, 24",-0.0015526,,,,,
2024-08-21,70.53,70.98,70.4,70.78,66.75,712741,712741,0.25,0.35446,70.6725,"August 21, 24",0.0035446,,,,,
2024-08-20,70.74,70.97,70.06,70.44,66.43,575500,575500,-0.3,-0.42409,70.5525,"August 20, 24",-0.0042409,,,,,
2024-08-19,69.71,70.59,69.71,70.51,66.49,584600,584600,0.8,1.15,70.13,"August 19, 24",0.0115,,,,,
2024-08-16,69.86,70.21,69.5,69.77,65.8,697500,697500,-0.09,-0.12883,69.835,"August 16, 24",-0.0012883,,,,,
2024-08-15,70.31,70.86,69.88,70.01,66.02,1735002,1735002,-0.3,-0.42668,70.265,"August 15, 24",-0.0042668,,,,,
2024-08-14,69.83,70.65,69.75,70.26,66.26,726600,726600,0.43,0.61578,70.1225,"August 14, 24",0.0061578,,,,,
2024-08-13,70.12,70.25,69.28,69.89,65.91,944145,944145,-0.23,-0.32801,69.885,"August 13, 24",-0.0032801,,,,,
2024-08-12,70.07,70.07,69.32,69.76,65.79,692848,692848,-0.31,-0.44241,69.805,"August 12, 24",-0.0044241,,,,,
2024-08-09,70.06,70.49,69.72,70.41,66.4,785800,785800,0.35,0.49957,70.17,"August 09, 24",0.0049957,,,,,
2024-08-08,69.08,70.31,69.08,69.89,65.91,898430,898430,0.81,1.17,69.59,"August 08, 24",0.0117,,,,,
2024-08-07,70.06,70.91,69.5,69.61,65.64,1195330,1195330,-0.45,-0.64231,70.02,"August 07, 24",-0.0064231,,,,,
2024-08-06,68.06,70.63,68,69.79,65.81,1130758,1130758,1.73,2.54,69.12,"August 06, 24",0.0254,,,,,
2024-08-05,69.27,70.49,68.18,68.41,64.51,1792215,1792215,-0.86,-1.24,69.0875,"August 05, 24",-0.0124,,,,,
2024-08-02,70,71.3,68.92,70.29,66.29,1996708,1996708,0.29,0.41429,70.1275,"August 02, 24",0.0041429,,,,,
2024-08-01,67.7,68.6,67.61,68.56,64.65,1366300,1366300,0.86,1.27,68.1175,"August 01, 24",0.0127,,,,,
2024-07-31,67.86,68.46,67.22,67.34,63.5,1429901,1429901,-0.52,-0.76628,67.72,"July 31, 24",-0.0076628,,,,,
2024-07-30,66.54,68.68,66.25,68.39,64.49,1192219,1192219,1.85,2.78,67.465,"July 30, 24",0.0278,,,,,
2024-07-29,65.38,66.46,65.15,66.24,62.47,876132,876132,0.86,1.32,65.8075,"July 29, 24",0.0132,,,,,
2024-07-26,64.63,65.64,63.94,65.36,61.64,702631,702631,0.73,1.13,64.8925,"July 26, 24",0.0113,,,,,
2024-07-25,65.27,65.69,63.96,64.16,60.5,1336900,1336900,-1.11,-1.7,64.77,"July 25, 24",-0.017,,,,,
2024-07-24,66.44,66.65,64.6,64.79,61.1,1376100,1376100,-1.65,-2.48,65.62,"July 24, 24",-0.0248,,,,,
2024-07-23,66.89,66.98,66.35,66.42,62.64,976800,976800,-0.47,-0.70265,66.66,"July 23, 24",-0.0070265,,,,,
2024-07-22,66.12,66.86,65.5,66.82,63.01,601617,601617,0.7,1.06,66.325,"July 22, 24",0.0106,,,,,
2024-07-19,66.36,66.36,65.79,66.1,62.33,565713,565713,-0.26,-0.3918,66.1525,"July 19, 24",-0.003918,,,,,
2024-07-18,66.05,66.89,65.9,66.19,62.42,748000,748000,0.14,0.21196,66.2575,"July 18, 24",0.0021196,,,,,
2024-07-17,65.13,66.45,65.13,66.36,62.58,920538,920538,1.23,1.89,65.7675,"July 17, 24",0.0189,,,,,
2024-07-16,64.5,65.29,64.22,65.13,61.42,673225,673225,0.63,0.97674,64.785,"July 16, 24",0.0097674,,,,,
2024-07-15,64.05,64.52,63.81,64.19,60.53,693338,693338,0.14,0.21858,64.1425,"July 15, 24",0.0021858,,,,,
2024-07-12,63.52,64.59,63.29,64.05,60.4,1147343,1147343,0.53,0.83438,63.8625,"July 12, 24",0.0083438,,,,,
2024-07-11,63,63.7,62.92,63.22,59.62,1305000,1305000,0.22,0.34921,63.21,"July 11, 24",0.0034921,,,,,
2024-07-10,62.31,62.46,61.93,62.3,58.75,1198000,1198000,-0.01,-0.01604879,62.25,"July 10, 24",-0.0001604879,,,,,
2024-07-09,62.12,62.24,61.64,62.08,58.54,971905,971905,-0.04,-0.0643915,62.02,"July 09, 24",-0.000643915,,,,,
2024-07-08,61.92,62.25,61.34,61.74,58.22,740643,740643,-0.18,-0.2907,61.8125,"July 08, 24",-0.002907,,,,,
2024-07-05,61.76,62.08,61.39,61.95,58.42,649700,649700,0.19,0.30764,61.795,"July 05, 24",0.0030764,,,,,
2024-07-03,62.42,62.61,61.64,61.64,58.13,431300,431300,-0.78,-1.25,62.0775,"July 03, 24",-0.0125,,,,,
2024-07-02,62.18,62.26,61.71,62,58.47,1258200,1258200,-0.18,-0.28948,62.0375,"July 02, 24",-0.0028948,,,,,
2024-07-01,61.94,62.12,61.34,61.86,58.34,918700,918700,-0.08,-0.12916,61.815,"July 01, 24",-0.0012916,,,,,
2024-06-28,62.26,62.57,61.6,62.2,58.66,1660719,1660719,-0.06,-0.09637006,62.1575,"June 28, 24",-0.0009637006,,,,,
2024-06-27,61.4,62.09,61.21,62.01,58.48,853600,853600,0.61,0.99349,61.6775,"June 27, 24",0.0099349,,,,,
2024-06-26,60.9,61.56,60.64,61.41,57.91,1118907,1118907,0.51,0.83744,61.1275,"June 26, 24",0.0083744,,,,,
2024-06-25,62.38,62.38,61.08,61.31,57.82,614201,614201,-1.07,-1.72,61.7875,"June 25, 24",-0.0172,,,,,
2024-06-24,62.15,62.79,62.01,62.26,58.71,1986100,1986100,0.11,0.17699,62.3025,"June 24, 24",0.0017699,,,,,
2024-06-21,61.78,62.22,61.58,62.14,58.6,1738620,1738620,0.36,0.58271,61.93,"June 21, 24",0.0058271,,,,,
2024-06-20,61.16,61.8,60.81,61.67,58.16,948217,948217,0.51,0.83388,61.36,"June 20, 24",0.0083388,,,,,
2024-06-18,61.58,61.72,60.93,61.16,57.68,619800,619800,-0.42,-0.68204,61.3475,"June 18, 24",-0.0068204,,,,,
2024-06-17,61.34,61.61,61,61.43,57.93,842468,842468,0.09,0.14672,61.345,"June 17, 24",0.0014672,,,,,
2024-06-14,61.4,61.96,61.12,61.77,58.25,1346434,1346434,0.37,0.60261,61.5625,"June 14, 24",0.0060261,,,,,
2024-06-13,60.53,62.03,60.33,61.62,58.11,1351168,1351168,1.09,1.8,61.1275,"June 13, 24",0.018,,,,,
2024-06-12,61.14,61.86,60.46,60.61,57.16,1136800,1136800,-0.53,-0.86686,61.0175,"June 12, 24",-0.0086686,2024-06-12,2024-05-02,0.67,2024-07-03,0.67
2024-06-11,60.35,61.17,60.15,60.6,56.52,1293164,1293164,0.25,0.41425,60.5675,"June 11, 24",0.0041425,,,,,
2024-06-10,60.87,61.31,60,60.76,56.67,958500,958500,-0.11,-0.18071,60.735,"June 10, 24",-0.0018071,,,,,
2024-06-07,60.84,61.4,60.76,61.24,57.12,936532,936532,0.4,0.65746,61.06,"June 07, 24",0.0065746,,,,,
2024-06-06,60.86,61.76,60.86,61.48,57.34,671015,671015,0.62,1.02,61.24,"June 06, 24",0.0102,,,,,
2024-06-05,61.49,61.63,60.95,61.26,57.14,639100,639100,-0.23,-0.37404,61.3325,"June 05, 24",-0.0037404,,,,,
2024-06-04,61.78,62.14,61.52,61.56,57.42,755200,755200,-0.22,-0.3561,61.75,"June 04, 24",-0.003561,,,,,
2024-06-03,61.47,62.14,61.46,61.94,57.77,954433,954433,0.47,0.7646,61.7525,"June 03, 24",0.007646,,,,,
2024-05-31,60.48,61.49,60.13,61.4,57.27,1389300,1389300,0.92,1.52,60.875,"May 31, 24",0.0152,,,,,
2024-05-30,59.41,60.17,59.22,60.09,56.04,932128,932128,0.68,1.14,59.7225,"May 30, 24",0.0114,,,,,
2024-05-29,58.3,58.73,58.19,58.69,54.74,944600,944600,0.39,0.66895,58.4775,"May 29, 24",0.0066895,,,,,
2024-05-28,59.68,60.05,58.85,58.91,54.94,793000,793000,-0.77,-1.29,59.3725,"May 28, 24",-0.0129,,,,,
2024-05-24,59.66,59.7,59.07,59.29,55.3,904600,904600,-0.37,-0.62018,59.43,"May 24, 24",-0.0062018,,,,,
2024-05-23,60.01,60.27,59.24,59.27,55.28,929600,929600,-0.74,-1.23,59.6975,"May 23, 24",-0.0123,,,,,
2024-05-22,60.09,60.75,60.01,60.32,56.26,782100,782100,0.23,0.38276,60.2925,"May 22, 24",0.0038276,,,,,
2024-05-21,59.85,60.19,59.72,60.17,56.12,462500,462500,0.32,0.53467,59.9825,"May 21, 24",0.0053467,,,,,
2024-05-20,60.89,60.89,59.83,59.95,55.91,537400,537400,-0.94,-1.54,60.39,"May 20, 24",-0.0154,,,,,
2024-05-17,60.54,61.3,60.09,60.89,56.79,1138900,1138900,0.35,0.57813,60.705,"May 17, 24",0.0057813,,,,,
2024-05-16,60.78,60.78,60.02,60.12,56.07,848933,848933,-0.66,-1.09,60.425,"May 16, 24",-0.0109,,,,,
