date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,declarationDate,paymentDate,recordDate,adjDividend
2025-03-06,177.11,179.16,173.09,175.42,174.9,1237200,1237200,-1.69,-0.95421,176.195,"March 06, 25",-0.0095421,,,,,
2025-03-05,173.06,178.44,172.14,177.72,177.19,1194528,1194528,4.66,2.69,175.34,"March 05, 25",0.0269,,,,,
2025-03-04,176.26,177.01,171.49,173.3,172.78,1078246,1078246,-2.96,-1.68,174.515,"March 04, 25",-0.0168,,,,,
2025-03-03,176.01,177.69,174.58,175.8,175.27,1075900,1075900,-0.21,-0.11931,176.02,"March 03, 25",-0.0011931,0.2,2025-02-12,2025-03-17,2025-03-03,0.2
2025-02-28,170.61,175.31,165.99,175.25,174.53,2057120,2057120,4.64,2.72,171.79,"February 28, 25",0.0272,,,,,
2025-02-27,190.09,195.23,184.44,186.06,185.3,2144716,2144716,-4.03,-2.12,188.955,"February 27, 25",-0.0212,,,,,
2025-02-26,187.53,188.11,178.96,180.12,179.38,1149937,1149937,-7.41,-3.95,183.68,"February 26, 25",-0.0395,,,,,
2025-02-25,181.8,189.61,181.8,189.01,188.23,846059,846059,7.21,3.97,185.555,"February 25, 25",0.0397,,,,,
2025-02-24,181.05,181.51,177.07,181.46,180.71,726728,726728,0.41,0.22646,180.2725,"February 24, 25",0.0022646,,,,,
2025-02-21,182.88,184.03,179.05,180.03,179.29,760529,760529,-2.85,-1.56,181.4975,"February 21, 25",-0.0156,,,,,
2025-02-20,182.53,184.5,182.17,184.17,183.41,742600,742600,1.64,0.89848,183.3425,"February 20, 25",0.0089848,,,,,
2025-02-19,180.82,184.94,180.82,183.42,182.67,941100,941100,2.6,1.44,182.5,"February 19, 25",0.0144,,,,,
2025-02-18,182.06,183.55,181.01,183.04,182.29,590517,590517,0.98,0.53828,182.415,"February 18, 25",0.0053828,,,,,
2025-02-14,183.2,184.93,181.31,181.54,180.79,392300,392300,-1.66,-0.90611,182.745,"February 14, 25",-0.0090611,,,,,
2025-02-13,179.42,182.88,176.22,182.81,182.06,1033647,1033647,3.39,1.89,180.3325,"February 13, 25",0.0189,,,,,
2025-02-12,184.1,184.31,177.58,179.24,178.5,902200,902200,-4.86,-2.64,181.3075,"February 12, 25",-0.0264,,,,,
2025-02-11,184.9,186.66,184.45,185.95,185.19,320015,320015,1.05,0.56787,185.49,"February 11, 25",0.0056787,,,,,
2025-02-10,188.16,188.16,181.29,185.35,184.59,478705,478705,-2.81,-1.49,185.74,"February 10, 25",-0.0149,,,,,
2025-02-07,189.54,190.26,186.89,187.93,187.16,291646,291646,-1.61,-0.84942,188.655,"February 07, 25",-0.0084942,,,,,
2025-02-06,193.52,194.41,186.19,188.43,187.66,605730,605730,-5.09,-2.63,190.6375,"February 06, 25",-0.0263,,,,,
2025-02-05,194.09,195.53,192.08,193.27,192.48,427100,427100,-0.82,-0.42248,193.7425,"February 05, 25",-0.0042248,,,,,
2025-02-04,189.46,192.77,189.29,192.64,191.85,391748,391748,3.18,1.68,191.04,"February 04, 25",0.0168,,,,,
2025-02-03,186.39,195,185.48,190.71,189.93,481716,481716,4.32,2.32,189.395,"February 03, 25",0.0232,,,,,
2025-01-31,188.95,190.93,187.82,188.56,187.79,369900,369900,-0.39,-0.2064,189.065,"January 31, 25",-0.002064,,,,,
2025-01-30,188.87,191.88,188.42,189.29,188.51,321346,321346,0.42,0.22238,189.615,"January 30, 25",0.0022238,,,,,
2025-01-29,189.2,190.51,186.47,187.18,186.41,403600,403600,-2.02,-1.07,188.34,"January 29, 25",-0.0107,,,,,
2025-01-28,192.33,192.81,186.44,188.71,187.93,514448,514448,-3.62,-1.88,190.0725,"January 28, 25",-0.0188,,,,,
2025-01-27,186.82,191.98,186.82,191.42,190.63,453507,453507,4.6,2.46,189.26,"January 27, 25",0.0246,,,,,
2025-01-24,190.07,191.01,182.25,185.77,185.01,721400,721400,-4.3,-2.26,187.275,"January 24, 25",-0.0226,,,,,
2025-01-23,188.14,190.26,186.4,189.9,189.12,672300,672300,1.76,0.93547,188.675,"January 23, 25",0.0093547,,,,,
2025-01-22,188.35,188.78,184.69,187.03,186.26,304600,304600,-1.32,-0.70082,187.2125,"January 22, 25",-0.0070082,,,,,
2025-01-21,185.81,189.07,184.81,188.78,188,404646,404646,2.97,1.6,187.1175,"January 21, 25",0.016,,,,,
2025-01-17,184.3,185.51,183.4,184.8,184.04,378442,378442,0.5,0.2713,184.5025,"January 17, 25",0.002713,,,,,
2025-01-16,183.31,185.19,181.96,184.06,183.3,363146,363146,0.75,0.40914,183.63,"January 16, 25",0.0040914,,,,,
2025-01-15,187.21,187.21,183.1,183.59,182.84,332513,332513,-3.62,-1.93,185.2775,"January 15, 25",-0.0193,,,,,
2025-01-14,185.93,185.97,180.63,184.16,183.4,390111,390111,-1.77,-0.95197,184.1725,"January 14, 25",-0.0095197,,,,,
2025-01-13,181.75,185.75,180.75,185.74,184.98,429723,429723,3.99,2.2,183.4975,"January 13, 25",0.022,,,,,
2025-01-10,188.89,190.77,180.62,182.93,182.18,767500,767500,-5.96,-3.16,185.8025,"January 10, 25",-0.0316,,,,,
2025-01-08,185.19,190.94,183.72,190.33,189.55,786400,786400,5.14,2.78,187.545,"January 08, 25",0.0278,,,,,
2025-01-07,182.78,187.19,182.47,186,185.24,667800,667800,3.22,1.76,184.61,"January 07, 25",0.0176,,,,,
2025-01-06,179.67,183.22,179.67,181.06,180.32,553300,553300,1.39,0.77364,180.905,"January 06, 25",0.0077364,,,,,
2025-01-03,180,180.09,174.1,178.89,178.15,407531,407531,-1.11,-0.61667,178.27,"January 03, 25",-0.0061667,,,,,
2025-01-02,180.98,182.03,179.15,179.67,178.93,301109,301109,-1.31,-0.72384,180.4575,"January 02, 25",-0.0072384,,,,,
2024-12-31,179.1,180.15,178.05,179.42,178.68,298847,298847,0.32,0.17867,179.18,"December 31, 24",0.0017867,,,,,
2024-12-30,179.91,180.46,176.42,178.37,177.64,320518,320518,-1.54,-0.85598,178.79,"December 30, 24",-0.0085598,,,,,
2024-12-27,178.99,181.62,177.48,180.46,179.72,355464,355464,1.47,0.82127,179.6375,"December 27, 24",0.0082127,,,,,
2024-12-26,180.52,181.45,180.09,181.13,180.39,242866,242866,0.61,0.33791,180.7975,"December 26, 24",0.0033791,,,,,
2024-12-24,180.09,181.22,179.64,181.22,180.48,127200,127200,1.13,0.62746,180.5425,"December 24, 24",0.0062746,,,,,
2024-12-23,179.34,180.86,178.67,180.72,179.98,443591,443591,1.38,0.76949,179.8975,"December 23, 24",0.0076949,,,,,
2024-12-20,176.31,181.09,175.98,180.11,179.37,1272916,1272916,3.8,2.16,178.3725,"December 20, 24",0.0216,,,,,
2024-12-19,177.02,178.81,175.35,175.8,175.08,1406980,1406980,-1.22,-0.68919,176.745,"December 19, 24",-0.0068919,,,,,
2024-12-18,183.76,185.16,177.02,177.53,176.8,926041,926041,-6.23,-3.39,180.8675,"December 18, 24",-0.0339,,,,,
2024-12-17,182.53,184.38,180.85,182.6,181.85,701367,701367,0.07,0.03834986,182.59,"December 17, 24",0.0003834986,,,,,
2024-12-16,185,188,183.51,184.16,183.4,902852,902852,-0.84,-0.45405,185.1675,"December 16, 24",-0.0045405,,,,,
2024-12-13,186.41,187.99,186.06,187.4,186.63,498144,498144,0.99,0.53109,186.965,"December 13, 24",0.0053109,,,,,
2024-12-12,191.16,193,185.93,186.44,185.67,628452,628452,-4.72,-2.47,189.1325,"December 12, 24",-0.0247,,,,,
2024-12-11,193.3,193.3,189.76,190.71,189.93,343471,343471,-2.59,-1.34,191.7675,"December 11, 24",-0.0134,,,,,
2024-12-10,192.26,193.82,188.72,191.7,190.91,458068,458068,-0.56,-0.29127,191.625,"December 10, 24",-0.0029127,,,,,
2024-12-09,194.53,195.87,192.09,192.85,192.06,500500,500500,-1.68,-0.86362,193.835,"December 09, 24",-0.0086362,,,,,
2024-12-06,196.62,198.02,192.44,194.22,193.42,569535,569535,-2.4,-1.22,195.325,"December 06, 24",-0.0122,,,,,
2024-12-05,199.12,199.17,195.68,196.05,195.24,441100,441100,-3.07,-1.54,197.505,"December 05, 24",-0.0154,,,,,
2024-12-04,199,200.17,197.93,199.12,198.3,563143,563143,0.12,0.06030151,199.055,"December 04, 24",0.0006030151,,,,,
2024-12-03,203.36,203.72,198.13,198.34,197.52,453800,453800,-5.02,-2.47,200.8875,"December 03, 24",-0.0247,0.2,2024-11-20,2024-12-17,2024-12-03,0.2
2024-12-02,203.13,204.43,200.54,201.06,200.03,726431,726431,-2.07,-1.02,202.29,"December 02, 24",-0.0102,,,,,
2024-11-29,202.48,205.25,201.96,205,203.95,375800,375800,2.52,1.24,203.6725,"November 29, 24",0.0124,,,,,
2024-11-27,206.01,208.44,202.06,203.5,202.46,566600,566600,-2.51,-1.22,205.0025,"November 27, 24",-0.0122,,,,,
2024-11-26,199.59,206.71,198.12,206.09,205.03,986726,986726,6.5,3.26,202.6275,"November 26, 24",0.0326,,,,,
2024-11-25,196.72,200.26,195.35,199.21,198.19,713849,713849,2.49,1.27,197.885,"November 25, 24",0.0127,,,,,
2024-11-22,195.76,199.12,194.99,197.94,196.93,1205700,1205700,2.18,1.11,196.9525,"November 22, 24",0.0111,,,,,
2024-11-21,195,197.79,189.41,197.61,196.6,999460,999460,2.61,1.34,194.9525,"November 21, 24",0.0134,,,,,
2024-11-20,196.8,198.28,192.19,197.52,196.51,1016400,1016400,0.72,0.36585,196.1975,"November 20, 24",0.0036585,,,,,
2024-11-19,197.24,198.36,194.01,196.79,195.78,895612,895612,-0.45,-0.22815,196.6,"November 19, 24",-0.0022815,,,,,
2024-11-18,200.74,201.85,196.76,197.94,196.93,658032,658032,-2.8,-1.39,199.3225,"November 18, 24",-0.0139,,,,,
2024-11-15,200.82,201.75,198.39,201.69,200.66,763805,763805,0.87,0.43322,200.6625,"November 15, 24",0.0043322,,,,,
2024-11-14,202.69,206.91,200.81,201.01,199.98,699918,699918,-1.68,-0.82885,202.855,"November 14, 24",-0.0082885,,,,,
2024-11-13,206.36,207,202.46,202.75,201.71,612618,612618,-3.61,-1.75,204.6425,"November 13, 24",-0.0175,,,,,
2024-11-12,208.65,209.52,204.19,205.24,204.19,637245,637245,-3.41,-1.63,206.9,"November 12, 24",-0.0163,,,,,
2024-11-11,208.04,211.11,208.04,208.56,207.49,479111,479111,0.52,0.24995,208.9375,"November 11, 24",0.0024995,,,,,
2024-11-08,209.45,210.59,206.88,207.5,206.44,572838,572838,-1.95,-0.93101,208.605,"November 08, 24",-0.0093101,,,,,
2024-11-07,205.21,208.43,201.93,208.41,207.34,986408,986408,3.2,1.56,205.995,"November 07, 24",0.0156,,,,,
2024-11-06,197.85,206.46,193.79,203.52,202.48,1443647,1443647,5.67,2.87,200.405,"November 06, 24",0.0287,,,,,
2024-11-05,207.64,212.17,206.9,212.17,211.08,497981,497981,4.53,2.18,209.72,"November 05, 24",0.0218,,,,,
2024-11-04,204.81,210.58,204.81,208.83,207.76,997800,997800,4.02,1.96,207.2575,"November 04, 24",0.0196,,,,,
2024-11-01,206.65,207.2,204.14,205.26,204.21,632500,632500,-1.39,-0.67263,205.8125,"November 01, 24",-0.0067263,,,,,
2024-10-31,205.43,207.42,203.27,204.31,203.26,1117604,1117604,-1.12,-0.5452,205.1075,"October 31, 24",-0.005452,,,,,
2024-10-30,205.02,208.58,202.61,207.5,206.44,684021,684021,2.48,1.21,205.9275,"October 30, 24",0.0121,,,,,
2024-10-29,204,209.32,203.6,205.92,204.87,906100,906100,1.92,0.94118,205.71,"October 29, 24",0.0094118,,,,,
2024-10-28,203.8,207.66,202.17,204.55,203.5,934124,934124,0.75,0.36801,204.545,"October 28, 24",0.0036801,,,,,
2024-10-25,208,212.78,201.87,202.75,201.71,1483330,1483330,-5.25,-2.52,206.35,"October 25, 24",-0.0252,,,,,
2024-10-24,233.52,234.39,223.74,224.66,223.51,1344600,1344600,-8.86,-3.79,229.0775,"October 24, 24",-0.0379,,,,,
2024-10-23,233.25,235.16,231.9,234.16,232.96,596300,596300,0.91,0.39014,233.6175,"October 23, 24",0.0039014,,,,,
2024-10-22,231.83,234.44,229.53,232.55,231.36,607400,607400,0.72,0.31057,232.0875,"October 22, 24",0.0031057,,,,,
2024-10-21,235.86,237.83,232.6,233.62,232.42,628265,628265,-2.24,-0.94972,234.9775,"October 21, 24",-0.0094972,,,,,
2024-10-18,233.51,240.26,232.47,236.67,235.46,993431,993431,3.16,1.35,235.7275,"October 18, 24",0.0135,,,,,
2024-10-17,234.58,238.62,233.19,234.16,232.96,620429,620429,-0.42,-0.17904,235.1375,"October 17, 24",-0.0017904,,,,,
2024-10-16,231.6,239.83,230.44,236.9,235.69,935208,935208,5.3,2.29,234.6925,"October 16, 24",0.0229,,,,,
2024-10-15,221,231.63,221,225.34,224.19,1123063,1123063,4.34,1.96,224.7425,"October 15, 24",0.0196,,,,,
2024-10-14,214.03,221.57,213.9,220.45,219.32,893600,893600,6.42,3,217.4875,"October 14, 24",0.03,,,,,
2024-10-11,213.87,214.95,213.12,214.33,213.23,420698,420698,0.46,0.21508,214.0675,"October 11, 24",0.0021508,,,,,
2024-10-10,212.68,213.9,209.79,212.9,211.81,471700,471700,0.22,0.10344,212.3175,"October 10, 24",0.0010344,,,,,
2024-10-09,212.12,214.47,208.24,212.95,211.86,694036,694036,0.83,0.39129,211.945,"October 09, 24",0.0039129,,,,,
2024-10-08,213.7,214.14,209.27,212.5,211.41,831829,831829,-1.2,-0.56153,212.4025,"October 08, 24",-0.0056153,,,,,
2024-10-07,214.43,216.35,211.23,212.79,211.7,741500,741500,-1.64,-0.76482,213.7,"October 07, 24",-0.0076482,,,,,
2024-10-04,216.79,217.5,212.98,215.68,214.58,674440,674440,-1.11,-0.51202,215.7375,"October 04, 24",-0.0051202,,,,,
2024-10-03,223.56,224.61,212.5,215.17,214.07,1529630,1529630,-8.39,-3.75,218.96,"October 03, 24",-0.0375,,,,,
2024-10-02,224,225.5,222.86,224,222.85,707641,707641,0,0,224.09,"October 02, 24",0,,,,,
2024-10-01,228.59,228.81,222.34,224.66,223.51,822700,822700,-3.93,-1.72,226.1,"October 01, 24",-0.0172,,,,,
2024-09-30,224.07,229.36,212.08,229.01,227.84,1753248,1753248,4.94,2.2,223.63,"September 30, 24",0.022,,,,,
2024-09-27,239.54,239.96,223.3,229.92,228.74,1381373,1381373,-9.62,-4.02,233.18,"September 27, 24",-0.0402,,,,,
2024-09-26,241.09,241.53,237.54,239.67,238.44,398100,398100,-1.42,-0.58899,239.9575,"September 26, 24",-0.0058899,,,,,
2024-09-25,242.01,242.84,240.67,241.24,240,354695,354695,-0.77,-0.31817,241.69,"September 25, 24",-0.0031817,,,,,
2024-09-24,240.14,243.25,238.51,241.52,240.28,463012,463012,1.38,0.57466,240.855,"September 24, 24",0.0057466,,,,,
2024-09-23,239.22,241.33,238.12,240.59,239.36,421798,421798,1.37,0.57269,239.815,"September 23, 24",0.0057269,,,,,
2024-09-20,237.16,239.55,235.38,238.02,236.8,843326,843326,0.86,0.36262,237.5275,"September 20, 24",0.0036262,,,,,
2024-09-19,236.93,237.8,233.53,237.79,236.57,489300,489300,0.86,0.36298,236.5125,"September 19, 24",0.0036298,,,,,
2024-09-18,230.03,237.26,230,234.69,233.49,615000,615000,4.66,2.03,232.995,"September 18, 24",0.0203,,,,,
2024-09-17,234.64,235.67,230.92,232.28,231.09,605153,605153,-2.36,-1.01,233.3775,"September 17, 24",-0.0101,,,,,
2024-09-16,233.85,236.8,232.46,234.99,233.79,480844,480844,1.14,0.48749,234.525,"September 16, 24",0.0048749,,,,,
2024-09-13,231.1,233.67,231.1,232.56,231.37,346004,346004,1.46,0.63176,232.1075,"September 13, 24",0.0063176,,,,,
2024-09-12,226.27,231.97,226.27,231.36,230.18,560635,560635,5.09,2.25,228.9675,"September 12, 24",0.0225,,,,,
2024-09-11,225.45,231.53,224.25,229.77,228.59,819100,819100,4.32,1.92,227.75,"September 11, 24",0.0192,,,,,
2024-09-10,227.22,229.46,224.48,225.68,224.52,555700,555700,-1.54,-0.67776,226.71,"September 10, 24",-0.0067776,,,,,
2024-09-09,230.29,232.7,223.74,226.51,225.35,954013,954013,-3.78,-1.64,228.31,"September 09, 24",-0.0164,,,,,
2024-09-06,239.08,241.95,226.59,229.15,227.98,929670,929670,-9.93,-4.15,234.1925,"September 06, 24",-0.0415,,,,,
2024-09-05,237.99,239.32,235.53,239.31,238.08,704800,704800,1.32,0.55465,238.0375,"September 05, 24",0.0055465,,,,,
2024-09-04,236.65,238.69,235.66,238.6,237.38,524000,524000,1.95,0.824,237.4,"September 04, 24",0.00824,,,,,
2024-09-03,237.27,239.29,235.1,236.47,235.26,599300,599300,-0.8,-0.33717,237.0325,"September 03, 24",-0.0033717,0.2,,2024-09-17,2024-09-03,0.2
2024-08-30,235.4,238.26,235.4,237.97,236.55,494187,494187,2.57,1.09,236.7575,"August 30, 24",0.0109,,,,,
2024-08-29,237.84,237.86,234.81,235.69,234.28,378406,378406,-2.15,-0.90397,236.55,"August 29, 24",-0.0090397,,,,,
2024-08-28,235.5,237.79,235.5,236.83,235.42,619947,619947,1.33,0.56476,236.405,"August 28, 24",0.0056476,,,,,
2024-08-27,232.55,235.6,232.55,235.36,233.95,521600,521600,2.81,1.21,234.015,"August 27, 24",0.0121,,,,,
2024-08-26,233.37,235.21,231.53,233.04,231.65,493806,493806,-0.33,-0.14141,233.2875,"August 26, 24",-0.0014141,,,,,
2024-08-23,230.57,233.76,229.79,233.14,231.75,684942,684942,2.57,1.11,231.815,"August 23, 24",0.0111,,,,,
2024-08-22,228.98,230.49,228.66,229.29,227.92,519705,519705,0.31,0.13538,229.355,"August 22, 24",0.0013538,,,,,
2024-08-21,227.56,228.84,226.37,227.8,226.44,506555,506555,0.24,0.10547,227.6425,"August 21, 24",0.0010547,,,,,
2024-08-20,227.7,229.01,225.9,227.56,226.2,553958,553958,-0.14,-0.06148441,227.5425,"August 20, 24",-0.0006148441,,,,,
2024-08-19,226.55,228.28,224.62,227.52,226.16,454300,454300,0.97,0.42816,226.7425,"August 19, 24",0.0042816,,,,,
2024-08-16,223.93,227,222.62,226.44,225.09,570600,570600,2.51,1.12,224.9975,"August 16, 24",0.0112,,,,,
2024-08-15,223.03,224.09,219.67,223.27,221.94,543708,543708,0.24,0.10761,222.515,"August 15, 24",0.0010761,,,,,
2024-08-14,221.54,224.34,219.93,221.85,220.53,534000,534000,0.31,0.13993,221.915,"August 14, 24",0.0013993,,,,,
2024-08-13,218.08,221.66,218.08,220.48,219.16,560150,560150,2.4,1.1,219.575,"August 13, 24",0.011,,,,,
2024-08-12,215.18,217.88,214.48,217.74,216.44,387300,387300,2.56,1.19,216.32,"August 12, 24",0.0119,,,,,
2024-08-09,218.09,218.68,214.86,215.22,213.94,502500,502500,-2.87,-1.32,216.7125,"August 09, 24",-0.0132,,,,,
2024-08-08,212.56,218.56,212,218.4,217.1,715340,715340,5.84,2.75,215.38,"August 08, 24",0.0275,,,,,
2024-08-07,213.96,215.28,210.03,212.07,210.8,978974,978974,-1.89,-0.88334,212.835,"August 07, 24",-0.0088334,,,,,
2024-08-06,211.06,213.6,209.76,212.11,210.84,1603630,1603630,1.05,0.49749,211.6325,"August 06, 24",0.0049749,,,,,
2024-08-05,209.11,213.67,205.15,211,209.74,778424,778424,1.89,0.90383,209.7325,"August 05, 24",0.0090383,,,,,
2024-08-02,214.34,216.92,210.96,213.21,211.94,858520,858520,-1.13,-0.5272,213.8575,"August 02, 24",-0.005272,,,,,
2024-08-01,215.11,218.99,212.79,215.82,214.53,849637,849637,0.71,0.33006,215.6775,"August 01, 24",0.0033006,,,,,
2024-07-31,215.99,216.84,211.75,213.76,212.48,1108920,1108920,-2.23,-1.03,214.585,"July 31, 24",-0.0103,,,,,
2024-07-30,217.12,218.96,214.76,215.1,213.82,878700,878700,-2.02,-0.93036,216.485,"July 30, 24",-0.0093036,,,,,
2024-07-29,215.65,219.61,214.36,217.43,216.13,914806,914806,1.78,0.82541,216.7625,"July 29, 24",0.0082541,,,,,
2024-07-26,209.58,214.64,206.36,213.69,212.41,1474300,1474300,4.11,1.96,211.0675,"July 26, 24",0.0196,,,,,
2024-07-25,192.19,207.7,192,204.99,203.77,2759900,2759900,12.8,6.66,199.22,"July 25, 24",0.0666,,,,,
2024-07-24,187,189.78,185.05,185.97,184.86,958700,958700,-1.03,-0.5508,186.95,"July 24, 24",-0.005508,,,,,
2024-07-23,184.37,186.5,181.29,185.3,184.19,854308,854308,0.93,0.50442,184.365,"July 23, 24",0.0050442,,,,,
2024-07-22,181.33,183.5,179.81,182.17,181.08,610700,610700,0.84,0.46324,181.7025,"July 22, 24",0.0046324,,,,,
2024-07-19,183.02,183.02,179.5,180.82,179.74,634600,634600,-2.2,-1.2,181.59,"July 19, 24",-0.012,,,,,
2024-07-18,183.51,186.75,180.49,181.48,180.4,825626,825626,-2.03,-1.11,183.0575,"July 18, 24",-0.0111,,,,,
2024-07-17,183.88,189.65,181.4,183.77,182.67,865926,865926,-0.11,-0.05982162,184.675,"July 17, 24",-0.0005982162,,,,,
2024-07-16,180,183.93,177.37,183.88,182.78,1034900,1034900,3.88,2.16,181.295,"July 16, 24",0.0216,,,,,
2024-07-15,179.19,183.37,178.06,178.68,177.61,709316,709316,-0.51,-0.28461,179.825,"July 15, 24",-0.0028461,,,,,
2024-07-12,184.63,187.23,184.2,184.43,183.33,421400,421400,-0.2,-0.10832,185.1225,"July 12, 24",-0.0010832,,,,,
2024-07-11,181.62,184.14,180.61,183.95,182.85,809000,809000,2.33,1.28,182.58,"July 11, 24",0.0128,,,,,
2024-07-10,181.87,182.39,179.31,180.18,179.1,736040,736040,-1.69,-0.92924,180.9375,"July 10, 24",-0.0092924,,,,,
2024-07-09,181.55,183.21,180.09,180.95,179.87,587300,587300,-0.6,-0.33049,181.45,"July 09, 24",-0.0033049,,,,,
2024-07-08,181.74,182.22,177.35,180.63,179.55,939334,939334,-1.11,-0.61076,180.485,"July 08, 24",-0.0061076,,,,,
2024-07-05,184.15,184.64,177.65,180.93,179.85,893100,893100,-3.22,-1.75,181.8425,"July 05, 24",-0.0175,,,,,
2024-07-03,184.4,186.45,183.93,185.39,184.28,239235,239235,0.99,0.53688,185.0425,"July 03, 24",0.0053688,,,,,
2024-07-02,182.52,185.09,180.77,184.72,183.62,414500,414500,2.2,1.21,183.275,"July 02, 24",0.0121,,,,,
2024-07-01,186.05,188.53,182.07,182.2,181.11,559900,559900,-3.85,-2.07,184.7125,"July 01, 24",-0.0207,,,,,
2024-06-28,191.75,194.02,182.21,184.93,183.83,1163000,1163000,-6.82,-3.56,188.2275,"June 28, 24",-0.0356,,,,,
2024-06-27,189.4,191.58,187.04,191.56,190.42,404605,404605,2.16,1.14,189.895,"June 27, 24",0.0114,,,,,
2024-06-26,191.19,191.19,186.48,189.67,188.54,721600,721600,-1.52,-0.79502,189.6325,"June 26, 24",-0.0079502,,,,,
2024-06-25,191.5,193.48,181.82,187.7,186.58,1020911,1020911,-3.8,-1.98,188.625,"June 25, 24",-0.0198,,,,,
2024-06-24,189.78,191.92,188.73,191.01,189.87,468600,468600,1.23,0.64812,190.36,"June 24, 24",0.0064812,,,,,
2024-06-21,188.81,190.11,187.13,189.1,187.97,783735,783735,0.29,0.15359,188.7875,"June 21, 24",0.0015359,,,,,
2024-06-20,189.83,191.51,188.34,188.68,187.55,349849,349849,-1.15,-0.60581,189.59,"June 20, 24",-0.0060581,,,,,
2024-06-18,189.5,191.28,188.32,190.56,189.42,403628,403628,1.06,0.55937,189.915,"June 18, 24",0.0055937,,,,,
2024-06-17,186.75,190.16,186.1,189.81,188.68,555100,555100,3.06,1.64,188.205,"June 17, 24",0.0164,,,,,
2024-06-14,186.66,188.22,183.25,187.85,186.73,590814,590814,1.19,0.63752,186.495,"June 14, 24",0.0063752,,,,,
2024-06-13,186.73,188.67,183.25,188.18,187.06,520602,520602,1.45,0.77652,186.7075,"June 13, 24",0.0077652,,,,,
2024-06-12,188.16,189.38,186.14,187.24,186.12,892300,892300,-0.92,-0.48895,187.73,"June 12, 24",-0.0048895,,,,,
2024-06-11,188.01,188.38,185.6,185.68,184.57,608545,608545,-2.33,-1.24,186.9175,"June 11, 24",-0.0124,,,,,
2024-06-10,186.65,189.3,185.78,188.93,187.8,671849,671849,2.28,1.22,187.665,"June 10, 24",0.0122,,,,,
2024-06-07,187.54,188.89,187.31,187.53,186.41,343800,343800,-0.01,-0.0053322,187.8175,"June 07, 24",-5.3322e-05,,,,,
2024-06-06,188.81,190.5,187.6,189.34,188.21,541300,541300,0.53,0.28071,189.0625,"June 06, 24",0.0028071,,,,,
2024-06-05,185.88,189.83,185.48,189.47,188.34,629933,629933,3.59,1.93,187.665,"June 05, 24",0.0193,,,,,
2024-06-04,185.86,186.6,181.2,184.64,183.54,458100,458100,-1.22,-0.65641,184.575,"June 04, 24",-0.0065641,,,,,
2024-06-03,188.48,189.16,184.63,186.6,185.49,634315,634315,-1.88,-0.99745,187.2175,"June 03, 24",-0.0099745,0.2,2024-05-15,2024-06-17,2024-06-03,0.2
2024-05-31,186.2,189.95,184.76,189.8,188.47,847368,847368,3.6,1.93,187.6775,"May 31, 24",0.0193,,,,,
2024-05-30,180.33,186.65,180.18,185.9,184.6,776900,776900,5.57,3.09,183.265,"May 30, 24",0.0309,,,,,
2024-05-29,174.5,181.61,174.43,180.23,178.97,900500,900500,5.73,3.28,177.6925,"May 29, 24",0.0328,,,,,
2024-05-28,175.22,176.29,174.28,175.18,173.95,404028,404028,-0.04,-0.02282844,175.2425,"May 28, 24",-0.0002282844,,,,,
2024-05-24,178.46,178.57,176.17,176.37,175.13,588300,588300,-2.09,-1.17,177.3925,"May 24, 24",-0.0117,,,,,
2024-05-23,178.64,178.79,176.38,176.91,175.67,476435,476435,-1.73,-0.96843,177.68,"May 23, 24",-0.0096843,,,,,
2024-05-22,179.76,181.55,178.32,178.9,177.65,423024,423024,-0.86,-0.47842,179.6325,"May 22, 24",-0.0047842,,,,,
2024-05-21,181.18,181.77,177.86,180.2,178.94,713929,713929,-0.98,-0.5409,180.2525,"May 21, 24",-0.005409,,,,,
2024-05-20,181.94,181.94,178.14,181.41,180.14,597948,597948,-0.53,-0.2913,180.8575,"May 20, 24",-0.002913,,,,,
2024-05-17,179.38,179.38,177.14,177.7,176.45,344237,344237,-1.68,-0.93656,178.4,"May 17, 24",-0.0093656,,,,,
2024-05-16,181.31,182.92,178.68,178.98,177.73,873502,873502,-2.33,-1.29,180.4725,"May 16, 24",-0.0129,,,,,
2024-05-15,179.47,182.88,179.32,182.24,180.96,562600,562600,2.77,1.54,180.9775,"May 15, 24",0.0154,,,,,
2024-05-14,180.4,181.39,177.39,178.91,177.66,1007500,1007500,-1.49,-0.82594,179.5225,"May 14, 24",-0.0082594,,,,,
2024-05-13,178.19,178.63,176.43,178.59,177.34,743433,743433,0.4,0.22448,177.96,"May 13, 24",0.0022448,,,,,
2024-05-10,177.05,180.6,176.87,178.09,176.84,573418,573418,1.04,0.5874,178.1525,"May 10, 24",0.005874,,,,,
2024-05-09,169.69,177.33,169.69,177.05,175.81,710756,710756,7.36,4.34,173.44,"May 09, 24",0.0434,,,,,
2024-05-08,168.71,170.52,167.36,169.47,168.28,513900,513900,0.76,0.45048,169.015,"May 08, 24",0.0045048,,,,,
2024-05-07,170.58,171.21,169.39,169.5,168.31,660700,660700,-1.08,-0.63313,170.17,"May 07, 24",-0.0063313,,,,,
2024-05-06,169.04,169.63,168.58,169.15,167.96,811300,811300,0.11,0.06507336,169.1,"May 06, 24",0.0006507336,,,,,
