date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,recordDate,dividend,adjDividend
2025-03-03,498,500.55,479.57,483.82,476.22,1003300,1003300,-14.18,-2.85,490.49,"March 03, 25",-0.0285,,,,,
2025-02-28,484.47,490.3,483.95,489.71,482.02,634300,634300,5.24,1.08,487.11,"February 28, 25",0.0108,,,,,
2025-02-27,482.53,487.86,477.22,482.28,474.71,501500,501500,-0.25,-0.05181025,482.47,"February 27, 25",-0.0005181025,,,,,
2025-02-26,473.14,484.84,465.06,479.11,471.59,802100,802100,5.97,1.26,475.54,"February 26, 25",0.0126,,,,,
2025-02-25,450.14,475.91,449.9,470.14,462.76,934800,934800,20,4.44,461.52,"February 25, 25",0.0444,,,,,
2025-02-24,441,460.28,431,455.64,448.48,1686800,1686800,14.64,3.32,446.98,"February 24, 25",0.0332,,,,,
2025-02-21,472.74,473,458.96,462.37,455.11,834600,834600,-10.37,-2.19,466.77,"February 21, 25",-0.0219,,,,,
2025-02-20,473,476.26,468,471.76,464.35,528500,528500,-1.24,-0.26216,472.26,"February 20, 25",-0.0026216,,,,,
2025-02-19,475.94,479.29,470.1,475.35,467.89,563100,563100,-0.59,-0.12397,475.17,"February 19, 25",-0.0012397,,,,,
2025-02-18,483.85,485.26,475.51,477.53,470.03,729400,729400,-6.32,-1.31,480.54,"February 18, 25",-0.0131,,,,,
2025-02-14,480.05,483.95,474.36,476.66,469.17,507800,507800,-3.39,-0.70618,478.75,"February 14, 25",-0.0070618,,,,,
2025-02-13,473.99,482.73,468.31,479.88,472.34,547500,547500,5.89,1.24,476.23,"February 13, 25",0.0124,,,,,
2025-02-12,469.67,471.96,465.55,471.47,464.07,414100,414100,1.8,0.38325,469.66,"February 12, 25",0.0038325,,,,,
2025-02-11,469.51,475.01,465.31,474.06,466.62,398800,398800,4.55,0.9691,470.97,"February 11, 25",0.009691,,,,,
2025-02-10,469.47,479.54,466.65,474.94,467.48,451000,451000,5.47,1.17,472.65,"February 10, 25",0.0117,,,,,
2025-02-07,467.77,470.79,462.27,466.74,459.41,437400,437400,-1.03,-0.22019,466.89,"February 07, 25",-0.0022019,,,,,
2025-02-06,454.88,471.17,454.88,470.56,463.17,464800,464800,15.68,3.45,462.87,"February 06, 25",0.0345,,,,,
2025-02-05,466.07,466.96,450.33,454.75,447.61,774900,774900,-11.32,-2.43,459.53,"February 05, 25",-0.0243,,,,,
2025-02-04,451.48,467,451.09,465.93,458.61,545300,545300,14.45,3.2,458.88,"February 04, 25",0.032,,,,,
2025-02-03,445.23,460.16,441.57,455.85,448.69,633600,633600,10.62,2.39,450.7,"February 03, 25",0.0239,,,,,
2025-01-31,449.46,455.55,448.32,449.12,442.07,449100,449100,-0.34,-0.07564633,450.61,"January 31, 25",-0.0007564633,,,,,
2025-01-30,441.65,472.04,438.7,450.8,443.72,973800,973800,9.15,2.07,450.8,"January 30, 25",0.0207,,,,,
2025-01-29,429.81,433.09,424.55,427.78,421.06,496500,496500,-2.03,-0.4723,428.81,"January 29, 25",-0.004723,,,,,
2025-01-28,430,437.64,428.84,429.81,423.06,428700,428700,-0.19,-0.04418605,431.57,"January 28, 25",-0.0004418605,,,,,
2025-01-27,431.11,439.9,425.33,431.15,424.38,622000,622000,0.04,0.00927837,431.87,"January 27, 25",9.27837e-05,,,,,
2025-01-24,443.75,448,433,434.23,427.41,649800,649800,-9.52,-2.15,439.75,"January 24, 25",-0.0215,,,,,
2025-01-23,441.57,448.08,438.9,447.76,440.73,482300,482300,6.19,1.4,444.08,"January 23, 25",0.014,,,,,
2025-01-22,438.72,445.61,431.13,442.12,435.18,504400,504400,3.4,0.77498,439.39,"January 22, 25",0.0077498,,,,,
2025-01-21,429.25,441.09,428.31,440.8,433.88,731500,731500,11.55,2.69,434.86,"January 21, 25",0.0269,,,,,
2025-01-17,424.16,428,420.41,427.35,420.64,526600,526600,3.19,0.75207,424.98,"January 17, 25",0.0075207,,,,,
2025-01-16,413.93,422.74,411.9,418.91,412.33,526700,526700,4.98,1.2,416.87,"January 16, 25",0.012,,,,,
2025-01-15,420.79,424,409.7,413.93,407.43,468200,468200,-6.86,-1.63,417.11,"January 15, 25",-0.0163,,,,,
2025-01-14,412.08,419.13,412.08,416.08,409.55,514400,514400,4,0.97069,414.84,"January 14, 25",0.0097069,,,,,
2025-01-13,401.25,411,397.12,410.14,403.7,681800,681800,8.89,2.22,404.88,"January 13, 25",0.0222,,,,,
2025-01-10,410,411.5,401.94,402.33,396.01,600400,600400,-7.67,-1.87,406.44,"January 10, 25",-0.0187,,,,,
2025-01-08,411.52,414.99,408,412.69,406.21,522800,522800,1.17,0.28431,411.8,"January 08, 25",0.0028431,,,,,
2025-01-07,419.88,421.98,408.49,410.9,404.45,833600,833600,-8.98,-2.14,415.31,"January 07, 25",-0.0214,,,,,
2025-01-06,440.75,440.75,424,424.5,417.83,589900,589900,-16.25,-3.69,432.5,"January 06, 25",-0.0369,,,,,
2025-01-03,436.92,440.22,433.05,438.08,431.2,505100,505100,1.16,0.26549,437.07,"January 03, 25",0.0026549,,,,,
2025-01-02,422.59,435.77,421.6,434.93,428.1,530400,530400,12.34,2.92,428.72,"January 02, 25",0.0292,,,,,
2024-12-31,422.2,424.24,418.63,419.76,413.17,333600,333600,-2.44,-0.57793,421.21,"December 31, 24",-0.0057793,,,,,
2024-12-30,426.34,426.34,420.69,420.72,414.11,399700,399700,-5.62,-1.32,423.52,"December 30, 24",-0.0132,,,,,
2024-12-27,427.92,432.49,427.92,429.62,422.87,291000,291000,1.7,0.39727,429.49,"December 27, 24",0.0039727,,,,,
2024-12-26,428.48,434.35,428.33,432.62,425.83,300900,300900,4.14,0.96621,430.94,"December 26, 24",0.0096621,,,,,
2024-12-24,427.53,432.15,424.82,431,424.23,214900,214900,3.47,0.81164,428.88,"December 24, 24",0.0081164,,,,,
2024-12-23,425.59,427.59,420.45,426.54,419.84,332800,332800,0.95,0.22322,425.04,"December 23, 24",0.0022322,,,,,
2024-12-20,428.63,432.52,424.01,426.18,419.49,932700,932700,-2.45,-0.57159,427.83,"December 20, 24",-0.0057159,,,,,
2024-12-19,436.4,437.75,421.39,427.64,420.92,791200,791200,-8.76,-2.01,430.8,"December 19, 24",-0.0201,,,,,
2024-12-18,446.71,447.02,430.48,430.71,423.95,476600,476600,-16,-3.58,438.73,"December 18, 24",-0.0358,,,,,
2024-12-17,446.54,449.75,442.97,446.74,439.72,406900,406900,0.2,0.04478882,446.5,"December 17, 24",0.0004478882,,,,,
2024-12-16,453,457.13,447.22,447.72,440.69,384800,384800,-5.28,-1.17,451.27,"December 16, 24",-0.0117,,,,,
2024-12-13,462.74,465.83,449.73,453.17,446.05,500800,500800,-9.57,-2.07,457.87,"December 13, 24",-0.0207,2024-10-08,2024-12-27,2024-12-13,1.51,1.51
2024-12-12,458,468.87,457.62,464.89,456.1,485200,485200,6.89,1.5,462.35,"December 12, 24",0.015,,,,,
2024-12-11,454.18,464.98,453.5,457.35,448.71,397900,397900,3.17,0.69796,457.5,"December 11, 24",0.0069796,,,,,
2024-12-10,457,458.39,452.24,454.16,445.58,489200,489200,-2.84,-0.62144,455.45,"December 10, 24",-0.0062144,,,,,
2024-12-09,459.82,462.28,452.71,457.74,449.09,504900,504900,-2.08,-0.45235,458.14,"December 09, 24",-0.0045235,,,,,
2024-12-06,467.49,470.75,459.07,459.59,450.9,387200,387200,-7.9,-1.69,464.22,"December 06, 24",-0.0169,,,,,
2024-12-05,467.92,470.94,465.39,465.41,456.61,466200,466200,-2.51,-0.53642,467.42,"December 05, 24",-0.0053642,,,,,
2024-12-04,463.49,468.54,461.86,466.86,458.04,399900,399900,3.37,0.72709,465.19,"December 04, 24",0.0072709,,,,,
2024-12-03,465.64,466.43,458.91,462.22,453.48,619400,619400,-3.42,-0.73447,463.3,"December 03, 24",-0.0073447,,,,,
2024-12-02,474.58,475.5,462.71,466.18,457.37,656800,656800,-8.4,-1.77,469.74,"December 02, 24",-0.0177,,,,,
2024-11-29,475.1,479.34,473.49,476.19,467.19,234500,234500,1.09,0.22943,476.03,"November 29, 24",0.0022943,,,,,
2024-11-27,475.9,478.28,471,472.34,463.41,392200,392200,-3.56,-0.74806,474.38,"November 27, 24",-0.0074806,,,,,
2024-11-26,471.64,473.35,464.21,472.91,463.97,453400,453400,1.27,0.26927,470.53,"November 26, 24",0.0026927,,,,,
2024-11-25,460.25,474.39,460,469.18,460.31,943500,943500,8.93,1.94,465.96,"November 25, 24",0.0194,,,,,
2024-11-22,446.4,457.58,446,453.35,444.78,518000,518000,6.95,1.56,450.83,"November 22, 24",0.0156,,,,,
2024-11-21,440.42,450.16,438,445.85,437.42,486900,486900,5.43,1.23,443.61,"November 21, 24",0.0123,,,,,
2024-11-20,439.8,441.4,432.88,438.97,430.67,508000,508000,-0.83,-0.18872,438.26,"November 20, 24",-0.0018872,,,,,
2024-11-19,441.76,443.8,436,439.8,431.49,480200,480200,-1.96,-0.44368,440.34,"November 19, 24",-0.0044368,,,,,
2024-11-18,433.5,450.88,433.5,444.9,436.49,855500,855500,11.4,2.63,440.69,"November 18, 24",0.0263,,,,,
2024-11-15,458.55,460.24,429.48,430.43,422.29,1571300,1571300,-28.12,-6.13,444.67,"November 15, 24",-0.0613,,,,,
2024-11-14,437,441.09,432.34,435.97,427.73,763700,763700,-1.03,-0.2357,436.6,"November 14, 24",-0.002357,,,,,
2024-11-13,440.6,443.63,438.35,439.55,431.24,348300,348300,-1.05,-0.23831,440.53,"November 13, 24",-0.0023831,,,,,
2024-11-12,445.02,449.25,436.42,440.6,432.27,357200,357200,-4.42,-0.99321,442.82,"November 12, 24",-0.0099321,,,,,
2024-11-11,461.9,462.75,446.5,446.87,438.42,653300,653300,-15.03,-3.25,454.5,"November 11, 24",-0.0325,,,,,
2024-11-08,452.95,462.41,452.27,459.73,451.04,611400,611400,6.78,1.5,456.84,"November 08, 24",0.015,,,,,
2024-11-07,443.93,448.77,443.24,448.44,439.96,387600,387600,4.51,1.02,446.09,"November 07, 24",0.0102,,,,,
2024-11-06,435,444.33,429.96,441.95,433.6,654300,654300,6.95,1.6,437.81,"November 06, 24",0.016,,,,,
2024-11-05,428.9,431.48,426.53,428,419.91,543900,543900,-0.9,-0.20984,428.73,"November 05, 24",-0.0020984,,,,,
2024-11-04,425.88,431.84,425,429.98,421.85,637600,637600,4.1,0.96271,428.18,"November 04, 24",0.0096271,,,,,
2024-11-01,415.36,430.8,415.36,425.83,417.78,672700,672700,10.47,2.52,421.84,"November 01, 24",0.0252,,,,,
2024-10-31,412.91,417.76,411.71,413.73,405.91,610700,610700,0.82,0.19859,414.03,"October 31, 24",0.0019859,,,,,
2024-10-30,409.7,417,408,410.02,402.27,471200,471200,0.32,0.07810593,411.18,"October 30, 24",0.0007810593,,,,,
2024-10-29,416.91,419.5,412.24,413.14,405.33,499300,499300,-3.77,-0.90427,415.45,"October 29, 24",-0.0090427,,,,,
2024-10-28,417.41,421.45,413.93,417.24,409.35,594000,594000,-0.17,-0.04072734,417.51,"October 28, 24",-0.0004072734,,,,,
2024-10-25,416.79,420,412.78,413.81,405.99,497100,497100,-2.98,-0.71499,415.85,"October 25, 24",-0.0071499,,,,,
2024-10-24,422.19,424.9,414.96,415.11,407.26,465500,465500,-7.08,-1.68,419.29,"October 24, 24",-0.0168,,,,,
2024-10-23,426.34,427.59,418.83,422.7,414.71,480500,480500,-3.64,-0.85378,423.86,"October 23, 24",-0.0085378,,,,,
2024-10-22,429.3,430.75,426.61,426.78,418.71,323500,323500,-2.52,-0.587,428.36,"October 22, 24",-0.00587,,,,,
2024-10-21,429,431.95,425.14,431.29,423.14,407600,407600,2.29,0.5338,429.35,"October 21, 24",0.005338,,,,,
2024-10-18,430.99,431.35,425.93,428.85,420.74,380800,380800,-2.14,-0.49653,429.28,"October 18, 24",-0.0049653,,,,,
2024-10-17,429.46,430,424.62,429.38,421.26,412100,412100,-0.08,-0.01862804,428.36,"October 17, 24",-0.0001862804,,,,,
2024-10-16,426.12,431.1,422.93,428.36,420.26,502200,502200,2.24,0.52567,427.13,"October 16, 24",0.0052567,,,,,
2024-10-15,426.51,431.41,424.52,427.26,419.18,657500,657500,0.75,0.17585,427.43,"October 15, 24",0.0017585,,,,,
2024-10-14,427.22,431.8,420.23,428.08,419.99,648700,648700,0.86,0.2013,426.83,"October 14, 24",0.002013,,,,,
2024-10-11,414.83,432.87,412.82,429.67,421.55,1277300,1277300,14.84,3.58,422.55,"October 11, 24",0.0358,,,,,
2024-10-10,417.8,423.35,398,408.75,401.02,2344800,2344800,-9.05,-2.17,411.97,"October 10, 24",-0.0217,,,,,
2024-10-09,412.65,419.33,411.29,413.2,405.39,1169600,1169600,0.55,0.13328,414.12,"October 09, 24",0.0013328,,,,,
2024-10-08,410.49,417.91,410.49,411.15,403.38,710300,710300,0.66,0.16078,412.51,"October 08, 24",0.0016078,,,,,
2024-10-07,412.5,416.16,407.27,410,402.25,965400,965400,-2.5,-0.60606,411.48,"October 07, 24",-0.0060606,,,,,
2024-10-04,423.15,425.51,417.79,425.31,417.27,569000,569000,2.16,0.51046,422.94,"October 04, 24",0.0051046,,,,,
2024-10-03,422.37,422.37,415.97,420.89,412.94,443900,443900,-1.48,-0.3504,420.4,"October 03, 24",-0.003504,,,,,
2024-10-02,426.26,428.33,418.57,423.2,415.2,489800,489800,-3.06,-0.71787,424.09,"October 02, 24",-0.0071787,,,,,
2024-10-01,429.25,431.43,424.06,430.66,422.52,497200,497200,1.41,0.32848,428.85,"October 01, 24",0.0032848,,,,,
2024-09-30,432,438.52,427.97,430.14,422.01,730200,730200,-1.86,-0.43056,432.16,"September 30, 24",-0.0043056,,,,,
2024-09-27,433,433.24,425.36,429.03,420.92,447000,447000,-3.97,-0.91686,430.16,"September 27, 24",-0.0091686,,,,,
2024-09-26,429.77,432.77,428.06,432.35,424.18,328300,328300,2.58,0.60032,430.74,"September 26, 24",0.0060032,,,,,
2024-09-25,430,430.12,424,425.92,417.87,402300,402300,-4.08,-0.94884,427.51,"September 25, 24",-0.0094884,,,,,
2024-09-24,423.27,433.39,422.65,426.54,418.48,545800,545800,3.27,0.77256,426.46,"September 24, 24",0.0077256,,,,,
2024-09-23,412.09,423.37,410.17,420.7,412.75,557200,557200,8.61,2.09,416.58,"September 23, 24",0.0209,,,,,
2024-09-20,412.47,414.79,409.9,414.42,406.59,766900,766900,1.95,0.47276,412.9,"September 20, 24",0.0047276,,,,,
2024-09-19,415.37,417.43,408.91,411.71,403.93,472600,472600,-3.66,-0.88114,413.35,"September 19, 24",-0.0088114,,,,,
2024-09-18,413.11,418.7,408.97,409.02,401.29,498900,498900,-4.09,-0.99005,412.45,"September 18, 24",-0.0099005,,,,,
2024-09-17,410.54,415.6,407.45,412.44,404.64,422200,422200,1.9,0.46281,411.51,"September 17, 24",0.0046281,,,,,
2024-09-16,404.23,410.57,403.85,408.97,401.24,766700,766700,4.74,1.17,406.91,"September 16, 24",0.0117,,,,,
2024-09-13,415.1,415.1,402,402.52,394.91,540300,540300,-12.58,-3.03,408.68,"September 13, 24",-0.0303,2024-07-16,2024-09-30,2024-09-13,1.51,1.51
2024-09-12,411.23,412.93,404.14,405.84,396.69,663300,663300,-5.39,-1.31,408.54,"September 12, 24",-0.0131,,,,,
2024-09-11,413.24,413.8,396.06,407.97,398.77,1133200,1133200,-5.27,-1.28,407.77,"September 11, 24",-0.0128,,,,,
2024-09-10,420.63,431.75,414.45,416.77,407.37,569500,569500,-3.86,-0.91767,420.9,"September 10, 24",-0.0091767,,,,,
2024-09-09,408.54,423.19,408.54,420.16,410.69,684400,684400,11.62,2.84,415.11,"September 09, 24",0.0284,,,,,
2024-09-06,409.78,415.83,404.61,408.49,399.28,618200,618200,-1.29,-0.3148,409.68,"September 06, 24",-0.003148,,,,,
2024-09-05,407.83,417.65,406.34,410.26,401.01,846800,846800,2.43,0.59584,410.52,"September 05, 24",0.0059584,,,,,
2024-09-04,402.54,411.38,400.7,405.53,396.39,542800,542800,2.99,0.74278,405.04,"September 04, 24",0.0074278,,,,,
2024-09-03,412.43,415.5,401.31,403.55,394.45,652300,652300,-8.88,-2.15,408.2,"September 03, 24",-0.0215,,,,,
2024-08-30,414.37,415.72,412.01,414.21,404.87,580000,580000,-0.16,-0.03861283,414.08,"August 30, 24",-0.0003861283,,,,,
2024-08-29,415,416.47,405.69,412.96,403.65,676100,676100,-2.04,-0.49157,412.53,"August 29, 24",-0.0049157,,,,,
2024-08-28,417.92,419.2,414.59,416.09,406.71,479100,479100,-1.83,-0.43788,416.95,"August 28, 24",-0.0043788,,,,,
2024-08-27,422.09,422.81,416.19,418.41,408.97,565600,565600,-3.68,-0.87185,419.88,"August 27, 24",-0.0087185,,,,,
2024-08-26,425,431.19,423.43,424.48,414.91,683400,683400,-0.52,-0.12235,426.03,"August 26, 24",-0.0012235,,,,,
2024-08-23,418.84,426.74,416.5,425.28,415.69,833400,833400,6.44,1.54,421.84,"August 23, 24",0.0154,,,,,
2024-08-22,427.68,427.68,415.49,416.23,406.84,749100,749100,-11.45,-2.68,421.77,"August 22, 24",-0.0268,,,,,
2024-08-21,428.4,431.94,424.41,427.7,418.06,645500,645500,-0.7,-0.1634,428.11,"August 21, 24",-0.001634,,,,,
2024-08-20,432.66,436.41,423.11,427.06,417.43,860300,860300,-5.6,-1.29,429.81,"August 20, 24",-0.0129,,,,,
2024-08-19,442.92,444.57,429.49,432.84,423.08,997800,997800,-10.08,-2.28,437.46,"August 19, 24",-0.0228,,,,,
2024-08-16,443.51,445.16,438.23,442.91,432.92,502700,502700,-0.6,-0.13528,442.45,"August 16, 24",-0.0013528,,,,,
2024-08-15,446.04,448.27,442.68,444.58,434.55,423300,423300,-1.46,-0.32732,445.39,"August 15, 24",-0.0032732,,,,,
2024-08-14,444.62,445.16,439.18,442.24,432.27,334800,334800,-2.38,-0.53529,442.8,"August 14, 24",-0.0053529,,,,,
2024-08-13,446,449.12,436.19,441.3,431.35,750400,750400,-4.7,-1.05,443.15,"August 13, 24",-0.0105,,,,,
2024-08-12,437.5,447.64,435.95,444.9,434.87,474500,474500,7.4,1.69,441.5,"August 12, 24",0.0169,,,,,
2024-08-09,438,440.55,434.58,438.4,428.51,442600,442600,0.4,0.0913242,437.88,"August 09, 24",0.000913242,,,,,
2024-08-08,427.93,440.86,427.93,437.61,427.74,532200,532200,9.68,2.26,433.58,"August 08, 24",0.0226,,,,,
2024-08-07,429.66,435.75,425.86,427.57,417.93,573500,573500,-2.09,-0.48643,429.71,"August 07, 24",-0.0048643,,,,,
2024-08-06,433.26,437.5,427.67,428.98,419.31,657900,657900,-4.28,-0.98786,431.85,"August 06, 24",-0.0098786,,,,,
2024-08-05,419.55,438.07,418,429.22,419.54,769700,769700,9.67,2.3,426.21,"August 05, 24",0.023,,,,,
2024-08-02,423.6,429,420.73,429,419.33,550900,550900,5.4,1.27,425.58,"August 02, 24",0.0127,,,,,
2024-08-01,430,431.54,421.77,426.64,417.02,590100,590100,-3.36,-0.7814,427.49,"August 01, 24",-0.007814,,,,,
2024-07-31,435,435,425.37,428.7,419.03,842800,842800,-6.3,-1.45,431.02,"July 31, 24",-0.0145,,,,,
2024-07-30,427.82,431.02,425.42,429.15,419.47,524400,524400,1.33,0.31088,428.35,"July 30, 24",0.0031088,,,,,
2024-07-29,422.65,430.61,417.47,428.13,418.48,759400,759400,5.48,1.3,424.71,"July 29, 24",0.013,,,,,
2024-07-26,425,425.86,415.09,417.45,408.04,810300,810300,-7.55,-1.78,420.85,"July 26, 24",-0.0178,,,,,
2024-07-25,423.84,426.11,417.23,425.17,415.58,958100,958100,1.33,0.3138,423.09,"July 25, 24",0.003138,,,,,
2024-07-24,422,427.35,418.73,424.73,415.15,1087700,1087700,2.73,0.64692,423.2,"July 24, 24",0.0064692,,,,,
2024-07-23,418.77,433.38,417,422.94,413.4,1605800,1605800,4.17,0.99577,423.02,"July 23, 24",0.0099577,,,,,
2024-07-22,403.12,419.04,401.3,415.55,406.18,1651200,1651200,12.43,3.08,409.75,"July 22, 24",0.0308,,,,,
2024-07-19,407.34,411.72,400.03,404.17,395.06,1613500,1613500,-3.17,-0.77822,405.82,"July 19, 24",-0.0077822,,,,,
2024-07-18,409.8,434.98,406.16,409.04,399.82,3127800,3127800,-0.76,-0.18546,415,"July 18, 24",-0.0018546,,,,,
2024-07-17,486.36,489.4,472.6,473.27,462.6,956500,956500,-13.09,-2.69,480.41,"July 17, 24",-0.0269,,,,,
2024-07-16,485,492.63,482.88,489.85,478.8,572900,572900,4.85,1,487.59,"July 16, 24",0.01,,,,,
2024-07-15,491.6,492.82,482.85,483.03,472.14,581300,581300,-8.57,-1.74,487.58,"July 15, 24",-0.0174,,,,,
2024-07-12,476.68,496.23,476.68,491.48,480.4,720500,720500,14.8,3.1,485.27,"July 12, 24",0.031,,,,,
2024-07-11,481.11,485.01,472.19,473.09,462.42,421200,421200,-8.02,-1.67,477.85,"July 11, 24",-0.0167,,,,,
2024-07-10,477.9,480.02,470.5,477.99,467.21,626400,626400,0.09,0.01883239,476.6,"July 10, 24",0.0001883239,,,,,
2024-07-09,500.35,501.45,476.87,477.83,467.05,757300,757300,-22.52,-4.5,489.13,"July 09, 24",-0.045,,,,,
2024-07-08,508.57,509.09,498.39,500.33,489.05,614300,614300,-8.24,-1.62,504.1,"July 08, 24",-0.0162,,,,,
2024-07-05,494.89,496.85,490.29,493.73,482.6,362600,362600,-1.16,-0.2344,493.94,"July 05, 24",-0.002344,,,,,
2024-07-03,493.77,500.93,492.9,497.33,486.11,221300,221300,3.56,0.72098,496.23,"July 03, 24",0.0072098,,,,,
2024-07-02,504.72,504.72,491.07,492.61,481.5,443200,443200,-12.11,-2.4,498.28,"July 02, 24",-0.024,,,,,
2024-07-01,516.37,516.37,498.41,505.35,493.95,472200,472200,-11.02,-2.13,509.13,"July 01, 24",-0.0213,,,,,
2024-06-28,516.29,521.5,512.85,516.33,504.69,882800,882800,0.04,0.00774758,516.74,"June 28, 24",7.74758e-05,,,,,
2024-06-27,519.92,520,514.32,515.99,504.35,267000,267000,-3.93,-0.75589,517.56,"June 27, 24",-0.0075589,,,,,
2024-06-26,526.66,526.66,519.35,519.37,507.66,255000,255000,-7.29,-1.38,523.01,"June 26, 24",-0.0138,,,,,
2024-06-25,532.52,532.76,522.87,527.87,515.97,320200,320200,-4.65,-0.87321,529.01,"June 25, 24",-0.0087321,,,,,
2024-06-24,520.77,535.26,518.58,533.42,521.39,500200,500200,12.65,2.43,527.01,"June 24, 24",0.0243,,,,,
2024-06-21,526.94,527.83,514.04,521.83,510.06,854000,854000,-5.11,-0.96975,522.66,"June 21, 24",-0.0096975,,,,,
2024-06-20,534,534,522.42,525,513.16,401500,401500,-9,-1.69,528.85,"June 20, 24",-0.0169,,,,,
2024-06-18,532.25,535.98,527.82,533.64,521.61,356200,356200,1.39,0.26116,532.42,"June 18, 24",0.0026116,,,,,
2024-06-17,522.28,534.45,520.88,532.16,520.16,427900,427900,9.88,1.89,527.44,"June 17, 24",0.0189,,,,,
2024-06-14,525.2,529.73,521.4,521.41,509.65,374200,374200,-3.79,-0.72163,524.43,"June 14, 24",-0.0072163,2024-04-25,2024-06-28,2024-06-14,1.51,1.51
2024-06-13,538.37,538.37,524.28,528.75,515.35,401600,401600,-9.62,-1.79,532.44,"June 13, 24",-0.0179,,,,,
2024-06-12,532.04,538.44,529.72,531.4,517.93,387800,387800,-0.64,-0.12029,532.9,"June 12, 24",-0.0012029,,,,,
2024-06-11,526.55,528.2,519.87,527.95,514.57,411000,411000,1.4,0.26588,525.64,"June 11, 24",0.0026588,,,,,
2024-06-10,513,526.93,511.51,526.55,513.21,511200,511200,13.55,2.64,519.5,"June 10, 24",0.0264,,,,,
2024-06-07,511.51,518.43,510.53,513.55,500.54,269100,269100,2.04,0.39882,513.5,"June 07, 24",0.0039882,,,,,
2024-06-06,519.26,522.02,510.39,513.69,500.67,319500,319500,-5.57,-1.07,516.34,"June 06, 24",-0.0107,,,,,
2024-06-05,521.94,524.27,516.42,517.1,504,367200,367200,-4.84,-0.92731,519.93,"June 05, 24",-0.0092731,,,,,
2024-06-04,522.77,527.17,516.55,520.98,507.78,485800,485800,-1.79,-0.34241,521.87,"June 04, 24",-0.0034241,,,,,
2024-06-03,505.5,524.24,504,522.98,509.73,682800,682800,17.48,3.46,514.18,"June 03, 24",0.0346,,,,,
2024-05-31,508.58,509.62,499.5,508.58,495.69,966400,966400,0,0,506.57,"May 31, 24",0,,,,,
2024-05-30,514.24,514.95,503.89,509.1,496.2,332600,332600,-5.14,-0.99953,510.55,"May 30, 24",-0.0099953,,,,,
2024-05-29,507.5,510.83,505.27,510.01,497.09,478600,478600,2.51,0.49458,508.4,"May 29, 24",0.0049458,,,,,
2024-05-28,500.82,509.45,500.82,509.08,496.18,411700,411700,8.26,1.65,505.04,"May 28, 24",0.0165,,,,,
2024-05-24,503.74,505.56,500.75,502.16,489.43,368300,368300,-1.58,-0.31365,503.05,"May 24, 24",-0.0031365,,,,,
2024-05-23,513.38,513.38,501.21,502.13,489.4,442100,442100,-11.25,-2.19,507.53,"May 23, 24",-0.0219,,,,,
2024-05-22,513.63,515.09,508.35,511.92,498.95,338300,338300,-1.71,-0.33292,512.25,"May 22, 24",-0.0033292,,,,,
2024-05-21,517.23,518,511.15,513.72,500.7,202900,202900,-3.51,-0.67861,515.02,"May 21, 24",-0.0067861,,,,,
2024-05-20,513.1,518.25,511.58,516.08,503,268600,268600,2.98,0.58078,514.75,"May 20, 24",0.0058078,,,,,
2024-05-17,514.09,519.99,512.18,513.03,500.03,343500,343500,-1.06,-0.20619,514.82,"May 17, 24",-0.0020619,,,,,
2024-05-16,514.29,521.69,512.75,513.3,500.29,390000,390000,-0.99,-0.1925,515.51,"May 16, 24",-0.001925,,,,,
2024-05-15,511.68,521.67,511.68,517.68,504.56,503400,503400,6,1.17,515.68,"May 15, 24",0.0117,,,,,
2024-05-14,511.04,514.1,503.03,510.71,497.77,411200,411200,-0.33,-0.0645742,509.72,"May 14, 24",-0.000645742,,,,,
2024-05-13,519.35,522.74,509.79,510.24,497.31,439500,439500,-9.11,-1.75,515.53,"May 13, 24",-0.0175,,,,,
2024-05-10,519.69,522.14,516.4,518.65,505.51,224500,224500,-1.04,-0.20012,519.22,"May 10, 24",-0.0020012,,,,,
2024-05-09,517.09,520.56,514.48,517.26,504.15,268600,268600,0.17,0.03287629,517.35,"May 09, 24",0.0003287629,,,,,
2024-05-08,515.48,522.12,515.48,516.67,503.58,399400,399400,1.19,0.23085,517.44,"May 08, 24",0.0023085,,,,,
2024-05-07,520.89,522.81,517.05,517.23,504.12,496000,496000,-3.66,-0.70264,519.49,"May 07, 24",-0.0070264,,,,,
2024-05-06,516.87,525.62,515.17,522.38,509.14,419200,419200,5.51,1.07,520.01,"May 06, 24",0.0107,,,,,
2024-05-03,518.3,518.99,509.08,514.33,501.3,583500,583500,-3.97,-0.76597,515.17,"May 03, 24",-0.0076597,,,,,
2024-05-02,517.32,520.02,511.7,512.7,499.71,470000,470000,-4.62,-0.89306,515.44,"May 02, 24",-0.0089306,,,,,
2024-05-01,525.58,528.99,515,516.42,503.33,690400,690400,-9.16,-1.74,521.5,"May 01, 24",-0.0174,,,,,
2024-04-30,528.41,542.75,522.91,529.27,515.86,1314400,1314400,0.86,0.16275,530.83,"April 30, 24",0.0016275,,,,,
2024-04-29,530.3,539.99,508.29,527.13,513.77,1902600,1902600,-3.17,-0.59777,526.43,"April 29, 24",-0.0059777,,,,,
2024-04-26,492.37,502.63,491.28,499.07,486.42,958100,958100,6.7,1.36,496.34,"April 26, 24",0.0136,,,,,
