symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
WST,2022-12-31,2022,FY,38.78360215053763,7.875,9.731182795698924,5.905913978494624,12.02016129032258,36.08736559139785,34.39784946236559,36.08736559139785,4.375,17510040000,16933640000,29.885714285714286,6.06828625888061,24.185138121546963,39.84988620846609,6.521673060449179,6.521673060449179,5.8685288511523135,20.95488182155674,23.38900552486188,38.538097405553025,0.033460803059273424,0.02509417454214839,0.11840292003426571,0.08789537712895377,-0.7132780596460834,3.6984585741811173,100.46052631578948,1.235705751834784,0.0030896559916482203,0.09233657620754394,0,0.020273782706636632,0.03475447909754479,0.3930939226519337,0.09863108646681684,2.3598673300165838,0.008213481199098944,79.96392993547657,0.2049108512161041,0.16782675947409126,7.397177419354839,1400500000,2559200000,987600000,2788900000,498200000,223800000,396600000,64.1833304453301,45.01374098248024,86.68384289476697,5.686834844304296,8.108635097493035,4.210703953712633,0.21822041789265895,3.825268817204301
WST,2021-12-31,2021,FY,38.04704301075269,8.89516129032258,7.849462365591398,4.443548387096774,10.25,31.38978494623656,29.603494623655912,31.38978494623656,4.486559139784946,34894344000,34457044000,52.726418857660924,12.32710778252729,59.750589041095886,105.54852994555354,14.94148497045474,14.94148497045474,12.172623026106617,39.16908491531204,59.001787671232876,104.22578342407743,0.018965824375434596,0.009474314805860801,0.13929091376209643,0.09816524835536243,-0.49710128452881663,2.9321663019693656,89.25882352941177,0.8824418253248716,0.0014644207095568266,0.07721365971592627,0,0.018652630091496803,0.040105015390186495,0.4339041095890411,0.08951849365881231,2.071954210956664,0.013247606599074434,79.26151020021989,0.23544491517078664,0.2080543242478544,4.571908602150538,1147900000,2202500000,763600000,2407600000,437150000,222650000,349850000,63.053308368954674,51.139202317021656,83.3379593314427,5.788752556237219,7.137381567614126,4.379756871035941,0.2833775798578402,3.4059139784946235
WST,2020-12-31,2020,FY,29.048714465493912,4.684709066305818,6.393775372124493,4.03382949932341,8.328822733423545,25.094722598105548,23.178619756427604,25.094722598105548,4.522327469553451,20936609000,20646809000,60.47547371461583,9.752927288281048,44.3102835978836,70.23350888963435,11.289624696683742,11.289624696683742,9.617929384458904,39.7895721719021,43.69695026455027,69.26135189533713,0.01653562905053058,0.01423821785084681,0.17562685359935293,0.11657956904574415,-0.558489111582193,2.7288438617401667,49.294117647058826,1.3648180242634316,0.002297411199683769,0.1389370306181398,0,0.021847486850443697,0.05068365666833703,0.3691005291005291,0.08124097455687379,1.5985334555453712,0.01583826338838136,51.43085820414557,0.15044643629447854,0.130533142296961,1.702638700947226,870300000,1712900000,434400000,2023400000,352300000,184950000,278500000,65.51194860274465,56.41246011024079,85.05548302872063,5.571502722553854,6.470201783200375,4.291316526610644,0.18668104610407119,2.3599458728010827
WST,2019-12-31,2019,FY,24.913513513513514,3.266216216216216,4.962162162162162,3.254054054054054,5.933783783783784,21.25945945945946,19.4,21.25945945945946,4.558108108108108,11124420000,11014620000,46.02573438146463,6.034074636580603,30.2952614379085,46.19775747508306,7.071205186880245,7.071205186880245,5.974517248860924,27.318005952380954,29.996241830065358,45.74177740863787,0.021726975428831345,0.021646072334557665,0.20931858632087466,0.14064235073033227,-0.27232142857142855,3.0992388758782203,37.15,1.5192387256930078,0.004054143946381024,0.18659495242035581,0,0.021100021696680408,0.058768258306995814,0.3442265795206972,0.06856151008895639,1.2224371373307543,0.013234975048817531,39.52663409368104,0.11874868566937953,0.1096741991106271,0.38141891891891894,717100000,1435600000,290500000,1764100000,303750000,143600000,225100000,63.21571924495552,46.34920634920635,69.67160673793327,5.773880363294707,7.875,5.238862961391599,0.15363590134757182,1.7081081081081082
WST,2018-12-31,2018,FY,23.247631935047362,2.7997293640054126,3.905277401894452,2.4884979702300405,4.565629228687415,13.664411366711773,11.956698240866036,18.89445196211096,2.76319350473613,7244417000,7103117000,35.014098598356696,4.216773573923167,25.101930006930008,39.39324089178901,5.188295495237414,5.188295495237414,4.13452677532014,20.110750283125707,24.612325017325016,38.62488852637303,0.028559924145724905,0.02538506549250271,0.14044259829549524,0.1231474503893494,-0.40005662514156287,3.1526260133944306,31.45679012345679,1.3948767520541325,0.005811371708724112,0.20347994200096664,0,0.023457508731082655,0.0792514443607134,0.3627858627858628,0.06094295692665891,1.0028735632183907,0.008789289871944122,34.49978868688929,0.12523075991889357,0.14111308143500204,1.0581867388362651,610700000,883600000,311800000,1558900000,270700000,134250000,214850000,61.22991850989522,40.62131945037125,66.81957839037295,5.961138098542679,8.985429447852761,5.462470862470862,0.14817732578958676,1.4167794316644113
WST,2017-12-31,2017,FY,21.653585926928283,2.0392422192151556,3.5629228687415426,1.7929634641407308,3.192151556156969,17.31935047361299,15.568335588633289,17.31935047361299,2.7618403247631935,7291713000,7252813000,48.385620437956206,4.5567510311211095,27.693554880364605,55.031796226415096,5.6970958668646,5.6970958668646,4.532441569803774,22.23425199264255,27.545814660083554,54.738211320754715,0.02066729724551693,0.018171313105713294,0.15391827486522386,0.10575477775391884,-0.11925199264255058,2.6601073345259394,32.352112676056336,1.7471798274717982,0.005362251641006715,0.2594558725945587,0,0.024434445694288213,0.06946532102211725,0.4967717432586403,0.0817397825271841,1.3526370217166495,0.010061242344706912,28.189765707459348,0.09440010572352381,0.08693896388600439,-0.6698240866035182,464000000,1150500000,160600000,1448400000,226850000,130050000,207250000,57.75403074615673,46.44048277132854,72.36779067624839,6.319905213270142,7.859522085445329,5.04368029739777,0.11774357371669662,1.7699594046008118
WST,2016-12-31,2016,FY,20.58799454297408,1.9590723055934516,2.9931787175989086,0.6712141882673943,2.7694406548431103,15.245566166439291,13.5225102319236,15.245566166439291,3.2060027285129604,6218039000,6243639000,43.30110724233983,4.120362467695978,28.341107566089335,126.38290650406505,5.564240715883669,5.564240715883669,4.13732622092638,21.76242244684559,28.457789425706473,126.90323170731708,0.023094097672915852,0.00791246243389596,0.20456375838926175,0.13316246286479874,0.08922969675845242,2.663485477178423,33.671875,1.5278551532033426,0.005757442177509662,0.24930362116991645,0,0.0243853952687032,0.07357138696335994,0.7757520510483136,0.1127824531177523,1.87651598676957,0.012921608905970446,25.92317969201857,0.10573839313503042,0.0902917505030181,-1.9942019099590722,400900000,991200000,42700000,1305500000,190950000,120900000,190200000,48.49413557749652,44.17220513837913,72.16000396786033,7.526683291770573,8.26311475409836,5.058203712995484,0.12850111856823265,2.3219645293315145
WST,2015-12-31,2015,FY,19.416666666666668,1.3277777777777777,2.95,1.1222222222222222,3.813888888888889,14.220833333333333,12.245833333333334,14.220833333333333,4.304166666666666,4335840000,4359440000,45.35397489539749,3.101459227467811,20.413559322033898,53.661386138613864,4.234632288309405,4.234632288309405,3.118340486409156,20.024988516306845,20.52467043314501,53.95346534653466,0.022048784087973724,0.018635373999040555,0.29123937884559037,0.17591882484809157,0.10840606338998622,2.1434934775692014,10.743589743589743,2.221757322175732,0.007472600464961807,0.3389121338912134,0,0.024391988555078684,0.0838888561146835,0.6195856873822976,0.09413447782546495,1.46384872080089,0.02117310443490701,20.61182660108835,0.06798162034481625,0.061562238392684654,-2.361111111111111,359400000,881700000,2500000,1222600000,180200000,111450000,181300000,47.36123032904149,46.3258819790232,70.03019387646997,7.706725468577729,7.878964941569282,5.212037548315847,0.09336849301689618,1.8277777777777777
WST,2014-12-31,2014,FY,20.052186177715093,1.7926657263751764,2.5796897038081807,0.998589562764457,3.6008462623413258,13.513399153737659,11.389280677009873,13.496473906911142,5.007052186177715,3774716000,3854916000,29.698788355625492,2.6550720967855383,20.6381410606889,53.31519774011299,3.9447340369944617,3.9447340369944617,2.711483435323908,13.841709156193897,21.076632039365773,54.44796610169492,0.0336714073323662,0.01875637796326929,0.35061134914829134,0.20078999341672152,0.2879712746858169,2.611089108910891,9.328205128205129,1.4390243902439024,0.007709189247614919,0.22895357985837922,0,0.026236196103256663,0.09013106708959244,0.6129032258064516,0.07884926496447915,1.2455555555555555,0.013082928887951045,23.33195211499288,0.09175563031634801,0.08360192067355127,-3.2792665726375176,406800000,807500000,-53500000,1263200000,182350000,105550000,179200000,45.955546177111906,38.643972068186486,68.02988293284042,7.942458100558659,9.445198836081474,5.365289256198347,0.1328247465774898,1.5811001410437235
WST,2013-12-31,2013,FY,19.658045977011493,1.6135057471264367,3.168103448275862,0.9295977011494253,3.4123563218390807,13.022988505747126,10.688218390804598,13.022988505747126,5.652298850574713,3414576000,3558076000,30.40584149599288,2.495670223651513,15.48560544217687,52.77551777434312,3.767184466019418,3.767184466019418,2.6005525507966674,14.108152260111023,16.13639909297052,54.993446676970635,0.03288841718561836,0.018948179803290364,0.41206972639011474,0.2234386216798277,0.5689928628072958,2.7467285774588435,7.874371859296482,1.9634906500445235,0.007848705080806519,0.23864648263579696,0,0.027700628563075574,0.0972122517348648,0.7065759637188208,0.11387224090045316,1.8286384976525822,0.01549481070019003,21.743619822206504,0.0803068080304937,0.07441521436617851,-4.309985632183908,413800000,743900000,-114500000,1288000000,180350000,105450000,169550000,49.53990644642597,41.99424736337488,68.78502183871312,7.3677975228863755,8.691666666666666,5.306387789711701,0.12389673433362754,2.2385057471264367
