date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,dividend,recordDate,paymentDate,adjDividend
2024-05-13,118.45,118.45,116.31,117.85,117.4,1338646,1338646,-0.6,-0.50654,117.765,"May 13, 24",-0.0050654,,,,,
2024-05-10,118.8,119.26,116.79,117.95,117.5,720200,720200,-0.85,-0.71549,118.2,"May 10, 24",-0.0071549,,,,,
2024-05-09,117.65,118.59,117.3,117.93,117.48,1230263,1230263,0.28,0.23799,117.8675,"May 09, 24",0.0023799,,,,,
2024-05-08,117.02,118.48,116.75,117.53,117.08,763714,763714,0.51,0.43582,117.445,"May 08, 24",0.0043582,,,,,
2024-05-07,118.77,118.98,117.17,117.43,116.98,1346752,1346752,-1.34,-1.13,118.0875,"May 07, 24",-0.0113,,,,,
2024-05-06,118.3,119.31,117.78,118.97,118.52,1347077,1347077,0.67,0.56636,118.59,"May 06, 24",0.0056636,,,,,
2024-05-03,116.92,117.4,115.35,117.22,116.77,1104012,1104012,0.3,0.25659,116.7225,"May 03, 24",0.0025659,,,,,
2024-05-02,115.9,115.9,113.06,115.26,114.82,1273119,1273119,-0.64,-0.5522,115.03,"May 02, 24",-0.005522,,,,,
2024-05-01,116.23,116.72,112.45,114.38,113.94,1664016,1664016,-1.85,-1.59,114.945,"May 01, 24",-0.0159,,,,,
2024-04-30,118.73,121.63,117.31,117.36,116.91,1279500,1279500,-1.37,-1.15,118.7575,"April 30, 24",-0.0115,,,,,
2024-04-29,118.23,119.98,117.22,119.87,119.41,1619238,1619238,1.64,1.39,118.825,"April 29, 24",0.0139,,,,,
2024-04-26,118.97,119.92,117.52,118.27,117.82,1940101,1940101,-0.7,-0.58838,118.67,"April 26, 24",-0.0058838,,,,,
2024-04-25,119.38,120.21,118,118.48,118.03,2165849,2165849,-0.9,-0.7539,119.0175,"April 25, 24",-0.007539,,,,,
2024-04-24,122.75,123.85,119.8,120.24,119.78,1361200,1361200,-2.51,-2.04,121.66,"April 24, 24",-0.0204,,,,,
2024-04-23,120.44,121.47,119.36,120.89,120.43,1892004,1892004,0.45,0.37363,120.54,"April 23, 24",0.0037363,,,,,
2024-04-22,120.82,121.26,116.86,119.13,118.67,2033212,2033212,-1.69,-1.4,119.5175,"April 22, 24",-0.014,,,,,
2024-04-19,126.87,127.61,117.56,118.75,118.3,3269300,3269300,-8.12,-6.4,122.6975,"April 19, 24",-0.064,,,,,
2024-04-18,130.04,132.1,129.11,129.59,129.09,662519,662519,-0.45,-0.34605,130.21,"April 18, 24",-0.0034605,,,,,
2024-04-17,132.79,132.79,129.12,129.65,129.15,667530,667530,-3.14,-2.36,131.0875,"April 17, 24",-0.0236,,,,,
2024-04-16,131.84,132.96,130.4,132.04,131.54,802552,802552,0.2,0.1517,131.81,"April 16, 24",0.001517,,,,,
2024-04-15,135.66,136.4,132.36,132.66,132.15,801300,801300,-3,-2.21,134.27,"April 15, 24",-0.0221,,,,,
2024-04-12,136.47,137.78,133.7,134.07,133.56,1011449,1011449,-2.4,-1.76,135.505,"April 12, 24",-0.0176,,,,,
2024-04-11,136.99,138.27,136.4,138.02,137.49,794152,794152,1.03,0.75188,137.42,"April 11, 24",0.0075188,,,,,
2024-04-10,133.89,137.51,133.31,136.36,135.84,1002913,1002913,2.47,1.84,135.2675,"April 10, 24",0.0184,,,,,
2024-04-09,138.7,139.34,135.17,136.53,136.01,1184800,1184800,-2.17,-1.56,137.435,"April 09, 24",-0.0156,,,,,
2024-04-08,140.22,141.45,138.47,138.58,138.05,1026600,1026600,-1.64,-1.17,139.68,"April 08, 24",-0.0117,,,,,
2024-04-05,136.93,140.63,136.3,140.47,139.93,1147722,1147722,3.54,2.59,138.5825,"April 05, 24",0.0259,,,,,
2024-04-04,140,140.87,135.71,135.88,135.36,1089800,1089800,-4.12,-2.94,138.115,"April 04, 24",-0.0294,,,,,
2024-04-03,133.86,138.34,133.6,138.19,137.66,1048500,1048500,4.33,3.23,135.9975,"April 03, 24",0.0323,,,,,
2024-04-02,134.27,135.02,131.35,134.19,133.68,1184900,1184900,-0.08,-0.05958144,133.7075,"April 02, 24",-0.0005958144,,,,,
2024-04-01,133.61,136.01,133.4,135.61,135.09,903100,903100,2,1.5,134.6575,"April 01, 24",0.015,,,,,
2024-03-28,135.71,136.63,133.67,133.95,133.44,1011200,1011200,-1.76,-1.3,134.99,"March 28, 24",-0.013,,,,,
2024-03-27,133.55,136.21,132.44,135.94,135.42,1023621,1023621,2.39,1.79,134.535,"March 27, 24",0.0179,,,,,
2024-03-26,132.21,135.91,132.21,133.61,133.1,1348700,1348700,1.4,1.06,133.485,"March 26, 24",0.0106,,,,,
2024-03-25,131.2,132.37,130.84,131.34,130.84,1009400,1009400,0.14,0.10671,131.4375,"March 25, 24",0.0010671,,,,,
2024-03-22,129.04,132.85,129.04,131.19,130.69,1082213,1082213,2.15,1.67,130.53,"March 22, 24",0.0167,,,,,
2024-03-21,128.16,130.94,127.52,129.21,128.72,1593240,1593240,1.05,0.81929,128.9575,"March 21, 24",0.0081929,,,,,
2024-03-20,125.67,127.73,125.25,126.9,126.42,1569872,1569872,1.23,0.97875,126.3875,"March 20, 24",0.0097875,,,,,
2024-03-19,123.04,127.01,122.93,125.75,125.27,1936000,1936000,2.71,2.2,124.6825,"March 19, 24",0.022,,,,,
2024-03-18,124.12,126.5,122.83,124.18,123.71,2724516,2724516,0.06,0.04834032,124.4075,"March 18, 24",0.0004834032,,,,,
2024-03-15,128.73,134.65,121,123.15,122.68,8496708,8496708,-5.58,-4.33,126.8825,"March 15, 24",-0.0433,,,,,
2024-03-14,148.45,149.79,145.94,147.46,146.9,1749400,1749400,-0.99,-0.66689,147.91,"March 14, 24",-0.0066689,,,,,
2024-03-13,148.84,149.69,146.47,148.79,148.22,1342400,1342400,-0.05,-0.03359312,148.4475,"March 13, 24",-0.0003359312,,,,,
2024-03-12,147.72,149.84,145.8,149.6,149.03,1511218,1511218,1.88,1.27,148.24,"March 12, 24",0.0127,,,,,
2024-03-11,149.89,150.23,146.36,147.86,147.3,1334757,1334757,-2.03,-1.35,148.585,"March 11, 24",-0.0135,,,,,
2024-03-08,155.2,156.94,151,151.24,150.66,961598,961598,-3.96,-2.55,153.595,"March 08, 24",-0.0255,,,,,
2024-03-07,153.75,154.69,152.51,154.53,153.94,1060000,1060000,0.78,0.50732,153.87,"March 07, 24",0.0050732,,,,,
2024-03-06,152,155.97,151.89,153.19,152.6,1370534,1370534,1.19,0.78289,153.2625,"March 06, 24",0.0078289,,,,,
2024-03-05,148.1,154.99,147.65,151.1,150.52,1700822,1700822,3,2.03,150.46,"March 05, 24",0.0203,,,,,
2024-03-04,147.51,149.48,146.57,148.62,148.05,997500,997500,1.11,0.75249,148.045,"March 04, 24",0.0075249,,,,,
2024-03-01,144.88,148.14,144.31,147.18,146.62,1361116,1361116,2.3,1.59,146.1275,"March 01, 24",0.0159,,,,,
2024-02-29,143.46,144.57,142.55,144.09,143.54,1457628,1457628,0.63,0.43915,143.6675,"February 29, 24",0.0043915,,,,,
2024-02-28,140.87,143.52,140.77,142.09,141.55,808400,808400,1.22,0.86605,141.8125,"February 28, 24",0.0086605,,,,,
2024-02-27,140.29,144.5,139.94,142.7,142.15,1117449,1117449,2.41,1.72,141.8575,"February 27, 24",0.0172,,,,,
2024-02-26,139.58,140.82,139.31,140.06,139.52,616107,616107,0.48,0.34389,139.9425,"February 26, 24",0.0034389,,,,,
2024-02-23,140.54,141.19,138.56,139.52,138.99,522140,522140,-1.02,-0.72577,139.9525,"February 23, 24",-0.0072577,,,,,
2024-02-22,139.22,141.5,137.73,140.28,139.74,723808,723808,1.06,0.76138,139.6825,"February 22, 24",0.0076138,,,,,
2024-02-21,135.93,137.64,135.71,137.08,136.56,878041,878041,1.15,0.84602,136.59,"February 21, 24",0.0084602,,,,,
2024-02-20,137.18,138.02,135.95,137.33,136.81,823500,823500,0.15,0.10935,137.12,"February 20, 24",0.0010935,,,,,
2024-02-16,141.31,141.83,137.99,138.5,137.97,786800,786800,-2.81,-1.99,139.9075,"February 16, 24",-0.0199,,,,,
2024-02-15,142,142.99,140.35,141.04,140.5,908100,908100,-0.96,-0.67606,141.595,"February 15, 24",-0.0067606,,,,,
2024-02-14,140.23,142.04,139.56,141.32,140.78,909920,909920,1.09,0.77729,140.7875,"February 14, 24",0.0077729,2024-01-25,0.08,2024-02-15,2024-03-04,0.08
2024-02-13,136.79,140.98,135.2,138.6,137.99,1350070,1350070,1.81,1.32,137.8925,"February 13, 24",0.0132,,,,,
2024-02-12,139.82,142.44,139.04,140.46,139.84,1515608,1515608,0.64,0.45773,140.44,"February 12, 24",0.0045773,,,,,
2024-02-09,136.41,140.26,136.05,139.77,139.16,1291729,1291729,3.36,2.46,138.1225,"February 09, 24",0.0246,,,,,
2024-02-08,131.85,136.1,131.49,135.93,135.33,1185034,1185034,4.08,3.09,133.8425,"February 08, 24",0.0309,,,,,
2024-02-07,130,132.4,129.5,131.55,130.97,743417,743417,1.55,1.19,130.8625,"February 07, 24",0.0119,,,,,
2024-02-06,130.26,131.18,128.46,129.76,129.19,811800,811800,-0.5,-0.38385,129.915,"February 06, 24",-0.0038385,,,,,
2024-02-05,130.3,131.42,128.2,130.08,129.51,782262,782262,-0.22,-0.16884,130,"February 05, 24",-0.0016884,,,,,
2024-02-02,130.5,132.49,129.14,131.22,130.64,1332600,1332600,0.72,0.55172,130.8375,"February 02, 24",0.0055172,,,,,
2024-02-01,125.75,131.34,125.43,131.34,130.76,1629182,1629182,5.59,4.45,128.465,"February 01, 24",0.0445,,,,,
2024-01-31,126.25,127.21,124.57,125.29,124.74,1139222,1139222,-0.96,-0.7604,125.83,"January 31, 24",-0.007604,,,,,
2024-01-30,127,128.45,126.12,127.6,127.04,1067300,1067300,0.6,0.47244,127.2925,"January 30, 24",0.0047244,,,,,
2024-01-29,122.97,124.66,122.26,124.32,123.77,859405,859405,1.35,1.1,123.5525,"January 29, 24",0.011,,,,,
2024-01-26,124.62,125.09,122.85,123.22,122.68,927548,927548,-1.4,-1.12,123.945,"January 26, 24",-0.0112,,,,,
2024-01-25,124.55,125,123.44,124.18,123.63,905648,905648,-0.37,-0.29707,124.2925,"January 25, 24",-0.0029707,,,,,
2024-01-24,124.65,125.8,123.39,123.93,123.38,1135641,1135641,-0.72,-0.57762,124.4425,"January 24, 24",-0.0057762,,,,,
2024-01-23,125.92,126.23,122.97,123.17,122.63,1019628,1019628,-2.75,-2.18,124.5725,"January 23, 24",-0.0218,,,,,
2024-01-22,125.86,126.71,124.5,125.4,124.85,1045800,1045800,-0.46,-0.36549,125.6175,"January 22, 24",-0.0036549,,,,,
2024-01-19,124.57,125.03,123.31,124.59,124.04,1233836,1233836,0.02,0.01605523,124.375,"January 19, 24",0.0001605523,,,,,
2024-01-18,122.58,123.72,121.3,123.5,122.96,1342404,1342404,0.92,0.75053,122.775,"January 18, 24",0.0075053,,,,,
2024-01-17,123.76,123.78,119.89,121.51,120.98,1980900,1980900,-2.25,-1.82,122.235,"January 17, 24",-0.0182,,,,,
2024-01-16,127.72,127.72,124.67,125.41,124.86,1645731,1645731,-2.31,-1.81,126.38,"January 16, 24",-0.0181,,,,,
2024-01-12,129.7,130.72,128.01,128.14,127.58,1176700,1176700,-1.56,-1.2,129.1425,"January 12, 24",-0.012,,,,,
2024-01-11,129.66,130.4,127.95,129.22,128.65,1377500,1377500,-0.44,-0.33935,129.3075,"January 11, 24",-0.0033935,,,,,
2024-01-10,128.79,130.37,128.53,129.52,128.95,1597017,1597017,0.73,0.56681,129.3025,"January 10, 24",0.0056681,,,,,
2024-01-09,126.98,129.2,126.47,128.37,127.81,1192100,1192100,1.39,1.09,127.755,"January 09, 24",0.0109,,,,,
2024-01-08,127.41,129.23,126.75,128.52,127.95,1815400,1815400,1.11,0.8712,127.9775,"January 08, 24",0.008712,,,,,
2024-01-05,124.54,127.77,124.02,126.77,126.21,1697401,1697401,2.23,1.79,125.775,"January 05, 24",0.0179,,,,,
2024-01-04,126,126.78,122.77,125.03,124.48,2256700,2256700,-0.97,-0.76984,125.145,"January 04, 24",-0.0076984,,,,,
2024-01-03,126.79,130.32,126.79,127.35,126.79,2575338,2575338,0.56,0.44168,127.8125,"January 03, 24",0.0044168,,,,,
2024-01-02,125.94,128.98,125.01,128.14,127.58,2148802,2148802,2.2,1.75,127.0175,"January 02, 24",0.0175,,,,,
2023-12-29,127.27,129.72,126.59,127.4,126.84,1633900,1633900,0.13,0.10215,127.745,"December 29, 23",0.0010215,,,,,
2023-12-28,128.02,129,127.01,127.98,127.42,844648,844648,-0.04,-0.03124512,128.0025,"December 28, 23",-0.0003124512,,,,,
2023-12-27,129.1,129.1,127.2,127.45,126.89,856700,856700,-1.65,-1.28,128.2125,"December 27, 23",-0.0128,,,,,
2023-12-26,128.76,129.28,128.01,128.45,127.88,834122,834122,-0.31,-0.24076,128.625,"December 26, 23",-0.0024076,,,,,
2023-12-22,128.76,129.1,127.03,127.88,127.32,879860,879860,-0.88,-0.68344,128.1925,"December 22, 23",-0.0068344,,,,,
2023-12-21,129.64,129.79,126.36,128.75,128.18,1356421,1356421,-0.89,-0.68652,128.635,"December 21, 23",-0.0068652,,,,,
2023-12-20,130.88,133.5,128.51,128.59,128.02,1643949,1643949,-2.29,-1.75,130.37,"December 20, 23",-0.0175,,,,,
2023-12-19,132.08,132.08,129.14,131.23,130.65,1538200,1538200,-0.85,-0.64355,131.1325,"December 19, 23",-0.0064355,,,,,
2023-12-18,134.34,134.9,129.95,130.21,129.64,2267900,2267900,-4.13,-3.07,132.35,"December 18, 23",-0.0307,,,,,
2023-12-15,136.97,137.94,131.76,132.91,132.33,27702504,27702504,-4.06,-2.96,134.895,"December 15, 23",-0.0296,,,,,
2023-12-14,130.14,137.25,125.79,136.42,135.82,6272700,6272700,6.28,4.83,132.4,"December 14, 23",0.0483,,,,,
2023-12-13,120.04,121.2,118.83,120.6,120.07,2750634,2750634,0.56,0.46651,120.1675,"December 13, 23",0.0046651,,,,,
2023-12-12,121.13,121.96,119.74,120.15,119.62,1570300,1570300,-0.98,-0.80905,120.745,"December 12, 23",-0.0080905,,,,,
2023-12-11,120,121.56,118.89,120.99,120.46,1578100,1578100,0.99,0.825,120.36,"December 11, 23",0.00825,,,,,
2023-12-08,116.38,119.86,116.38,119,118.48,1833600,1833600,2.62,2.25,117.905,"December 08, 23",0.0225,,,,,
2023-12-07,114.55,116.91,114.55,116.42,115.91,1484903,1484903,1.87,1.63,115.6075,"December 07, 23",0.0163,,,,,
2023-12-06,116.09,116.75,114.26,114.39,113.89,1248600,1248600,-1.7,-1.46,115.3725,"December 06, 23",-0.0146,,,,,
2023-12-05,114.7,115.1,113.36,114.26,113.76,1588200,1588200,-0.44,-0.38361,114.355,"December 05, 23",-0.0038361,,,,,
2023-12-04,117.8,117.8,114.45,115.35,114.84,2919743,2919743,-2.45,-2.08,116.35,"December 04, 23",-0.0208,,,,,
2023-12-01,114.79,118.73,113.51,116.91,116.4,2232300,2232300,2.12,1.85,115.985,"December 01, 23",0.0185,,,,,
2023-11-30,115.51,115.8,113.76,115.32,114.81,3976020,3976020,-0.19,-0.16449,115.0975,"November 30, 23",-0.0016449,,,,,
2023-11-29,117.57,120,111.62,115.24,114.73,9292500,9292500,-2.33,-1.98,116.1075,"November 29, 23",-0.0198,,,,,
2023-11-28,131.06,131.38,129.21,130.68,130.11,1771000,1771000,-0.38,-0.28994,130.5825,"November 28, 23",-0.0028994,,,,,
2023-11-27,130.51,132.26,129.59,131.32,130.74,1334833,1334833,0.81,0.62064,130.92,"November 27, 23",0.0062064,,,,,
2023-11-24,130.99,131.25,130.1,131.17,130.59,389209,389209,0.18,0.13742,130.8775,"November 24, 23",0.0013742,,,,,
2023-11-22,131.83,132.98,129.43,130.5,129.93,1033939,1033939,-1.33,-1.01,131.185,"November 22, 23",-0.0101,,,,,
2023-11-21,132.13,132.76,130.63,130.97,130.39,812641,812641,-1.16,-0.87792,131.6225,"November 21, 23",-0.0087792,,,,,
2023-11-20,132.33,132.94,131.33,132.42,131.84,1020103,1020103,0.09,0.06801179,132.255,"November 20, 23",0.0006801179,,,,,
2023-11-17,131.11,132.18,130.12,131.39,130.81,1099002,1099002,0.28,0.21356,131.2,"November 17, 23",0.0021356,,,,,
2023-11-16,131.08,132.31,130.1,130.78,130.2,1859819,1859819,-0.3,-0.22887,131.0675,"November 16, 23",-0.0022887,,,,,
2023-11-15,132.15,134.93,132.15,132.73,132.15,1401955,1401955,0.58,0.4389,132.99,"November 15, 23",0.004389,,,,,
2023-11-14,130.93,133.21,130.54,131.88,131.3,1168610,1168610,0.95,0.72558,131.64,"November 14, 23",0.0072558,2023-10-19,0.08,2023-11-15,2023-12-04,0.08
2023-11-13,127.78,130.81,127.47,129.57,128.92,1270200,1270200,1.79,1.4,128.9075,"November 13, 23",0.014,,,,,
2023-11-10,126.47,128.93,126.07,128.26,127.62,1079100,1079100,1.79,1.42,127.4325,"November 10, 23",0.0142,,,,,
2023-11-09,126.81,127.79,124.58,125.63,125,1154300,1154300,-1.18,-0.93053,126.2025,"November 09, 23",-0.0093053,,,,,
2023-11-08,126.45,128.09,126.02,126.59,125.95,940961,940961,0.14,0.11072,126.7875,"November 08, 23",0.0011072,,,,,
2023-11-07,126.24,126.79,125.12,126.3,125.67,729119,729119,0.06,0.04752852,126.1125,"November 07, 23",0.0004752852,,,,,
2023-11-06,128.28,128.8,126.07,127.16,126.52,1288300,1288300,-1.12,-0.87309,127.5775,"November 06, 23",-0.0087309,,,,,
2023-11-03,125.7,129,125.7,128.4,127.76,1329503,1329503,2.7,2.15,127.2,"November 03, 23",0.0215,,,,,
2023-11-02,126.09,126.96,123.89,124.94,124.31,1344532,1344532,-1.15,-0.91205,125.47,"November 02, 23",-0.0091205,,,,,
2023-11-01,122.58,124.85,122.54,124.82,124.19,1367250,1367250,2.24,1.83,123.6975,"November 01, 23",0.0183,,,,,
2023-10-31,120.45,123.09,119.24,122.8,122.18,1572044,1572044,2.35,1.95,121.395,"October 31, 23",0.0195,,,,,
2023-10-30,123.61,124.55,120.02,120.42,119.82,1808550,1808550,-3.19,-2.58,122.15,"October 30, 23",-0.0258,,,,,
2023-10-27,121.98,123.14,120.8,122.55,121.93,1208434,1208434,0.57,0.46729,122.1175,"October 27, 23",0.0046729,,,,,
2023-10-26,121.5,123.25,120.4,121.92,121.31,1885926,1885926,0.42,0.34568,121.7675,"October 26, 23",0.0034568,,,,,
2023-10-25,124.02,124.2,121.1,121.78,121.17,1856649,1856649,-2.24,-1.81,122.775,"October 25, 23",-0.0181,,,,,
2023-10-24,124.4,125.14,123.31,124.47,123.85,1863247,1863247,0.07,0.0562701,124.33,"October 24, 23",0.000562701,,,,,
2023-10-23,124.26,125.83,122.64,124.23,123.61,1585611,1585611,-0.03,-0.02414293,124.24,"October 23, 23",-0.0002414293,,,,,
2023-10-20,129.75,130.09,124.48,125.02,124.39,2743413,2743413,-4.73,-3.65,127.335,"October 20, 23",-0.0365,,,,,
2023-10-19,136.28,136.88,130.1,130.34,129.69,1736109,1736109,-5.94,-4.36,133.4,"October 19, 23",-0.0436,,,,,
2023-10-18,136,137.07,134.68,135.4,134.72,1357500,1357500,-0.6,-0.44118,135.7875,"October 18, 23",-0.0044118,,,,,
2023-10-17,136,138.75,135.57,137.42,136.73,1826451,1826451,1.42,1.04,136.935,"October 17, 23",0.0104,,,,,
2023-10-16,136.79,139.49,136.76,137.14,136.45,1433900,1433900,0.35,0.25587,137.545,"October 16, 23",0.0025587,,,,,
2023-10-13,138.5,139.91,135.07,135.98,135.3,1785981,1785981,-2.52,-1.82,137.365,"October 13, 23",-0.0182,,,,,
2023-10-12,138.82,141.38,138,139.12,138.42,1865512,1865512,0.3,0.21611,139.33,"October 12, 23",0.0021611,,,,,
2023-10-11,134.75,139.17,134.51,138.5,137.8,2283350,2283350,3.75,2.78,136.7325,"October 11, 23",0.0278,,,,,
2023-10-10,133.8,136.25,133.65,134.33,133.66,1609637,1609637,0.53,0.39611,134.5075,"October 10, 23",0.0039611,,,,,
2023-10-09,128.93,134.5,128.57,134,133.33,1979810,1979810,5.07,3.93,131.5,"October 09, 23",0.0393,,,,,
2023-10-06,129,131.84,128.66,129.95,129.3,1815400,1815400,0.95,0.73643,129.8625,"October 06, 23",0.0073643,,,,,
2023-10-05,129.5,130.77,126.8,129,128.35,1806528,1806528,-0.5,-0.3861,129.0175,"October 05, 23",-0.003861,,,,,
2023-10-04,127.98,130.64,127.98,130.23,129.58,1480237,1480237,2.25,1.76,129.2075,"October 04, 23",0.0176,,,,,
2023-10-03,127.89,130.23,126.16,127.58,126.94,1556758,1556758,-0.31,-0.2424,127.965,"October 03, 23",-0.002424,,,,,
2023-10-02,126.42,129.1,126.3,128.87,128.22,2255051,2255051,2.45,1.94,127.6725,"October 02, 23",0.0194,,,,,
2023-09-29,126.96,127.35,124.8,126.89,126.25,3125256,3125256,-0.07,-0.05513548,126.5,"September 29, 23",-0.0005513548,,,,,
2023-09-28,111.55,126.01,111.55,124.95,124.32,7087008,7087008,13.4,12.01,118.515,"September 28, 23",0.1201,,,,,
2023-09-27,106.26,106.88,105.03,105.18,104.65,1564435,1564435,-1.08,-1.02,105.8375,"September 27, 23",-0.0102,,,,,
2023-09-26,106.64,107.42,104.72,105,104.47,1103559,1103559,-1.64,-1.54,105.945,"September 26, 23",-0.0154,,,,,
2023-09-25,107.27,109.42,107.27,107.73,107.19,1095209,1095209,0.46,0.42882,107.9225,"September 25, 23",0.0042882,,,,,
2023-09-22,106.18,107.86,105.91,107.6,107.06,863600,863600,1.42,1.34,106.8875,"September 22, 23",0.0134,,,,,
2023-09-21,106.35,106.35,104.45,105.37,104.84,883100,883100,-0.98,-0.92149,105.63,"September 21, 23",-0.0092149,,,,,
2023-09-20,107.49,108.96,107.26,107.33,106.79,998719,998719,-0.16,-0.14885,107.76,"September 20, 23",-0.0014885,,,,,
2023-09-19,106.68,107.3,106.23,107.1,106.56,795404,795404,0.42,0.3937,106.8275,"September 19, 23",0.003937,,,,,
2023-09-18,105.8,107.07,105.28,106.83,106.29,979419,979419,1.03,0.97353,106.245,"September 18, 23",0.0097353,,,,,
2023-09-15,108.06,108.47,105.66,106.06,105.53,1989300,1989300,-2,-1.85,107.0625,"September 15, 23",-0.0185,,,,,
2023-09-14,107.95,108.76,106.32,108.68,108.13,1023914,1023914,0.73,0.67624,107.9275,"September 14, 23",0.0067624,,,,,
2023-09-13,106.96,108.19,106.86,107.41,106.87,1244900,1244900,0.45,0.42072,107.355,"September 13, 23",0.0042072,,,,,
2023-09-12,107.13,108.29,106.93,107.21,106.67,735750,735750,0.08,0.07467563,107.39,"September 12, 23",0.0007467563,,,,,
2023-09-11,108.28,108.57,106.98,107.62,107.08,981900,981900,-0.66,-0.60953,107.8625,"September 11, 23",-0.0060953,,,,,
2023-09-08,108.37,109.2,106.89,107.33,106.79,1174409,1174409,-1.04,-0.95968,107.9475,"September 08, 23",-0.0095968,,,,,
2023-09-07,111.09,111.14,107.58,108.65,108.1,1596007,1596007,-2.44,-2.2,109.615,"September 07, 23",-0.022,,,,,
2023-09-06,112.45,114.06,110.64,111.68,111.12,985283,985283,-0.77,-0.68475,112.2075,"September 06, 23",-0.0068475,,,,,
2023-09-05,114.36,114.9,112.22,112.76,112.19,1364604,1364604,-1.6,-1.4,113.56,"September 05, 23",-0.014,,,,,
2023-09-01,115.15,116.44,114.29,115.42,114.84,1147339,1147339,0.27,0.23448,115.325,"September 01, 23",0.0023448,,,,,
2023-08-31,116,116.42,114.4,114.42,113.85,7858674,7858674,-1.58,-1.36,115.31,"August 31, 23",-0.0136,,,,,
2023-08-30,115.23,117.29,115.12,115.77,115.19,1882105,1882105,0.54,0.46863,115.8525,"August 30, 23",0.0046863,,,,,
2023-08-29,112,115.42,111.75,115.4,114.82,2284500,2284500,3.4,3.04,113.6425,"August 29, 23",0.0304,,,,,
2023-08-28,108.95,113.02,108.58,112.37,111.81,3961700,3961700,3.42,3.14,110.73,"August 28, 23",0.0314,,,,,
2023-08-25,104.11,104.66,101.83,103.22,102.7,944166,944166,-0.89,-0.85487,103.455,"August 25, 23",-0.0085487,,,,,
2023-08-24,105,105.8,103.52,103.61,103.09,915606,915606,-1.39,-1.32,104.4825,"August 24, 23",-0.0132,,,,,
2023-08-23,103.39,104.9,103.12,104.72,104.19,714200,714200,1.33,1.29,104.0325,"August 23, 23",0.0129,,,,,
2023-08-22,103.79,104.84,103.21,103.32,102.8,1103300,1103300,-0.47,-0.45284,103.79,"August 22, 23",-0.0045284,,,,,
2023-08-21,102.73,103.46,102.33,102.87,102.35,1109135,1109135,0.14,0.13628,102.8475,"August 21, 23",0.0013628,,,,,
2023-08-18,101.11,102.96,100.18,102.41,101.9,701801,701801,1.3,1.29,101.665,"August 18, 23",0.0129,,,,,
2023-08-17,104,104.86,102.35,102.39,101.88,708162,708162,-1.61,-1.55,103.4,"August 17, 23",-0.0155,,,,,
2023-08-16,105.3,106.27,103.17,103.45,102.93,747900,747900,-1.85,-1.76,104.5475,"August 16, 23",-0.0176,,,,,
2023-08-15,106.5,106.5,105.35,105.92,105.39,705526,705526,-0.58,-0.5446,106.0675,"August 15, 23",-0.005446,,,,,
2023-08-14,105.57,107.13,105.2,106.91,106.37,536219,536219,1.34,1.27,106.2025,"August 14, 23",0.0127,2023-07-20,0.08,2023-08-15,2023-09-05,0.08
2023-08-11,106.4,106.86,105.56,105.83,105.22,845145,845145,-0.57,-0.53571,106.1625,"August 11, 23",-0.0053571,,,,,
2023-08-10,107.57,108.28,105.93,106.63,106.02,845839,845839,-0.94,-0.87385,107.1025,"August 10, 23",-0.0087385,,,,,
2023-08-09,107.98,108.33,107.17,107.22,106.6,880700,880700,-0.76,-0.70383,107.675,"August 09, 23",-0.0070383,,,,,
2023-08-08,108.37,108.46,105.65,108.31,107.69,964707,964707,-0.06,-0.05536588,107.6975,"August 08, 23",-0.0005536588,,,,,
2023-08-07,109.39,109.57,108.24,108.8,108.17,935300,935300,-0.59,-0.53935,109,"August 07, 23",-0.0053935,,,,,
2023-08-04,108.85,109.92,107.53,108.63,108,718740,718740,-0.22,-0.20211,108.7325,"August 04, 23",-0.0020211,,,,,
2023-08-03,107.26,109.37,106.71,108.85,108.22,728849,728849,1.59,1.48,108.0475,"August 03, 23",0.0148,,,,,
2023-08-02,107.97,108.73,106.62,108.2,107.58,1075500,1075500,0.23,0.21302,107.88,"August 02, 23",0.0021302,,,,,
2023-08-01,109.4,109.82,108.37,108.96,108.33,1215054,1215054,-0.44,-0.40219,109.1375,"August 01, 23",-0.0040219,,,,,
2023-07-31,109.27,111.02,109.27,110.67,110.03,846657,846657,1.4,1.28,110.0575,"July 31, 23",0.0128,,,,,
2023-07-28,109.87,109.98,107.67,108.93,108.3,1112000,1112000,-0.94,-0.85556,109.1125,"July 28, 23",-0.0085556,,,,,
2023-07-27,111.8,112.43,107.97,108.95,108.32,1755800,1755800,-2.85,-2.55,110.2875,"July 27, 23",-0.0255,,,,,
2023-07-26,111.2,112.5,110.01,110.85,110.21,921300,921300,-0.35,-0.31475,111.14,"July 26, 23",-0.0031475,,,,,
2023-07-25,111.64,113.59,111.64,111.97,111.33,819500,819500,0.33,0.29559,112.21,"July 25, 23",0.0029559,,,,,
2023-07-24,112.53,112.78,110.9,111.5,110.86,1233215,1233215,-1.03,-0.91531,111.9275,"July 24, 23",-0.0091531,,,,,
2023-07-21,114.09,114.49,112.26,112.4,111.75,1106156,1106156,-1.69,-1.48,113.31,"July 21, 23",-0.0148,,,,,
2023-07-20,114.43,114.99,112.42,113.41,112.76,2003500,2003500,-1.02,-0.89137,113.8125,"July 20, 23",-0.0089137,,,,,
