symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
PANW,2025-07-31,173.6,662500000,115010000000,2268600000,338200000,113079600000
PANW,2024-07-31,162.37,638400000,103657008000,1535200000,1344400000,103466208000
PANW,2023-07-31,124.98,606400000,75787872000,1135300000,2270700000,76923272000
PANW,2022-07-31,84.61,590999988,50004508984,2118500000,3952900000,51838908984
PANW,2021-07-31,66.51,578399988,38469383201,1874200000,3539400000,40134583201
PANW,2020-07-31,42.65,581399988,24796709488,2958000000,3420700000,25259409488
PANW,2019-07-31,37.76,566999988,21409919546,961400000,1430000000,21878519546
PANW,2018-07-31,33.04,550199988,18178607603,2506900000,1920100000,17591807603
PANW,2017-07-31,21.96,543599988,11937455736,744300000,524700000,11717855736
PANW,2016-07-31,21.41,522599988,11188865743,734400000,508200000,10962665743
PANW,2015-07-31,30.97,489600000,15162912000,375814000,487084000,15274182000
PANW,2014-07-31,13.48,445800000,6009384000,653812000,466875000,5822447000
PANW,2013-07-31,8.16,412092000,3362670720,310614000,0,3052056720
PANW,2012-07-31,9.52,400243332,3810316520,322642000,0,3487674520
PANW,2011-07-31,8.85,350526000,3102155100,40517000,0,3061638100
PANW,2010-07-31,8.85,331710000,2935633500,18835000,0,2916798500
PANW,2009-07-31,8.85,331710000,2935633500,0,0,2935633500
