holder,shares,dateReported,change
Capital International Investors,50002133,2025-09-30,7816194
VANGUARD GROUP INC,45364193,2025-09-30,-1764340
Capital World Investors,31787657,2025-09-30,5110668
"BlackRock, Inc.",29804516,2025-09-30,-2136267
Capital Research Global Investors,19254676,2025-09-30,2406183
"T. Rowe Price Investment Management, Inc.",18367808,2025-09-30,739807
STATE STREET CORP,15321438,2025-09-30,-1193280
FRANKLIN RESOURCES INC,14404452,2025-09-30,1106989
PRICE T ROWE ASSOCIATES INC /MD/,13889386,2025-09-30,-5440462
JPMORGAN CHASE & CO,12478481,2025-09-30,-5757338
"GEODE CAPITAL MANAGEMENT, LLC",9513113,2025-09-30,-677459
"Fisher Asset Management, LLC",6942711,2025-09-30,28787
FMR LLC,6484786,2025-09-30,-1530310
MORGAN STANLEY,6419905,2025-09-30,537392
JANUS HENDERSON GROUP PLC,6050066,2025-09-30,216618
UBS ASSET MANAGEMENT AMERICAS INC,5203303,2025-09-30,-137217
WELLINGTON MANAGEMENT GROUP LLP,4836316,2025-09-30,-1556845
Bank of New York Mellon Corp,4019041,2025-09-30,-94032
NORTHERN TRUST CORP,3699928,2025-09-30,-400908
UBS Group AG,3625020,2025-09-30,765041
DIMENSIONAL FUND ADVISORS LP,3293865,2025-09-30,-83972
"Nuveen, LLC",3037488,2025-09-30,755992
Invesco Ltd.,2980446,2025-09-30,156371
GOLDMAN SACHS GROUP INC,2927578,2025-09-30,399696
FIL Ltd,2519202,2025-09-30,1934442
APG Asset Management N.V.,2433972,2025-09-30,1396421
Pictet Asset Management Holding SA,2290726,2025-09-30,-258438
Legal & General Group Plc,2259074,2025-09-30,9431
Swedbank AB,2249353,2025-09-30,1316375
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,2192159,2025-09-30,-180877
ROYAL BANK OF CANADA,2191840,2025-09-30,682141
BANK OF AMERICA CORP /DE/,2093471,2025-09-30,217261
Amundi,2028839,2025-09-30,-74185
NORDEA INVESTMENT MANAGEMENT AB,2018638,2025-09-30,220815
AMERIPRISE FINANCIAL INC,1989855,2025-09-30,-14387
Artisan Partners Limited Partnership,1833515,2025-09-30,-32642
Turtle Creek Asset Management Inc.,1798850,2025-09-30,-35326
"Allspring Global Investments Holdings, LLC",1614959,2025-09-30,747
CCLA Investment Management,1374884,2025-09-30,223872
"Aristotle Capital Management, LLC",1309190,2025-09-30,-1176
DEUTSCHE BANK AG\,1220705,2025-09-30,-77674
"Ensign Peak Advisors, Inc",1209088,2025-09-30,-105702
Swiss National Bank,1162980,2025-09-30,-57200
Liontrust Investment Partners LLP,1119396,2025-09-30,138053
"Sumitomo Mitsui Trust Holdings, Inc.",977957,2025-09-30,6387
LPL Financial LLC,953553,2025-09-30,107390
"NZS Capital, LLC",893381,2025-09-30,432869
MILLENNIUM MANAGEMENT LLC,884332,2025-09-30,767499
"Douglas Lane & Associates, LLC",849523,2025-09-30,16598
Ceredex Value Advisors LLC,821514,2025-09-30,90820
TD ASSET MANAGEMENT INC,797550,2025-09-30,-119302
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",750375,2025-09-30,-31089
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,737386,2025-09-30,18396
"BNP PARIBAS ARBITRAGE, SNC",714776,2025-09-30,-172613
RHUMBLINE ADVISERS,708458,2025-09-30,-38031
"Capital International, Inc./CA/",705616,2025-09-30,124965
HSBC HOLDINGS PLC,703780,2025-09-30,-9190
BARCLAYS PLC,696648,2025-09-30,-261114
CAISSE DES DEPOTS ET CONSIGNATIONS,682627,2025-09-30,0
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,674300,2025-09-30,5511
ALLIANCEBERNSTEIN L.P.,618621,2025-09-30,24464
National Pension Service,617981,2025-09-30,16084
"ADAGE CAPITAL PARTNERS GP, L.L.C.",617472,2025-09-30,247980
CAUSEWAY CAPITAL MANAGEMENT LLC,556229,2025-09-30,293455
WELLS FARGO & COMPANY/MN,512238,2025-09-30,112869
Capital International Sarl,485356,2025-09-30,134035
CITIGROUP INC,473437,2025-09-30,48225
abrdn plc,469848,2025-09-30,2713
Korea Investment CORP,469665,2025-09-30,227444
MACQUARIE GROUP LTD,440427,2025-09-30,-74129
RAYMOND JAMES FINANCIAL INC,427396,2025-09-30,-38281
PRINCIPAL FINANCIAL GROUP INC,394402,2025-09-30,-55217
"Russell Investments Group, Ltd.",383757,2025-09-30,45721
