symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
FTV,2024-12-31,56.5,349200000,19729800000,813300000,3876900000,22793400000
FTV,2023-12-31,55.49,352500000,19560225000,1888800000,3810100000,21481525000
FTV,2022-12-31,48.42,356400000,17256888000,709200000,3420700000,19968388000
FTV,2021-12-31,57.49,349000000,20064010000,819300000,4143500000,23388210000
FTV,2020-12-31,53.37,337400000,18007038000,1824800000,4431400000,20613638000
FTV,2019-12-31,48.17,335800000,16175486000,1205200000,6502100000,21472386000
FTV,2018-12-31,42.67,345500000,14742485000,1178400000,3430300000,16994385000
FTV,2017-12-31,45.62,347500000,15852950000,962100000,4056200000,18947050000
FTV,2016-12-31,33.82,345700000,11691574000,803200000,3358000000,14246374000
FTV,2015-12-31,30.65,345200000,10580380000,0,0,10580380000
FTV,2014-12-31,30.65,345200000,10580380000,0,0,10580380000
FTV,2013-12-31,30.65,345200000,10580380000,0,0,10580380000
FTV,2012-12-31,30.65,345200000,10580380000,0,0,10580380000
