holder,shares,dateReported,change
LAZARD ASSET MANAGEMENT LLC,331094,2025-09-30,-12184
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,317730,2025-09-30,1335
UBS ASSET MANAGEMENT AMERICAS INC,312033,2025-09-30,-55819
WELLS FARGO & COMPANY/MN,300795,2025-09-30,-15507
DEUTSCHE BANK AG\,293499,2025-09-30,31853
Legal & General Group Plc,279999,2025-09-30,3411
Rokos Capital Management LLP,276713,2025-09-30,208487
AXA Investment Managers S.A.,273396,2025-09-30,273396
"ARIEL INVESTMENTS, LLC",255619,2025-09-30,-83450
ENVESTNET ASSET MANAGEMENT INC,251378,2025-09-30,9272
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",236687,2025-09-30,308
"Alyeska Investment Group, L.P.",213234,2025-09-30,-938191
RAYMOND JAMES FINANCIAL INC,209098,2025-09-30,-1326
"Sessa Capital IM, L.P.",206984,2025-09-30,0
PRICE T ROWE ASSOCIATES INC /MD/,204704,2025-09-30,-88517
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",202313,2025-09-30,-86101
BARCLAYS PLC,195930,2025-09-30,-30339
BALYASNY ASSET MANAGEMENT L.P.,192876,2025-09-30,-208963
"Pacer Advisors, Inc.",186672,2025-09-30,-62739
LONDON CO OF VIRGINIA,184251,2025-09-30,-4568
"GW&K Investment Management, LLC",183065,2025-09-30,-6744
Boston Trust Walden Corp,173366,2025-09-30,-286
SCHRODER INVESTMENT MANAGEMENT GROUP,171476,2025-09-30,-10905
SUMMITRY LLC,170102,2025-09-30,8474
"Gotham Asset Management, LLC",164375,2025-09-30,48634
GOLDMAN SACHS GROUP INC,162974,2025-09-30,34134
Amundi,152920,2025-09-30,-120305
Swiss National Bank,146600,2025-09-30,-8600
Lombard Odier Asset Management (Europe) Ltd,145558,2025-09-30,110454
"Electron Capital Partners, LLC",140701,2025-09-30,-55597
"Nuveen, LLC",133996,2025-09-30,-1505
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,133510,2025-09-30,40564
BROWN BROTHERS HARRIMAN & CO,129080,2025-09-30,1784
Vontobel Holding Ltd.,128725,2025-09-30,5061
PRUDENTIAL FINANCIAL INC,123841,2025-09-30,-94354
Robeco Institutional Asset Management B.V.,121654,2025-09-30,-636
HSBC HOLDINGS PLC,117833,2025-09-30,2285
PANAGORA ASSET MANAGEMENT INC,114877,2025-09-30,18308
SILVERCREST ASSET MANAGEMENT GROUP LLC,113829,2025-09-30,-4582
"CI Private Wealth, LLC",111707,2025-09-30,-2189
Quantinno Capital Management LP,110960,2025-09-30,-4034
ROYAL BANK OF CANADA,107426,2025-09-30,-77604
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",101770,2025-09-30,2889
RHUMBLINE ADVISERS,100653,2025-09-30,-337
"Baird Financial Group, Inc.",100480,2025-09-30,-25701
CANADA PENSION PLAN INVESTMENT BOARD,100307,2025-09-30,23200
"FULLER & THALER ASSET MANAGEMENT, INC.",96879,2025-09-30,11399
Man Group plc,91724,2025-09-30,-9364
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,87183,2025-09-30,3745
"BNP PARIBAS ARBITRAGE, SNC",86890,2025-09-30,-165935
BLAIR WILLIAM & CO/IL,86550,2025-09-30,-590
Qube Research & Technologies Ltd,86299,2025-09-30,-37240
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,85502,2025-09-30,-232
LPL Financial LLC,84814,2025-09-30,11559
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,77591,2025-09-30,24999
TUDOR INVESTMENT CORP ET AL,74500,2025-09-30,54414
"D. E. Shaw & Co., Inc.",71142,2025-09-30,-96382
"Cubist Systematic Strategies, LLC",69527,2025-09-30,69527
CITADEL ADVISORS LLC,68681,2025-09-30,-72470
National Mutual Insurance Federation of Agricultural Cooperatives,65000,2025-09-30,0
"Ensign Peak Advisors, Inc",61897,2025-09-30,-17375
STIFEL FINANCIAL CORP,60416,2025-09-30,-1553
TWINBEECH CAPITAL LP,60304,2025-09-30,-33428
Allianz Asset Management GmbH,60192,2025-09-30,-1866
DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,60000,2025-09-30,25000
"Capital Investment Services of America, Inc.",59952,2025-09-30,460
TEACHER RETIREMENT SYSTEM OF TEXAS,58918,2025-09-30,-19325
NORRIS PERNE & FRENCH LLP/MI,57378,2025-09-30,-3442
PRINCIPAL FINANCIAL GROUP INC,55592,2025-09-30,-712
CITIGROUP INC,55116,2025-09-30,-3547
"MOORE CAPITAL MANAGEMENT, LP",54322,2025-09-30,54322
STATE OF WISCONSIN INVESTMENT BOARD,53995,2025-09-30,10116
Thematics Asset Management,53188,2025-09-30,53188
BOSTON FAMILY OFFICE LLC,52116,2025-09-30,-114
MCDANIEL TERRY & CO,52075,2025-09-30,406
SORA INVESTORS LLC,51827,2025-09-30,51827
"EXCHANGE TRADED CONCEPTS, LLC",51368,2025-09-30,2298
"ADAGE CAPITAL PARTNERS GP, L.L.C.",51185,2025-09-30,-32926
Assenagon Asset Management S.A.,50998,2025-09-30,-5818
"Washington Trust Advisors, Inc.",48922,2025-09-30,-1019
SOROS FUND MANAGEMENT LLC,48113,2025-09-30,48113
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,47661,2025-09-30,-5545
"Russell Investments Group, Ltd.",47234,2025-09-30,8113
RENAISSANCE TECHNOLOGIES LLC,46431,2025-09-30,-30100
"JANE STREET GROUP, LLC",45518,2025-09-30,44861
BNP Paribas Asset Management Holding S.A.,44534,2025-09-30,23828
"IEQ CAPITAL, LLC",43700,2025-09-30,9438
Triodos Investment Management BV,43000,2025-09-30,19000
"ISTHMUS PARTNERS, LLC",42484,2025-09-30,341
abrdn plc,41821,2025-09-30,3268
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,41379,2025-09-30,-12
AMERIPRISE FINANCIAL INC,41133,2025-09-30,-3063
"SCOPUS ASSET MANAGEMENT, L.P.",40994,2025-09-30,20994
LOS ANGELES CAPITAL MANAGEMENT LLC,40902,2025-09-30,5193
AVIVA PLC,40333,2025-09-30,2448
ACADIAN ASSET MANAGEMENT LLC,39427,2025-09-30,-14921
Swedbank AB,39398,2025-09-30,2697
STRS OHIO,38215,2025-09-30,33937
Woodline Partners LP,38173,2025-09-30,32370
"Carnegie Capital Asset Management, LLC",38126,2025-09-30,-20138
Universal- Beteiligungs- und Servicegesellschaft mbH,36842,2025-09-30,3418
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,35690,2025-09-30,98
SG Capital Management LLC,35487,2025-09-30,-233583
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",34680,2025-09-30,20272
WESTPORT ASSET MANAGEMENT INC,34335,2025-09-30,0
PROSPECTOR PARTNERS LLC,34308,2025-09-30,-1673
Heron Bay Capital Management,34081,2025-09-30,-495
GATEWAY INVESTMENT ADVISERS LLC,33482,2025-09-30,28
ZWJ INVESTMENT COUNSEL INC,33266,2025-09-30,-773
"Chicago Capital, LLC",32793,2025-09-30,0
Jain Global LLC,32315,2025-09-30,32315
NATIONAL BANK OF CANADA /FI/,31721,2025-09-30,-21755
NEW YORK STATE COMMON RETIREMENT FUND,31478,2025-09-30,-800
GREAT WEST LIFE ASSURANCE CO /CAN/,31287,2025-09-30,404
"ASSETMARK, INC",31214,2025-09-30,7303
TRUIST FINANCIAL CORP,30369,2025-09-30,-38
SEI INVESTMENTS CO,30128,2025-09-30,-781
BANK OF MONTREAL /CAN/,30127,2025-09-30,3001
NORTH POINT PORTFOLIO MANAGERS CORP/OH,30123,2025-09-30,-455
Cerity Partners LLC,29417,2025-09-30,8785
Candriam S.C.A.,28916,2025-09-30,2819
LOGAN CAPITAL MANAGEMENT INC,28366,2025-09-30,53
FIRST TRUST ADVISORS LP,27506,2025-09-30,1009
Engineers Gate Manager LP,26674,2025-09-30,-1976
DekaBank Deutsche Girozentrale,26599,2025-09-30,0
Magnetar Financial LLC,26457,2025-09-30,13513
"Chevy Chase Trust Holdings, LLC",25948,2025-09-30,-913
"Providence Capital Advisors, LLC",25432,2025-09-30,641
"NATIXIS ADVISORS, L.P.",25427,2025-09-30,1907
Quantbot Technologies LP,25328,2025-09-30,25328
Mitsubishi UFJ Trust & Banking Corp,24869,2025-09-30,2444
"MML INVESTORS SERVICES, LLC",24654,2025-09-30,-311
"PALISADE CAPITAL MANAGEMENT, LP",24259,2025-09-30,405
"GREAT LAKES ADVISORS, LLC",23765,2025-09-30,-3080
"NISA INVESTMENT ADVISORS, LLC",23463,2025-09-30,-1992
Skandinaviska Enskilda Banken AB (publ),23321,2025-09-30,708
"TWO SIGMA INVESTMENTS, LP",23152,2025-09-30,10492
Janney Montgomery Scott LLC,23064,2025-09-30,-2545
Treasurer of the State of North Carolina,22850,2025-09-30,-893
HRT FINANCIAL LP,22846,2025-09-30,-4639
Verition Fund Management LLC,22674,2025-09-30,-14312
ROYAL LONDON ASSET MANAGEMENT LTD,22142,2025-09-30,-208
"Asset Management One Co., Ltd.",22048,2025-09-30,372
Aquatic Capital Management LLC,21860,2025-09-30,6074
Palmer Knight Co,21834,2025-09-30,-618
Schonfeld Strategic Advisors LLC,21764,2025-09-30,-20386
DANSKE BANK A/S,21694,2025-09-30,959
Rockefeller Capital Management L.P.,21388,2025-09-30,-1804
"GHP Investment Advisors, Inc.",19970,2025-09-30,5
"Colony Group, LLC",19868,2025-09-30,709
TORONTO DOMINION BANK,19576,2025-09-30,-1974
Mn Services Vermogensbeheer B.V.,18900,2025-09-30,0
AMERICAN CENTURY COMPANIES INC,18769,2025-09-30,10071
"SRS Capital Advisors, Inc.",18709,2025-09-30,17428
"State of Tennessee, Treasury Department",18601,2025-09-30,50
"Rafferty Asset Management, LLC",18304,2025-09-30,323
VAN ECK ASSOCIATES CORP,18082,2025-09-30,-1025
Point72 Hong Kong Ltd,18028,2025-09-30,11054
State of New Jersey Common Pension Fund D,17968,2025-09-30,930
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",17853,2025-09-30,2161
KLP KAPITALFORVALTNING AS,17650,2025-09-30,0
"Advisors Capital Management, LLC",17514,2025-09-30,133
"SEIZERT CAPITAL PARTNERS, LLC",17406,2025-09-30,-3276
NOMURA ASSET MANAGEMENT CO LTD,16714,2025-09-30,84
Busey Wealth Management,16643,2025-09-30,-154
ProShare Advisors LLC,16433,2025-09-30,-300
Erste Asset Management GmbH,16250,2025-09-30,14688
"Brinker Capital Investments, LLC",15966,2025-09-30,1048
"Edgestream Partners, L.P.",15893,2025-09-30,15893
ROWLAND & CO INVESTMENT COUNSEL/ADV,15616,2025-09-30,-560
"Resona Asset Management Co.,Ltd.",15588,2025-09-30,-1454
Handelsbanken Fonder AB,15500,2025-09-30,2700
Arizona State Retirement System,15067,2025-09-30,133
MERIDIAN MANAGEMENT CO,15028,2025-09-30,186
Brevan Howard Capital Management LP,14732,2025-09-30,-10441
"Vestmark Advisory Solutions, Inc.",14593,2025-09-30,-558
"CWM, LLC",14566,2025-09-30,5596
Headlands Technologies LLC,14497,2025-09-30,5789
"Mariner, LLC",14439,2025-09-30,2388
Zurcher Kantonalbank (Zurich Cantonalbank),14289,2025-09-30,2512
Campbell & CO Investment Adviser LLC,14088,2025-09-30,14088
UniSuper Management Pty Ltd,13977,2025-09-30,170
"NewEdge Wealth, LLC",13921,2025-09-30,-1004
STATE OF MICHIGAN RETIREMENT SYSTEM,13791,2025-09-30,0
TD ASSET MANAGEMENT INC,13775,2025-09-30,-305
"PineBridge Investments, L.P.",13762,2025-09-30,-824
"Bridgewater Associates, LP",13318,2025-09-30,13318
"Holocene Advisors, LP",13275,2025-09-30,-8959
"PNC FINANCIAL SERVICES GROUP, INC.",13160,2025-09-30,-486
"SG Americas Securities, LLC",12994,2025-09-30,10796
Czech National Bank,12914,2025-09-30,484
Walleye Capital LLC,12700,2025-09-30,11085
"MetLife Investment Management, LLC",12615,2025-09-30,-341
Illinois Municipal Retirement Fund,12485,2025-09-30,10492
Cetera Investment Advisers,12306,2025-09-30,3824
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,12210,2025-09-30,-262
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",11976,2025-09-30,116
"GREATMARK INVESTMENT PARTNERS, INC.",11865,2025-09-30,-345
Virtu Financial LLC,11815,2025-09-30,11815
Lansforsakringar Fondforvaltning AB (publ),11534,2025-09-30,0
Neuberger Berman Group LLC,11474,2025-09-30,-8529
"Hudson Value Partners, LLC",11296,2025-09-30,-2535
"ADVISOR GROUP HOLDINGS, INC.",11177,2025-09-30,2820
VOYA INVESTMENT MANAGEMENT LLC,11141,2025-09-30,-3303
DAVENPORT & Co LLC,11117,2025-09-30,-66
Wealthfront Advisers LLC,11055,2025-09-30,-220
"IMA Wealth, Inc.",11000,2025-09-30,0
Retirement Systems of Alabama,10848,2025-09-30,-66
Daiwa Securities Group Inc.,10805,2025-09-30,605
Korea Investment CORP,10701,2025-09-30,-13457
NATIXIS,10696,2025-09-30,-27159
"SlateStone Wealth, LLC",10673,2025-09-30,841
Freestone Grove Partners LP,10572,2025-09-30,-216943
Calamos Advisors LLC,10500,2025-09-30,10500
COMERICA BANK,10472,2025-09-30,89
"Linden Thomas Advisory Services, LLC",10396,2025-09-30,-50
"Atria Investments, Inc",10361,2025-09-30,-560
IFM Investors Pty Ltd,10342,2025-09-30,0
Creative Planning,10136,2025-09-30,2385
FORSTA AP-FONDEN,9800,2025-09-30,-14400
AMALGAMATED BANK,9749,2025-09-30,-201
"Stratos Wealth Partners, LTD.",9736,2025-09-30,104
"WCM INVESTMENT MANAGEMENT, LLC",9565,2025-09-30,-925
"Summit Trail Advisors, LLC",9507,2025-09-30,1022
DnB Asset Management AS,9272,2025-09-30,33
"Horizon Investments, LLC",9188,2025-09-30,1743
OCCUDO QUANTITATIVE STRATEGIES LP,9056,2025-09-30,4897
WORLDQUANT MILLENNIUM ADVISORS LLC,8846,2025-09-30,-810
B. Metzler seel. Sohn & Co. AG,8757,2025-09-30,6240
US BANCORP \DE\,8719,2025-09-30,26
Oak Thistle LLC,8642,2025-09-30,6480
Federation des caisses Desjardins du Quebec,8466,2025-09-30,-648
MERCER GLOBAL ADVISORS INC /ADV,8464,2025-09-30,2748
Utah Retirement Systems,8447,2025-09-30,0
Achmea Investment Management B.V.,8435,2025-09-30,0
Police & Firemen's Retirement System of New Jersey,8193,2025-09-30,422
BANK OF NOVA SCOTIA,7936,2025-09-30,-3391
"FOX RUN MANAGEMENT, L.L.C.",7747,2025-09-30,4430
CIBC Asset Management Inc,7718,2025-09-30,-60727
"XPONANCE, INC.",7507,2025-09-30,-418
"Concentric Capital Strategies, LP",7489,2025-09-30,7489
"Savant Capital, LLC",7475,2025-09-30,465
JOHNSON INVESTMENT COUNSEL INC,7305,2025-09-30,0
"Ambassador Advisors, LLC",7174,2025-09-30,-47
"Mirae Asset Global Investments Co., Ltd.",7162,2025-09-30,797
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,7065,2025-09-30,-1400
"Vanguard Personalized Indexing Management, LLC",7030,2025-09-30,18
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,6930,2025-09-30,-11
"WILEY BROS.-AINTREE CAPITAL, LLC",6866,2025-09-30,988
MACKENZIE FINANCIAL CORP,6811,2025-09-30,4716
"Toroso Investments, LLC",6713,2025-09-30,2161
"Sumitomo Mitsui DS Asset Management Company, Ltd",6640,2025-09-30,177
"VestGen Advisors, LLC",6599,2025-09-30,506
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,6439,2025-09-30,24
INTECH INVESTMENT MANAGEMENT LLC,6432,2025-09-30,4090
CAPTRUST FINANCIAL ADVISORS,6412,2025-09-30,483
LECAP ASSET MANAGEMENT LTD,6374,2025-09-30,6374
Tredje AP-fonden,6352,2025-09-30,1343
Hudson Bay Capital Management LP,6173,2025-09-30,6173
HARTLINE INVESTMENT CORP/,6151,2025-09-30,-1689
"Pathstone Holdings, LLC",6139,2025-09-30,215
"YOUSIF CAPITAL MANAGEMENT, LLC",5943,2025-09-30,-339
TD PRIVATE CLIENT WEALTH LLC,5850,2025-09-30,-508
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,5847,2025-09-30,1429
"HighTower Advisors, LLC",5834,2025-09-30,-896
National Pension Service,5770,2025-09-30,1120
Avanza Fonder AB,5674,2025-09-30,0
"Modern Wealth Management, LLC",5657,2025-09-30,22
HighPoint Advisor Group LLC,5578,2025-09-30,-45
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,5511,2025-09-30,-320
"State of Alaska, Department of Revenue",5489,2025-09-30,-234
PUBLIC SECTOR PENSION INVESTMENT BOARD,5403,2025-09-30,584
XTX Topco Ltd,5389,2025-09-30,-6849
Generali Asset Management SPA SGR,5354,2025-09-30,-175
"TWO SIGMA SECURITIES, LLC",5341,2025-09-30,755
"Kestra Investment Management, LLC",5317,2025-09-30,1077
PARK AVENUE SECURITIES LLC,5271,2025-09-30,407
Scientech Research LLC,5091,2025-09-30,5091
"Palisade Asset Management, LLC",5008,2025-09-30,-12
MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID,4985,2025-09-30,-27
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,4959,2025-09-30,-26
Atlantic Union Bankshares Corp,4813,2025-09-30,4802
BOYD WATTERSON ASSET MANAGEMENT LLC/OH,4786,2025-09-30,1101
"Envestnet Portfolio Solutions, Inc.",4785,2025-09-30,-593
JANUS HENDERSON GROUP PLC,4766,2025-09-30,-100
Machina Capital S.A.S.,4718,2025-09-30,-540
Ethic Inc.,4701,2025-09-30,-618
"Cascade Investment Advisors, Inc.",4685,2025-09-30,14
"Cambridge Investment Research Advisors, Inc.",4641,2025-09-30,568
"Callan Family Office, LLC",4589,2025-09-30,-1277
"BOOTHBAY FUND MANAGEMENT, LLC",4434,2025-09-30,1792
"Apollon Wealth Management, LLC",4429,2025-09-30,225
CARY STREET PARTNERS FINANCIAL LLC,4395,2025-09-30,438
"Caprock Group, LLC",4378,2025-09-30,4378
COMMERCE BANK,4364,2025-09-30,30
DARK FOREST CAPITAL MANAGEMENT LP,4360,2025-09-30,0
MCRAE CAPITAL MANAGEMENT INC,4325,2025-09-30,-30
"PRINCIPAL SECURITIES, INC.",4324,2025-09-30,85
BI Asset Management Fondsmaeglerselskab A/S,4307,2025-09-30,1697
WELLINGTON MANAGEMENT GROUP LLP,4286,2025-09-30,-379
"Lido Advisors, LLC",4274,2025-09-30,2010
J. Safra Sarasin Holding AG,4207,2025-09-30,3134
OKABENA INVESTMENT SERVICES INC,4193,2025-09-30,0
"Advisors Asset Management, Inc.",4155,2025-09-30,-160
FIFTH THIRD BANCORP,4145,2025-09-30,22
Norway Savings Bank,4066,2025-09-30,106
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,4039,2025-09-30,0
"COMMONWEALTH EQUITY SERVICES, LLC",4031,2025-09-30,-1609
ING GROEP NV,3973,2025-09-30,-16218
Whalen Wealth Management Inc.,3876,2025-09-30,3876
WEDBUSH SECURITIES INC,3827,2025-09-30,-52
GROUPAMA ASSET MANAGMENT,3773,2025-09-30,3074
MIZUHO SECURITIES USA LLC,3703,2025-09-30,189
Vinva Investment Management Ltd,3529,2025-09-30,3529
Pallas Capital Advisors LLC,3505,2025-09-30,400
Hillsdale Investment Management Inc.,3455,2025-09-30,600
TEALWOOD ASSET MANAGEMENT INC,3419,2025-09-30,-107
"Kestra Advisory Services, LLC",3346,2025-09-30,431
WINTON GROUP Ltd,3326,2025-09-30,716
AMERICAN CAPITAL MANAGEMENT INC,3300,2025-09-30,0
"Moran Wealth Management, LLC",3299,2025-09-30,1465
OPPENHEIMER ASSET MANAGEMENT INC.,3298,2025-09-30,-237
GUGGENHEIM CAPITAL LLC,3250,2025-09-30,244
"Cresset Asset Management, LLC",3250,2025-09-30,746
"Compass Ion Advisors, LLC",3228,2025-09-30,0
"Sequoia Financial Advisors, LLC",3198,2025-09-30,310
Kentucky Retirement Systems,3191,2025-09-30,-86
PEREGRINE CAPITAL MANAGEMENT LLC,3162,2025-09-30,0
Sterling Capital Management LLC,3143,2025-09-30,-240
Willis Investment Counsel,3134,2025-09-30,64
MASTERINVEST Kapitalanlage GmbH,3132,2025-09-30,3132
TOWNSQUARE CAPITAL LLC,3108,2025-09-30,-73
SYON CAPITAL LLC,3046,2025-09-30,147
"PRIVATE CLIENT SERVICES, LLC",3041,2025-09-30,-378
EQUITABLE TRUST CO,3026,2025-09-30,-6
HARTFORD INVESTMENT MANAGEMENT CO,2974,2025-09-30,-86
CORNERCAP INVESTMENT COUNSEL INC,2914,2025-09-30,-45
GREENLEAF TRUST,2862,2025-09-30,-221
"Crossmark Global Holdings, Inc.",2849,2025-09-30,639
"Norinchukin Bank, The",2797,2025-09-30,32
ALPS ADVISORS INC,2765,2025-09-30,1257
M&T BANK CORP,2765,2025-09-30,-499
Gulf International Bank (UK) Ltd,2747,2025-09-30,-49
REGIONS FINANCIAL CORP,2714,2025-09-30,89
Louisiana State Employees Retirement System,2700,2025-09-30,0
Buckingham Strategic Partners,2697,2025-09-30,1019
SANDERS MORRIS HARRIS LLC,2677,2025-09-30,2677
Maryland State Retirement & Pension System,2654,2025-09-30,263
"Allspring Global Investments Holdings, LLC",2653,2025-09-30,-70076
STEPHENS INC /AR/,2614,2025-09-30,-58
Andra AP-fonden,2600,2025-09-30,-18600
"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.",2591,2025-09-30,40
Polymer Capital Management (US) LLC,2590,2025-09-30,1551
Chesley Taft & Associates LLC,2579,2025-09-30,0
"FULTON BANK, N.A.",2577,2025-09-30,-120
Point72 (DIFC) Ltd,2520,2025-09-30,-764
"SECURIAN ASSET MANAGEMENT, INC",2452,2025-09-30,-236
Investment Management Corp of Ontario,2435,2025-09-30,1203
"Midwest Professional Planners, LTD.",2384,2025-09-30,-43
"Ameritas Investment Partners, Inc.",2355,2025-09-30,-175
"Resources Investment Advisors, LLC.",2346,2025-09-30,114
"Empowered Funds, LLC",2345,2025-09-30,737
"Global Retirement Partners, LLC",2312,2025-09-30,187
"Optas, LLC",2296,2025-09-30,18
JONES FINANCIAL COMPANIES LLLP,2252,2025-09-30,1034
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,2250,2025-09-30,-200
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",2228,2025-09-30,733
ASR Vermogensbeheer N.V.,2208,2025-09-30,8
TOKIO MARINE ASSET MANAGEMENT CO LTD,2206,2025-09-30,69
BESSEMER GROUP INC,2188,2025-09-30,-178
COLDSTREAM CAPITAL MANAGEMENT INC,2163,2025-09-30,296
Qtron Investments LLC,2121,2025-09-30,-108
"Integrated Investment Consultants, LLC",2054,2025-09-30,-1045
"Fieldview Capital Management, LLC",2030,2025-09-30,2030
KPP Advisory Services LLC,2021,2025-09-30,-16
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,2013,2025-09-30,-15
"Prosperity Wealth Management, Inc.",2000,2025-09-30,2000
CREDIT AGRICOLE S A,1980,2025-09-30,1980
"MATHER GROUP, LLC.",1971,2025-09-30,-9
"Versant Capital Management, Inc",1964,2025-09-30,15
111 Capital,1961,2025-09-30,1961
E. Ohman J:or Asset Management AB,1950,2025-09-30,0
"Pekin Hardy Strauss, Inc.",1945,2025-09-30,10
"Venturi Wealth Management, LLC",1925,2025-09-30,-175
Plato Investment Management Ltd,1921,2025-09-30,0
QUADRANT CAPITAL GROUP LLC,1915,2025-09-30,10
"LVW Advisors, LLC",1907,2025-09-30,-260
ALLSTATE CORP,1899,2025-09-30,1899
EVERENCE CAPITAL MANAGEMENT INC,1894,2025-09-30,-246
Tower Research Capital LLC (TRC),1880,2025-09-30,-1478
"HB Wealth Management, LLC",1876,2025-09-30,263
"Empirical Asset Management, LLC",1875,2025-09-30,1875
"Private Advisor Group, LLC",1863,2025-09-30,-150
Penserra Capital Management LLC,1862,2025-09-30,1862
"Charter Capital Management, LLC\DE",1850,2025-09-30,0
OMERS ADMINISTRATION Corp,1845,2025-09-30,0
"Advisory Alpha, LLC",1844,2025-09-30,647
"CAPSTONE INVESTMENT ADVISORS, LLC",1830,2025-09-30,-427
BROWN ADVISORY INC,1827,2025-09-30,40
GAMMA Investing LLC,1806,2025-09-30,219
Impact Capital Partners LLC,1805,2025-09-30,-93
"Merit Financial Group, LLC",1793,2025-09-30,282
"Empirical Finance, LLC",1787,2025-09-30,19
PRUDENTIAL PLC,1775,2025-09-30,0
"Glenmede Investment Management, LP",1752,2025-09-30,1
"Advisory Services Network, LLC",1726,2025-09-30,-295
"Private Capital Management, LLC",1725,2025-09-30,0
Painted Porch Advisors LLC,1722,2025-09-30,0
"Metis Global Partners, LLC",1715,2025-09-30,-122
"INSIGNEO ADVISORY SERVICES, LLC",1701,2025-09-30,327
Net Worth Advisory Group,1664,2025-09-30,-201
"Formidable Asset Management, LLC",1652,2025-09-30,1652
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,1648,2025-09-30,-32
"Kera Capital Partners, Inc.",1635,2025-09-30,107
APG Asset Management US Inc.,1624,2025-09-30,0
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",1621,2025-09-30,-1
"Vident Advisory, LLC",1607,2025-09-30,163
WETHERBY ASSET MANAGEMENT INC,1606,2025-09-30,11
"ARGONAUTICA PRIVATE WEALTH MANAGEMENT, INC",1597,2025-09-30,-16
Krilogy Financial LLC,1589,2025-09-30,1589
BRIGHTON JONES LLC,1581,2025-09-30,516
"Haven Capital Group, Inc.",1579,2025-09-30,-97
