symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
TDG,2030-09-30,12720522645,13029904377,12847000000,5979675074,6125109525,6039129666,5417724861,5549491860,5471592106,4045416303,4173706565,4097862070,1574864169,1613167171,1590522696,70.41,71.71317,69.50887,8,2
TDG,2029-09-30,11856117238,12144475365,11974000000,5573334579,5708886234,5628749017,5049570910,5172383867,5099777682,3565665547,3678741747,3611892062,1467846467,1503546642,1482440941,62.06,63.20862,61.26573,7,3
TDG,2028-09-30,11461973211,11461973214,11461973213,5388054989,5388054991,5388054990,4881703288,4881703289,4881703289,2745939485,3350111949,2956929850,1419049470,1419049470,1419049470,52.74683,57.56206,47.18109,9,6
TDG,2027-09-30,10651863839,10862097994,10711930741,5007238025,5106065091,5035474330,4536674250,4626213874,4562257000,2574397310,2806984302,2690690806,1318753888,1344781925,1326190470,46.0898,48.22997,44.23363,13,13
TDG,2026-09-30,9841776973,9981660098,9921710188,4626431640,4692188029,4664006720,4191654798,4251231618,4225698695,2227216844,2340891922,2284054383,1218461092,1235779321,1228357223,38.95295,40.22151,38.26833,14,13
TDG,2025-09-30,8784989917,8814972818,8794984218,4129656201,4143750591,4134354332,3741564683,3754334528,3745821298,2109585330,2161673749,2135629539.5,1087625582,1091337615,1088862926,36.59522,37.14216,36.24717,15,13
TDG,2024-09-30,7895856603,7955901140,7915871449,3711691589,3739917381,3721100187,3362879011,3388452236,3371403419,1910539580,1988080606,1949310093,977546441,984980255,980024379,33.44822,34.15946,32.82714,14,15
TDG,2023-09-30,7232092893,7407987979,7304000000,3399668929,3482353854,3433471089,3080179215,3155093683,3110804759,1447609788,1493516785,1450000000,895369182,917145872,904271641,25.19548,25.6618,24.87302,7,9
TDG,2022-09-29,5369941784,5500546629,5424651126,1876359774,2814539663,2345449719,1599040327,2398560492,1998800410,727081765,1090622650,908852208,547487677,821231517,684359597,16.8581,17.16472,16.63707,5,7
TDG,2021-09-29,4783728349,4900075625,4832465307,1635631464,2453447197,2044539331,1379615683,2069423525,1724519604,596261348,894392022,745326685,481252063,721878095,601565079,11.60174,11.81275,11.44963,12,11
TDG,2020-09-29,4970018673,5090896803,5020653570,1060183767,1590275651,1325229709,899909911,1349864865,1124887388,288017824,434748386,361383105,403089533,604634301,503861917,14.35971,14.62089,14.17144,9,7
TDG,2019-09-29,5297441657,5426283193,5351412362,1953558200,2930337302,2441947751,1512570092,2268855139,1890712616,880854579,1321281870,1101068225,614230668,921346003,767788336,18.00458,18.33205,17.76852,5,7
TDG,2018-09-29,3762888760,3854407723,3801225333,1412339078,2118508617,1765423848,1319418103,1979127154,1649272629,642485421,963728134,803106778,346420913,519631370,433026142,17.66,17.9812,17.42846,8,7
TDG,2017-09-29,3517553507,3603105558,3553390588,1426974023,2140461036,1783717530,1219475862,1829213794,1524344828,650511613,975767420,813139517,334120586,501180879,417650733,12.28743,12.51092,12.12633,8,7
TDG,2016-09-29,3145018334,3221509783,3177060000,1042512840,1563769261,1303141051,978560399,1467840600,1223200500,458781488,688172232,573476860,283453255,425179882,354316569,11.40452,11.61195,11.255,7,8
TDG,2015-09-29,2674355974,2739400227,2701602500,917814439,1376721662,1147268051,856561396,1284842095,1070701746,371071094,556606641,463838868,243832228,365748343,304790286,8.73737,8.89629,8.62282,8,7
TDG,2014-09-29,1916318328,2874477493,2395397911,724133576,1086200364,905166970,752814514,1129221771,941018143,248203845,372305769,310254807,222047287,333070932,277559110,7.64,9.17,6.11,16,16
TDG,2013-09-29,1570701335,2356052002,1963376669,648168830,972253246,810211038,610396488,915594732,762995611,243812398,365718600,304765499,197531979,296297969,246914974,6.64,7.96,5.32,8,8
TDG,2012-09-29,1347667861,2021501793,1684584827,598607958,897911939,748259949,547406886,821110330,684258608,251081869,376622806,313852338,161950759,242926139,202438449,6.02,7.22,4.82,20,20
TDG,2011-09-29,972526990,1458790487,1215658739,455003745,682505619,568754682,389603216,584404825,487004021,176747182,265120773,220933978,104777848,157166774,130972312,4.15,4.99,3.31,11,11
TDG,2010-09-29,601697763,902546646,752122205,220425345,330638017,275531681,220169515,330254276,275211896,92530103,142796172,117663138,97364471,146046709,121705590,2.6,3.12,2.08,12,12
TDG,2009-09-29,583109056,874663585,728886321,257287906,385931861,321609884,248739058,373108587,310923823,115991956,173987935,144989946,64128277,96192417,80160347,2.94,3.53,2.35,14,14
TDG,2008-09-29,521607986,782411980,652009983,172592194,258888292,215740243,218255252,327382881,272819067,100785335,151178002,125981669,52142036,78213056,65177546,2.35,2.82,1.88,9,9
TDG,2007-09-29,468355987,702533983,585444985,133221409,199832116,166526763,183337251,275005878,229171565,69728791,104593188,87160990,50316829,75475245,62896037,1.88,2.26,1.5,11,11
