date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-28,AMD,USD,0000002488,2025-02-05,2025-02-05 16:42:57,2024,FY,1641000000,3177000000,-1163000000,1407000000,-2098000000,-1865000000,-1458000000,-109000000,1334000000,77000000,3041000000,-636000000,-565000000,-1834000000,2032000000,-98000000,-1101000000,-750000000,0,-1590000000,0,278000000,-2062000000,0,-122000000,3811000000,3933000000,3041000000,-636000000,2405000000,https://www.sec.gov/Archives/edgar/data/2488/000000248825000012/0000002488-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248825000012/amd-20241228.htm
2023-12-30,AMD,USD,0000002488,2024-01-31,2024-01-31 17:16:39,2023,FY,854000000,3551000000,-1019000000,1384000000,-3049000000,-1250000000,-580000000,-419000000,-800000000,-54000000,1667000000,-546000000,-131000000,-3722000000,2987000000,-11000000,-1423000000,0,0,-1412000000,0,266000000,-1146000000,0,-902000000,3933000000,4835000000,1667000000,-546000000,1121000000,https://www.sec.gov/Archives/edgar/data/2488/000000248824000012/0000002488-24-000012-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248824000012/amd-20231230.htm
2022-12-31,AMD,USD,0000002488,2023-02-27,2023-02-27 16:20:39,2022,FY,1320000000,4262000000,-1505000000,1081000000,-1846000000,-1091000000,-1401000000,931000000,-285000000,253000000,3565000000,-450000000,822000000,-2667000000,4310000000,-16000000,1999000000,679000000,0,-4108000000,0,165000000,-3264000000,0,2300000000,4835000000,2535000000,3565000000,-450000000,3115000000,https://www.sec.gov/Archives/edgar/data/2488/000000248823000047/0000002488-23-000047-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248823000047/amd-20221231.htm
2021-12-25,AMD,USD,0000002488,2022-02-03,2022-02-03 17:22:50,2021,FY,3162000000,463000000,308000000,379000000,-774000000,-640000000,-556000000,801000000,-379000000,-17000000,3521000000,-301000000,0,-2056000000,1678000000,-7000000,-686000000,0,0,-1999000000,0,104000000,-1895000000,0,940000000,2535000000,1595000000,3521000000,-301000000,3220000000,https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/0000002488-22-000016-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/amd-20211225.htm
2020-12-26,AMD,USD,0000002488,2021-01-29,2021-01-29 17:24:00,2020,FY,2490000000,354000000,-1223000000,274000000,-931000000,-209000000,-417000000,-513000000,208000000,107000000,1071000000,-294000000,-27000000,-850000000,192000000,27000000,-952000000,0,0,-78000000,0,84000000,6000000,0,125000000,1595000000,1470000000,1071000000,-294000000,777000000,https://www.sec.gov/Archives/edgar/data/2488/000162828021001185/0001628280-21-001185-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000162828021001185/amd-20201226.htm
2019-12-28,AMD,USD,0000002488,2020-02-04,2020-02-04 17:21:47,2019,FY,341000000,258000000,-4000000,197000000,-542000000,-623000000,-137000000,373000000,-155000000,243000000,493000000,-217000000,0,-284000000,325000000,27000000,-149000000,-473000000,0,-6000000,0,522000000,43000000,0,387000000,1470000000,1083000000,493000000,-217000000,276000000,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/0000002488-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm
2018-12-29,AMD,USD,0000002488,2019-02-08,2019-02-08 16:44:26,2018,FY,337000000,170000000,-4000000,137000000,-727000000,-806000000,-151000000,207000000,23000000,121000000,34000000,-163000000,0,-123000000,45000000,71000000,-170000000,-41000000,70000000,-6000000,0,75000000,28000000,0,-108000000,1083000000,1191000000,34000000,-163000000,-129000000,https://www.sec.gov/Archives/edgar/data/2488/000000248819000011/0000002488-19-000011-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248819000011/amd-12292018x10k.htm
2017-12-30,AMD,USD,0000002488,2018-02-27,2018-02-27 16:18:58,2017,FY,43000000,144000000,9000000,97000000,-264000000,-89000000,12000000,-75000000,-112000000,39000000,68000000,-113000000,1000000,-222000000,222000000,-2000000,-114000000,-40000000,20000000,0,0,7000000,-33000000,0,-79000000,1185000000,1264000000,68000000,-113000000,-45000000,https://www.sec.gov/Archives/edgar/data/2488/000000248818000042/0000002488-18-000042-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248818000042/amd-12302017x10k.htm
2016-12-31,AMD,USD,0000002488,2017-02-21,2017-02-21 16:52:14,2016,FY,-497000000,133000000,11000000,86000000,180000000,222000000,-73000000,58000000,-27000000,177000000,90000000,-77000000,0,0,342000000,2000000,277000000,-561000000,667000000,0,0,16000000,122000000,0,479000000,1264000000,785000000,90000000,-77000000,13000000,https://www.sec.gov/Archives/edgar/data/2488/000000248817000043/0000002488-17-000043-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248817000043/amd-12312016x10k.htm
2015-12-26,AMD,USD,0000002488,2016-02-18,2016-02-18 16:19:58,2015,FY,-660000000,167000000,0,63000000,102000000,280000000,-11000000,-156000000,-11000000,91000000,-237000000,-96000000,0,-227000000,462000000,8000000,147000000,56000000,5000000,0,0,-2000000,59000000,0,-20000000,785000000,805000000,-237000000,-96000000,-333000000,https://www.sec.gov/Archives/edgar/data/2488/000000248816000111/0000002488-16-000111-index.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248816000111/amd-12262015x10k.htm
