date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,NCLH,USD,0001513761,2025-02-27,2025-02-27 12:20:43,2024,FY,910257000,973512000,0,91781000,225440000,49304000,6950000,-20208000,189394000,-151167000,2049823000,-1210952000,-27322000,0,0,8886000,-1229388000,-870446000,0,-25333000,0,-136306000,-1032085000,0,-211650000,190765000,402415000,2049823000,-1210952000,838871000,https://www.sec.gov/Archives/edgar/data/1513761/000155837025001743/0001558370-25-001743-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000155837025001743/nclh-20241231x10k.htm
2023-12-31,NCLH,USD,0001513761,2024-02-28,2024-02-28 11:45:34,2023,FY,166178000,883236000,0,118940000,809373000,39649000,-11042000,-50976000,831742000,27987000,2005714000,-2750362000,0,0,0,-146781000,-2897143000,564707000,5307000,-26860000,0,-196297000,346857000,0,-544572000,402415000,946987000,2005714000,-2750362000,-744648000,https://www.sec.gov/Archives/edgar/data/1513761/000155837024001935/0001558370-24-001935-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000155837024001935/nclh-20231231x10k.htm
2022-12-31,NCLH,USD,0001513761,2023-02-28,2023-02-28 16:20:52,2022,FY,-2269909000,810053000,-1237000,113563000,1359619000,828661000,-33609000,-16196000,580763000,197931000,210020000,-1783857000,0,-224137000,240000000,12090000,-1755904000,1232831000,5267000,-20987000,0,-230887000,986224000,0,-559660000,946987000,1506647000,210020000,-1783857000,-1573837000,https://www.sec.gov/Archives/edgar/data/1513761/000155837023002361/0001558370-23-002361-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000155837023002361/nclh-20221231x10k.htm
2021-12-31,NCLH,USD,0001513761,2022-03-01,2022-03-01 13:18:53,2021,FY,-4506587000,758604000,78000,124077000,-204088000,-1159998000,-37481000,152026000,841365000,1359907000,-2468009000,-752843000,0,-1033496000,770000000,12295000,-1004044000,488254000,2668984000,-16687000,0,-1462333000,1678218000,0,-1793835000,1506647000,3300482000,-2468009000,-752843000,-3220852000,https://www.sec.gov/Archives/edgar/data/1513761/000155837022002516/0001558370-22-002516-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000155837022002516/nclh-20211231x10k.htm
2020-12-31,NCLH,USD,0001513761,2021-02-26,2021-02-26 15:57:03,2020,FY,-4012514000,739619000,12765000,111297000,-1075379000,30797000,10555000,-21419000,-1095312000,1667969000,-2556243000,-946545000,0,-31520000,0,2703000,-975362000,5182609000,1547265000,-15407000,0,-135256000,6579211000,0,3047606000,3300482000,252876000,-2556243000,-946545000,-3502788000,https://www.sec.gov/Archives/edgar/data/1513761/000155837021001998/0001558370-21-001998-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000155837021001998/nclh-20201231x10k.htm
2019-12-31,NCLH,USD,0001513761,2020-02-27,2020-02-27 17:05:58,2019,FY,930228000,647102000,-26134000,95055000,165159000,-14104000,-6155000,-58635000,244053000,11195000,1822605000,-1637170000,0,-47085000,289000,3774000,-1680192000,315565000,31937000,-370799000,0,-30091000,-53388000,0,89025000,252876000,163851000,1822605000,-1637170000,185435000,https://www.sec.gov/Archives/edgar/data/1513761/000155837020001661/0001558370-20-001661-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000155837020001661/nclh-20191231x10kc19a9c.htm
2018-12-31,NCLH,USD,0001513761,2019-02-27,2019-02-27 15:37:01,2018,FY,954843000,566972000,1508000,115983000,429486000,-15886000,-9052000,106387000,348037000,6379000,2075171000,-1566796000,0,-1719000,64796000,1011000,-1502708000,188621000,28819000,-678666000,0,-123576000,-584802000,0,-12339000,163851000,176190000,2075171000,-1566796000,508375000,https://www.sec.gov/Archives/edgar/data/1513761/000114420419010508/0001144204-19-010508-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000114420419010508/tv513897_10k.htm
2017-12-31,NCLH,USD,0001513761,2018-02-27,2018-02-27 11:54:39,2017,FY,759872000,521484000,9153000,87039000,199160000,15050000,-17129000,14047000,187192000,9033000,1585741000,-1372214000,499000,-35694000,2346000,165000,-1404898000,-100495000,30032000,0,0,-62537000,-133000000,0,47843000,176190000,128347000,1585741000,-1372214000,213527000,https://www.sec.gov/Archives/edgar/data/1513761/000114420418011097/0001144204-18-011097-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000114420418011097/tv486495_10k.htm
2016-12-31,NCLH,USD,0001513761,2017-02-27,2017-02-27 16:05:32,2016,FY,633085000,445635000,-2448000,66414000,74105000,-20983000,-9184000,-5755000,110027000,22875000,1239666000,-1092091000,0,-36823000,0,-36823000,-1128914000,9899000,9169000,-49999000,0,-67411000,-98342000,0,12410000,128347000,115937000,1239666000,-1092091000,147575000,https://www.sec.gov/Archives/edgar/data/1513761/000157104917001650/0001571049-17-001650-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000157104917001650/t1700165_10k.htm
2015-12-31,NCLH,USD,0001513761,2016-02-29,2016-02-29 17:08:07,2015,FY,427137000,450335000,1269000,42209000,132192000,-14803000,-4408000,-50730000,202133000,-9423000,1043719000,-1125275000,0,-83519000,0,-83519000,-1208794000,249454000,69985000,-107256000,0,-16995000,195188000,0,31113000,115937000,84824000,1043719000,-1125275000,-81556000,https://www.sec.gov/Archives/edgar/data/1513761/000157104916012414/0001571049-16-012414-index.htm,https://www.sec.gov/Archives/edgar/data/1513761/000157104916012414/t1600485_10k.htm
