date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,declarationDate,recordDate,paymentDate
2025-08-29,59.79,60.19,59.66,59.9,58.56,4254152,4254152,0.115,0.18398,59.885,"August 29, 25",0.0018398,,,,,
2025-08-28,60.4,60.41,59.72,59.81,58.47,3772097,3772097,-0.59,-0.97682,60.085,"August 28, 25",-0.0097682,,,,,
2025-08-27,59.98,60.5,59.95,60.34,58.99,3534000,3534000,0.36,0.6002,60.1925,"August 27, 25",0.006002,,,,,
2025-08-26,60.23,60.3,59.19,59.82,58.48,6067600,6067600,-0.41,-0.68072,59.885,"August 26, 25",-0.0068072,,,,,
2025-08-25,61.2,61.69,59.69,60.19,58.84,9794521,9794521,-1.01,-1.65,60.6925,"August 25, 25",-0.0165,,,,,
2025-08-22,61.5,62.42,61.5,61.9,60.51,4595562,4595562,0.4,0.65041,61.83,"August 22, 25",0.0065041,,,,,
2025-08-21,61.25,61.57,60.96,61.25,59.87,2557822,2557822,0,0,61.2575,"August 21, 25",0,,,,,
2025-08-20,61.58,62.46,61.37,61.52,60.14,3052099,3052099,-0.06,-0.09743423,61.7325,"August 20, 25",-0.0009743423,,,,,
2025-08-19,60.53,61.33,60.51,61.3,59.92,2831800,2831800,0.77,1.27,60.9175,"August 19, 25",0.0127,,,,,
2025-08-18,61.21,61.27,60.35,60.4,59.04,2865667,2865667,-0.81,-1.32,60.8075,"August 18, 25",-0.0132,,,,,
2025-08-15,61.31,61.32,60.74,61.14,59.77,6543700,6543700,-0.17,-0.27728,61.1275,"August 15, 25",-0.0027728,,,,,
2025-08-14,61.83,61.99,60.98,61.18,59.81,3875933,3875933,-0.65,-1.05,61.495,"August 14, 25",-0.0105,,,,,
2025-08-13,61.58,62.15,61.33,62.1,60.71,4103203,4103203,0.52,0.84443,61.79,"August 13, 25",0.0084443,,,,,
2025-08-12,61.49,61.77,60.98,61.31,59.93,3461594,3461594,-0.18,-0.29273,61.3875,"August 12, 25",-0.0029273,,,,,
2025-08-11,62,62.17,61.48,61.49,60.11,4151755,4151755,-0.51,-0.82258,61.785,"August 11, 25",-0.0082258,,,,,
2025-08-08,62,62.26,61.56,61.81,60.42,3894854,3894854,-0.19,-0.30645,61.9075,"August 08, 25",-0.0030645,,,,,
2025-08-07,60.84,61.98,60.61,61.74,60.35,5414627,5414627,0.9,1.48,61.2925,"August 07, 25",0.0148,,,,,
2025-08-06,61.25,61.9,60.95,60.97,59.6,5408700,5408700,-0.28,-0.45714,61.2675,"August 06, 25",-0.0045714,,,,,
2025-08-05,61.32,61.67,60.62,61.08,59.71,10023111,10023111,-0.24,-0.39139,61.1725,"August 05, 25",-0.0039139,,,,,
2025-08-04,60.64,61.58,60.31,61.13,59.76,6820200,6820200,0.49,0.80805,60.915,"August 04, 25",0.0080805,,,,,
2025-08-01,59.08,60.78,59.05,60.41,59.05,7653317,7653317,1.33,2.25,59.83,"August 01, 25",0.0225,,,,,
2025-07-31,57.74,58.51,57.53,58.45,57.14,9138000,9138000,0.71,1.23,58.0575,"July 31, 25",0.0123,,,,,
2025-07-30,58.65,59,58,58.25,56.94,4091908,4091908,-0.4,-0.68201,58.475,"July 30, 25",-0.0068201,,,,,
2025-07-29,58.15,58.69,57.89,58.66,57.34,2976843,2976843,0.51,0.87704,58.3475,"July 29, 25",0.0087704,,,,,
2025-07-28,58.6,58.69,57.82,58,56.7,2908179,2908179,-0.6,-1.02,58.2775,"July 28, 25",-0.0102,,,,,
2025-07-25,58.75,58.98,58.45,58.75,57.43,2908700,2908700,0,0,58.7325,"July 25, 25",0,,,,,
2025-07-24,58.36,59.14,58.17,58.75,57.43,3970657,3970657,0.39,0.66827,58.605,"July 24, 25",0.0066827,,,,,
2025-07-23,58.55,58.87,57.9,58.29,56.98,5192320,5192320,-0.26,-0.44406,58.4025,"July 23, 25",-0.0044406,,,,,
2025-07-22,57.82,58.63,57.44,58.51,57.2,4018000,4018000,0.69,1.19,58.1,"July 22, 25",0.0119,,,,,
2025-07-21,58.16,58.35,57.67,57.69,56.39,4380478,4380478,-0.47,-0.80812,57.9675,"July 21, 25",-0.0080812,,,,,
2025-07-18,57.76,58.68,57.61,58.09,56.79,5451500,5451500,0.33,0.57133,58.035,"July 18, 25",0.0057133,,,,,
2025-07-17,56.91,57.97,56.72,57.61,56.32,3787904,3787904,0.7,1.23,57.3025,"July 17, 25",0.0123,,,,,
2025-07-16,56.58,57.36,56.41,57.17,55.89,4411231,4411231,0.59,1.04,56.88,"July 16, 25",0.0104,,,,,
2025-07-15,56.99,57.11,56.19,56.55,55.28,2985879,2985879,-0.44,-0.77207,56.71,"July 15, 25",-0.0077207,,,,,
2025-07-14,57.31,57.65,56.79,57.2,55.92,3219214,3219214,-0.11,-0.19194,57.2375,"July 14, 25",-0.0019194,,,,,
2025-07-11,57.52,57.84,57.12,57.39,56.1,4726300,4726300,-0.13,-0.22601,57.4675,"July 11, 25",-0.0022601,,,,,
2025-07-10,56.67,58.32,56.52,58.16,56.85,3655112,3655112,1.49,2.63,57.4175,"July 10, 25",0.0263,,,,,
2025-07-09,56.48,57.23,56.28,57.15,55.87,2890321,2890321,0.67,1.19,56.785,"July 09, 25",0.0119,,,,,
2025-07-08,56.07,56.5,55.36,56.32,55.06,4397623,4397623,0.25,0.44587,56.0625,"July 08, 25",0.0044587,,,,,
2025-07-07,56.78,57,56.08,56.44,55.17,4271970,4271970,-0.34,-0.5988,56.575,"July 07, 25",-0.005988,,,,,
2025-07-03,57.25,57.61,56.66,56.86,55.58,3095639,3095639,-0.39,-0.68122,57.095,"July 03, 25",-0.0068122,,,,,
2025-07-02,57.5,58.17,57.03,57.42,56.13,7518031,7518031,-0.08,-0.13913,57.53,"July 02, 25",-0.0013913,,,,,
2025-07-01,56.67,57.71,56.17,57.65,56.36,5922600,5922600,0.98,1.73,57.05,"July 01, 25",0.0173,,,,,
2025-06-30,55.51,56.61,55.2,56.52,55.25,6009875,6009875,1.01,1.82,55.96,"June 30, 25",0.0182,,,,,
2025-06-27,55.62,56.23,55.14,55.87,54.62,6225500,6225500,0.25,0.44948,55.715,"June 27, 25",0.0044948,,,,,
2025-06-26,55.08,55.41,54.8,55.18,53.94,5695135,5695135,0.1,0.18155,55.1175,"June 26, 25",0.0018155,,,,,
2025-06-25,55.8,55.84,54.89,55.2,53.96,4113120,4113120,-0.6,-1.08,55.4325,"June 25, 25",-0.0108,,,,,
2025-06-24,55.78,56.39,55.64,55.98,54.72,7600600,7600600,0.2,0.35855,55.9475,"June 24, 25",0.0035855,,,,,
2025-06-23,54.45,56,54.25,55.88,54.63,9467612,9467612,1.43,2.63,55.145,"June 23, 25",0.0263,,,,,
2025-06-20,54.25,54.78,54.05,54.22,53,14473100,14473100,-0.03,-0.05529954,54.325,"June 20, 25",-0.0005529954,,,,,
2025-06-18,54.02,54.51,53.59,54.18,52.96,10128627,10128627,0.16,0.29619,54.075,"June 18, 25",0.0029619,,,,,
2025-06-17,54.61,54.67,53.36,53.77,52.56,11059614,11059614,-0.84,-1.54,54.1025,"June 17, 25",-0.0154,,,,,
2025-06-16,55.73,56.17,54.59,54.73,53.5,4208349,4208349,-1,-1.79,55.305,"June 16, 25",-0.0179,,,,,
2025-06-13,55.93,56.27,55.28,55.51,54.26,4289036,4289036,-0.42,-0.75094,55.7475,"June 13, 25",-0.0075094,,,,,
2025-06-12,55.58,55.98,55.34,55.91,54.65,4955067,4955067,0.33,0.59374,55.7025,"June 12, 25",0.0059374,,,,,
2025-06-11,55.48,55.86,55.37,55.57,54.32,5298127,5298127,0.09,0.16222,55.57,"June 11, 25",0.0016222,,,,,
2025-06-10,55.65,55.93,55.28,55.61,54.36,5926538,5926538,-0.04,-0.07187781,55.6175,"June 10, 25",-0.0007187781,,,,,
2025-06-09,55.76,56.17,55.52,55.67,54.42,5535164,5535164,-0.09,-0.16141,55.78,"June 09, 25",-0.0016141,,,,,
2025-06-06,56.38,56.38,55.47,55.77,54.52,4402724,4402724,-0.61,-1.08,56,"June 06, 25",-0.0108,,,,,
2025-06-05,56.12,56.33,55.62,56,54.74,4821662,4821662,-0.12,-0.21383,56.0175,"June 05, 25",-0.0021383,,,,,
2025-06-04,56.75,56.79,56.06,56.08,54.82,5398030,5398030,-0.67,-1.18,56.42,"June 04, 25",-0.0118,,,,,
2025-06-03,57,57.07,56.32,56.69,55.42,4737482,4737482,-0.31,-0.54386,56.77,"June 03, 25",-0.0054386,,,,,
2025-06-02,56.36,57.18,56,56.77,55.5,4643845,4643845,0.41,0.72747,56.5775,"June 02, 25",0.0072747,,,,,
2025-05-30,55.87,56.88,55.8,56.67,55.4,9416150,9416150,0.8,1.43,56.305,"May 30, 25",0.0143,,,,,
2025-05-29,55.2,56.11,55.02,56.02,54.76,4612673,4612673,0.82,1.49,55.5875,"May 29, 25",0.0149,0.6675,0.6675,2025-05-07,2025-05-29,2025-06-20
2025-05-28,56.71,56.77,55.47,55.88,53.97,6772800,6772800,-0.83,-1.46,56.2075,"May 28, 25",-0.0146,,,,,
2025-05-27,56.69,56.94,56.28,56.73,54.79,5276541,5276541,0.04,0.07055918,56.66,"May 27, 25",0.0007055918,,,,,
2025-05-23,56,56.47,55.02,56.29,54.37,5958242,5958242,0.29,0.51786,55.945,"May 23, 25",0.0051786,,,,,
2025-05-22,56.17,56.32,55.11,55.66,53.76,5419300,5419300,-0.505,-0.90796,55.815,"May 22, 25",-0.0090796,,,,,
2025-05-21,57.67,57.93,56.42,56.53,54.6,7410200,7410200,-1.14,-1.98,57.1375,"May 21, 25",-0.0198,,,,,
2025-05-20,57.3,58.64,57,58,56.02,11479837,11479837,0.7,1.22,57.735,"May 20, 25",0.0122,,,,,
2025-05-19,55.42,56.21,55,56.2,54.28,6461000,6461000,0.78,1.41,55.7075,"May 19, 25",0.0141,,,,,
2025-05-16,54.97,55.79,54.71,55.77,53.86,4679264,4679264,0.8,1.46,55.31,"May 16, 25",0.0146,,,,,
2025-05-15,54,55.08,53.98,55.04,53.16,5850962,5850962,1.04,1.93,54.525,"May 15, 25",0.0193,,,,,
2025-05-14,53.56,54.02,52.53,54,52.15,7964700,7964700,0.44,0.82151,53.5275,"May 14, 25",0.0082151,,,,,
2025-05-13,54.89,54.98,53.74,53.81,51.97,5801732,5801732,-1.08,-1.97,54.355,"May 13, 25",-0.0197,,,,,
2025-05-12,54.67,55.39,54.49,54.85,52.98,5756782,5756782,0.18,0.32925,54.85,"May 12, 25",0.0032925,,,,,
2025-05-09,55.07,55.29,54.67,55.09,53.21,3312275,3312275,0.02,0.03631741,55.03,"May 09, 25",0.0003631741,,,,,
2025-05-08,54.86,55.55,54.58,55,53.12,4673621,4673621,0.14,0.2552,54.9975,"May 08, 25",0.002552,,,,,
2025-05-07,54.5,55.69,54.3,55.15,53.26,4070234,4070234,0.65,1.19,54.91,"May 07, 25",0.0119,,,,,
2025-05-06,54.5,55.11,54.08,54.68,52.81,4100300,4100300,0.18,0.33028,54.5925,"May 06, 25",0.0033028,,,,,
2025-05-05,54.88,54.93,53.94,54.42,52.56,4314976,4314976,-0.46,-0.83819,54.5425,"May 05, 25",-0.0083819,,,,,
2025-05-02,54.93,55.29,54.43,55,53.12,7472100,7472100,0.07,0.12743,54.9125,"May 02, 25",0.0012743,,,,,
2025-05-01,56.64,57.02,54.71,54.83,52.96,7996200,7996200,-1.81,-3.2,55.8,"May 01, 25",-0.032,,,,,
2025-04-30,54.32,54.62,53.29,54.38,52.52,6157800,6157800,0.06,0.11046,54.1525,"April 30, 25",0.0011046,,,,,
2025-04-29,53.47,54.48,53.37,54.31,52.45,5046611,5046611,0.84,1.57,53.9075,"April 29, 25",0.0157,,,,,
2025-04-28,52.95,53.84,52.75,53.74,51.9,3889221,3889221,0.79,1.49,53.32,"April 28, 25",0.0149,,,,,
2025-04-25,53.24,53.45,52.92,52.95,51.14,5352232,5352232,-0.29,-0.5447,53.14,"April 25, 25",-0.005447,,,,,
2025-04-24,53.09,53.59,52.76,53.35,51.53,3980400,3980400,0.26,0.48973,53.1975,"April 24, 25",0.0048973,,,,,
2025-04-23,53.2,54.5,52.79,53.3,51.48,5342003,5342003,0.1,0.18797,53.4475,"April 23, 25",0.0018797,,,,,
2025-04-22,52.6,53.66,52.43,53.4,51.57,4703800,4703800,0.8,1.52,53.0225,"April 22, 25",0.0152,,,,,
2025-04-21,52.92,53.16,51.42,52.06,50.28,3608600,3608600,-0.86,-1.63,52.39,"April 21, 25",-0.0163,,,,,
2025-04-17,52.63,53.98,52.5,53.17,51.35,8734017,8734017,0.54,1.03,53.07,"April 17, 25",0.0103,,,,,
2025-04-16,54.1,54.1,52.86,53.06,51.25,6082466,6082466,-1.04,-1.92,53.53,"April 16, 25",-0.0192,,,,,
2025-04-15,54.29,54.5,53.63,53.67,51.84,4359352,4359352,-0.62,-1.14,54.0225,"April 15, 25",-0.0114,,,,,
2025-04-14,53,54.26,52.59,54.1,52.25,4039865,4039865,1.1,2.08,53.4875,"April 14, 25",0.0208,,,,,
2025-04-11,51.96,53.02,51.02,52.74,50.94,5152859,5152859,0.78,1.5,52.185,"April 11, 25",0.015,,,,,
2025-04-10,52.2,52.58,50.78,51.93,50.16,5827600,5827600,-0.27,-0.51724,51.8725,"April 10, 25",-0.0051724,,,,,
2025-04-09,49.23,52.42,48.07,52.25,50.46,9854400,9854400,3.02,6.13,50.4925,"April 09, 25",0.0613,,,,,
2025-04-08,51.13,51.33,49.05,49.66,47.96,9528800,9528800,-1.47,-2.88,50.2925,"April 08, 25",-0.0288,,,,,
2025-04-07,51.51,52.4,49.85,50.83,49.09,7889276,7889276,-0.68,-1.32,51.1475,"April 07, 25",-0.0132,,,,,
2025-04-04,56.98,56.99,52.71,52.73,50.93,8633425,8633425,-4.25,-7.46,54.8525,"April 04, 25",-0.0746,,,,,
2025-04-03,57,57.05,55.62,56.25,54.33,7118823,7118823,-0.75,-1.32,56.48,"April 03, 25",-0.0132,,,,,
2025-04-02,56.51,56.56,55.87,56.23,54.31,3264000,3264000,-0.28,-0.49549,56.2925,"April 02, 25",-0.0049549,,,,,
2025-04-01,56.11,56.28,55.56,56.26,54.34,4612256,4612256,0.15,0.26733,56.0525,"April 01, 25",0.0026733,,,,,
2025-03-31,55.45,56.29,55.07,56.07,54.15,7010909,7010909,0.62,1.12,55.72,"March 31, 25",0.0112,,,,,
2025-03-28,54.81,55.4,54.53,54.99,53.11,3830200,3830200,0.18,0.32841,54.9325,"March 28, 25",0.0032841,,,,,
2025-03-27,53.95,54.58,53.7,54.47,52.61,5189900,5189900,0.52,0.96386,54.175,"March 27, 25",0.0096386,,,,,
2025-03-26,53.12,54.01,52.96,53.86,52.02,3618317,3618317,0.74,1.39,53.4875,"March 26, 25",0.0139,,,,,
2025-03-25,54.1,54.24,52.65,52.85,51.04,5105048,5105048,-1.25,-2.31,53.46,"March 25, 25",-0.0231,,,,,
2025-03-24,54.39,55.23,54.2,54.33,52.47,4144805,4144805,-0.06,-0.11031,54.5375,"March 24, 25",-0.0011031,,,,,
2025-03-21,54.8,55.28,54.21,54.55,52.69,7961400,7961400,-0.25,-0.4562,54.71,"March 21, 25",-0.004562,,,,,
2025-03-20,55.04,55.45,54.75,54.98,53.1,3984613,3984613,-0.06,-0.10901,55.055,"March 20, 25",-0.0010901,,,,,
2025-03-19,54.73,55.17,54.5,54.91,53.03,4313538,4313538,0.18,0.32889,54.8275,"March 19, 25",0.0032889,,,,,
2025-03-18,54.45,54.8,53.88,54.77,52.9,4937156,4937156,0.32,0.5877,54.475,"March 18, 25",0.005877,,,,,
