date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,declarationDate,recordDate,paymentDate
2025-03-17,54.79,55.33,54.3,54.71,52.84,4838710,4838710,-0.08,-0.14601,54.7825,"March 17, 25",-0.0014601,,,,,
2025-03-14,53.92,54.8,53.69,54.68,52.81,5187739,5187739,0.76,1.41,54.2725,"March 14, 25",0.0141,,,,,
2025-03-13,53.92,54.4,53.62,54.09,52.24,3448769,3448769,0.17,0.31528,54.0075,"March 13, 25",0.0031528,,,,,
2025-03-12,54.52,54.8,53.52,53.72,51.88,5081494,5081494,-0.8,-1.47,54.14,"March 12, 25",-0.0147,,,,,
2025-03-11,56.69,56.97,55,55.14,53.26,4316665,4316665,-1.55,-2.73,55.95,"March 11, 25",-0.0273,,,,,
2025-03-10,55.49,57.13,55.05,56.54,54.61,6307310,6307310,1.05,1.89,56.0525,"March 10, 25",0.0189,,,,,
2025-03-07,53.73,55.54,53.53,55.22,53.33,6524643,6524643,1.49,2.77,54.505,"March 07, 25",0.0277,,,,,
2025-03-06,54.08,54.35,53.27,53.69,51.85,3471258,3471258,-0.39,-0.72115,53.8475,"March 06, 25",-0.0072115,,,,,
2025-03-05,54.03,54.53,53.78,54.1,52.25,4346700,4346700,0.07,0.12956,54.11,"March 05, 25",0.0012956,,,,,
2025-03-04,56.92,57.25,53.7,54.33,52.47,8397801,8397801,-2.59,-4.55,55.55,"March 04, 25",-0.0455,,,,,
2025-03-03,56.54,57.21,56.33,56.87,54.93,6791700,6791700,0.33,0.58366,56.7375,"March 03, 25",0.0058366,,,,,
2025-02-28,56.4,56.79,55.8,56.62,54.68,7862334,7862334,0.22,0.39007,56.4025,"February 28, 25",0.0039007,0.6675,0.6675,2025-01-24,2025-02-28,2025-03-20
2025-02-27,56.91,57.79,56.47,56.48,53.9,5773509,5773509,-0.43,-0.75558,56.9125,"February 27, 25",-0.0075558,,,,,
2025-02-26,57.27,57.65,56.88,57.11,54.5,4422351,4422351,-0.16,-0.27938,57.2275,"February 26, 25",-0.0027938,,,,,
2025-02-25,57.45,57.64,56.96,57.43,54.81,3867418,3867418,-0.02,-0.03481288,57.37,"February 25, 25",-0.0003481288,,,,,
2025-02-24,57.6,57.7,56.76,56.87,54.27,4323646,4323646,-0.73,-1.27,57.2325,"February 24, 25",-0.0127,,,,,
2025-02-21,56.25,57.54,56,57.43,54.81,5117705,5117705,1.18,2.1,56.805,"February 21, 25",0.021,,,,,
2025-02-20,55.5,56.64,55.28,56.32,53.75,4128600,4128600,0.82,1.48,55.935,"February 20, 25",0.0148,,,,,
2025-02-19,55.71,55.86,55.34,55.67,53.13,4744768,4744768,-0.04,-0.07180039,55.645,"February 19, 25",-0.0007180039,,,,,
2025-02-18,55.54,55.85,54.97,55.61,53.07,3512691,3512691,0.07,0.12604,55.4925,"February 18, 25",0.0012604,,,,,
2025-02-14,56.92,56.99,55.45,55.59,53.05,3663900,3663900,-1.33,-2.34,56.2375,"February 14, 25",-0.0234,,,,,
2025-02-13,56.18,57,55.66,56.71,54.12,4995748,4995748,0.53,0.9434,56.3875,"February 13, 25",0.009434,,,,,
2025-02-12,55.29,56.37,54.56,55.93,53.38,5075979,5075979,0.64,1.16,55.5375,"February 12, 25",0.0116,,,,,
2025-02-11,55.1,55.76,54.5,55.71,53.17,5604100,5604100,0.61,1.11,55.2675,"February 11, 25",0.0111,,,,,
2025-02-10,54.5,55.34,54.4,55.31,52.78,4839232,4839232,0.81,1.49,54.8875,"February 10, 25",0.0149,,,,,
2025-02-07,54.19,54.88,53.93,54.63,52.13,3067945,3067945,0.44,0.81196,54.4075,"February 07, 25",0.0081196,,,,,
2025-02-06,54.25,54.45,53.91,54.38,51.9,3247842,3247842,0.13,0.23963,54.2475,"February 06, 25",0.0023963,,,,,
2025-02-05,54.6,54.76,53.83,54.1,51.63,6157436,6157436,-0.5,-0.91575,54.3225,"February 05, 25",-0.0091575,,,,,
2025-02-04,55.73,55.73,52.93,53.96,51.5,9350800,9350800,-1.77,-3.18,54.5875,"February 04, 25",-0.0318,,,,,
2025-02-03,55.19,56.69,54.9,56.32,53.75,3921717,3921717,1.13,2.05,55.775,"February 03, 25",0.0205,,,,,
2025-01-31,55.68,55.91,55.26,55.59,53.05,4289261,4289261,-0.09,-0.16164,55.61,"January 31, 25",-0.0016164,,,,,
2025-01-30,55.63,56,55.38,55.81,53.26,3171313,3171313,0.18,0.32357,55.705,"January 30, 25",0.0032357,,,,,
2025-01-29,55.31,56.13,55.08,55.1,52.58,3611808,3611808,-0.21,-0.37968,55.405,"January 29, 25",-0.0037968,,,,,
2025-01-28,55.56,56.13,54.98,55.31,52.78,4576000,4576000,-0.25,-0.44996,55.495,"January 28, 25",-0.0044996,,,,,
2025-01-27,53.95,55.82,53.66,55.73,53.18,6517711,6517711,1.78,3.3,54.79,"January 27, 25",0.033,,,,,
2025-01-24,53,53.72,52.9,53.48,51.04,4277469,4277469,0.48,0.90566,53.275,"January 24, 25",0.0090566,,,,,
2025-01-23,53.2,53.87,52.88,53.21,50.78,5134725,5134725,0.01,0.01879699,53.29,"January 23, 25",0.0001879699,,,,,
2025-01-22,55.73,55.73,52.85,52.93,50.51,5963400,5963400,-2.8,-5.02,54.31,"January 22, 25",-0.0502,,,,,
2025-01-21,55.61,56.58,55.24,55.91,53.36,5751857,5751857,0.3,0.53947,55.835,"January 21, 25",0.0053947,,,,,
2025-01-17,54.9,55.71,54.65,55.28,52.75,4655520,4655520,0.38,0.69217,55.135,"January 17, 25",0.0069217,,,,,
2025-01-16,53.53,55.13,53.5,55.06,52.54,4578100,4578100,1.53,2.86,54.305,"January 16, 25",0.0286,,,,,
2025-01-15,54.44,54.56,53.48,53.65,51.2,4547400,4547400,-0.79,-1.45,54.0325,"January 15, 25",-0.0145,,,,,
2025-01-14,53.57,53.93,53.3,53.69,51.24,4735840,4735840,0.12,0.22401,53.6225,"January 14, 25",0.0022401,,,,,
2025-01-13,53.44,53.55,52.95,53.46,51.02,3972509,3972509,0.02,0.03742515,53.35,"January 13, 25",0.0003742515,,,,,
2025-01-10,54.46,54.94,53.22,53.39,50.95,4196478,4196478,-1.07,-1.96,54.0025,"January 10, 25",-0.0196,,,,,
2025-01-08,53.9,54.65,53.47,54.6,52.11,4430456,4430456,0.7,1.3,54.155,"January 08, 25",0.013,,,,,
2025-01-07,53.8,54.46,53.71,54.03,51.56,3865349,3865349,0.23,0.42751,54,"January 07, 25",0.0042751,,,,,
2025-01-06,55.12,55.12,53.26,53.66,51.21,3748830,3748830,-1.46,-2.65,54.29,"January 06, 25",-0.0265,,,,,
2025-01-03,54.77,54.95,54.5,54.73,52.23,3366676,3366676,-0.04,-0.07303268,54.7375,"January 03, 25",-0.0007303268,,,,,
2025-01-02,54.28,54.61,53.93,54.4,51.92,3683404,3683404,0.12,0.22108,54.305,"January 02, 25",0.0022108,,,,,
2024-12-31,54.01,54.26,53.35,53.86,51.4,2714940,2714940,-0.15,-0.27773,53.87,"December 31, 24",-0.0027773,,,,,
2024-12-30,53.75,54.03,53.35,53.87,51.41,3202200,3202200,0.12,0.22326,53.75,"December 30, 24",0.0022326,,,,,
2024-12-27,53.36,54.1,53.33,53.93,51.47,2932353,2932353,0.57,1.07,53.68,"December 27, 24",0.0107,,,,,
2024-12-26,53.54,53.87,53.5,53.71,51.26,1835264,1835264,0.17,0.31752,53.655,"December 26, 24",0.0031752,,,,,
2024-12-24,53.32,53.82,53.24,53.77,51.31,1329400,1329400,0.45,0.84396,53.5375,"December 24, 24",0.0084396,,,,,
2024-12-23,53.56,53.68,53.05,53.68,51.23,4063300,4063300,0.12,0.22405,53.4925,"December 23, 24",0.0022405,,,,,
2024-12-20,53.01,53.82,52.95,53.66,51.21,8702811,8702811,0.655,1.23,53.36,"December 20, 24",0.0123,,,,,
2024-12-19,52.67,53.6,52.44,52.99,50.57,4216089,4216089,0.32,0.60756,52.925,"December 19, 24",0.0060756,,,,,
2024-12-18,53.51,53.9,52.6,52.63,50.23,5895918,5895918,-0.88,-1.64,53.16,"December 18, 24",-0.0164,,,,,
2024-12-17,53.19,53.82,53.1,53.59,51.14,3513217,3513217,0.4,0.75202,53.425,"December 17, 24",0.0075202,,,,,
2024-12-16,54.08,54.29,53.51,53.53,51.08,3427111,3427111,-0.55,-1.02,53.8525,"December 16, 24",-0.0102,,,,,
2024-12-13,53.83,54.44,53.72,54.04,51.57,2985389,2985389,0.21,0.39012,54.0075,"December 13, 24",0.0039012,,,,,
2024-12-12,54.45,54.51,53.54,53.83,51.37,6079943,6079943,-0.62,-1.14,54.0825,"December 12, 24",-0.0114,,,,,
2024-12-11,55.06,55.21,54,54.27,51.79,4155426,4155426,-0.79,-1.43,54.635,"December 11, 24",-0.0143,,,,,
2024-12-10,55.37,55.41,54.22,55.01,52.5,5099083,5099083,-0.36,-0.65017,55.0025,"December 10, 24",-0.0065017,,,,,
2024-12-09,56.05,56.26,55.43,55.59,53.05,6352622,6352622,-0.46,-0.8207,55.8325,"December 09, 24",-0.008207,,,,,
2024-12-06,57,57.11,55.82,56.05,53.49,3453929,3453929,-0.95,-1.67,56.495,"December 06, 24",-0.0167,,,,,
2024-12-05,56.4,57.38,56.2,56.91,54.31,5964060,5964060,0.51,0.90426,56.7225,"December 05, 24",0.0090426,,,,,
2024-12-04,56.47,56.92,55.95,56.36,53.79,4593656,4593656,-0.11,-0.19479,56.425,"December 04, 24",-0.0019479,,,,,
2024-12-03,57.7,57.88,56.66,56.67,54.08,8405833,8405833,-1.03,-1.79,57.2275,"December 03, 24",-0.0179,,,,,
2024-12-02,58.76,58.76,57.28,57.34,54.72,5658748,5658748,-1.42,-2.42,58.035,"December 02, 24",-0.0242,,,,,
2024-11-29,59.18,59.39,58.51,58.75,56.07,2553321,2553321,-0.43,-0.7266,58.9575,"November 29, 24",-0.007266,0.6675,0.6675,2024-10-31,2024-11-29,2024-12-20
2024-11-27,59.58,60.27,59.43,59.7,56.34,5401078,5401078,0.12,0.20141,59.745,"November 27, 24",0.0020141,,,,,
2024-11-26,58.55,59.34,58.26,59.12,55.79,4577033,4577033,0.57,0.97353,58.8175,"November 26, 24",0.0097353,,,,,
2024-11-25,58.5,58.97,58.24,58.53,55.24,5579021,5579021,0.03,0.05128205,58.56,"November 25, 24",0.0005128205,,,,,
2024-11-22,58.65,58.92,57.93,58.14,54.87,4785161,4785161,-0.51,-0.86957,58.41,"November 22, 24",-0.0086957,,,,,
2024-11-21,58,58.43,57.53,58.37,55.08,3871872,3871872,0.37,0.63793,58.0825,"November 21, 24",0.0063793,,,,,
2024-11-20,57.62,57.89,57.35,57.8,54.55,2633056,2633056,0.18,0.31239,57.665,"November 20, 24",0.0031239,,,,,
2024-11-19,57.48,57.68,56.95,57.59,54.35,4564400,4564400,0.115,0.19137,57.425,"November 19, 24",0.0019137,,,,,
2024-11-18,57.29,58.24,57.02,57.71,54.46,4293400,4293400,0.42,0.73311,57.565,"November 18, 24",0.0073311,,,,,
2024-11-15,56.2,57.66,56,57.63,54.39,5808408,5808408,1.43,2.54,56.8725,"November 15, 24",0.0254,,,,,
2024-11-14,56.74,57.11,55.99,56.19,53.03,4822374,4822374,-0.55,-0.96933,56.5075,"November 14, 24",-0.0096933,,,,,
2024-11-13,57.51,57.65,55.82,56.58,53.4,6499800,6499800,-0.93,-1.62,56.89,"November 13, 24",-0.0162,,,,,
2024-11-12,57.96,58.1,56.8,57.03,53.82,4992925,4992925,-0.93,-1.6,57.4725,"November 12, 24",-0.016,,,,,
2024-11-11,57.81,58.67,57.65,58.15,54.88,2884000,2884000,0.34,0.58813,58.07,"November 11, 24",0.0058813,,,,,
2024-11-08,56.65,58.08,56.57,57.79,54.54,5554525,5554525,1.14,2.01,57.2725,"November 08, 24",0.0201,,,,,
2024-11-07,57.42,57.58,56.6,56.63,53.44,5971900,5971900,-0.79,-1.38,57.0575,"November 07, 24",-0.0138,,,,,
2024-11-06,58.28,58.35,57.05,57.07,53.86,5772200,5772200,-1.21,-2.08,57.6875,"November 06, 24",-0.0208,,,,,
2024-11-05,57.44,58.66,57.18,58.59,55.29,3813100,3813100,1.15,2,57.9675,"November 05, 24",0.02,,,,,
2024-11-04,58.4,58.55,57.27,57.62,54.38,6337703,6337703,-0.78,-1.34,57.96,"November 04, 24",-0.0134,,,,,
2024-11-01,59.93,61.97,58.94,58.99,55.67,8602600,8602600,-0.94,-1.57,59.9575,"November 01, 24",-0.0157,,,,,
2024-10-31,58.76,59.96,58.51,59.53,56.18,5970400,5970400,0.77,1.31,59.19,"October 31, 24",0.0131,,,,,
2024-10-30,58.81,59.06,58.07,58.45,55.16,4086180,4086180,-0.36,-0.61214,58.5975,"October 30, 24",-0.0061214,,,,,
2024-10-29,59.82,59.91,58.62,58.62,55.32,4938896,4938896,-1.2,-2.01,59.2425,"October 29, 24",-0.0201,,,,,
2024-10-28,59.92,60.39,59.74,60.12,56.74,2929300,2929300,0.2,0.33378,60.0425,"October 28, 24",0.0033378,,,,,
2024-10-25,61,61.16,59.5,59.58,56.23,3200543,3200543,-1.42,-2.33,60.31,"October 25, 24",-0.0233,,,,,
2024-10-24,60.94,61.26,60.53,60.77,57.35,2591538,2591538,-0.17,-0.27896,60.875,"October 24, 24",-0.0027896,,,,,
2024-10-23,59.95,60.93,59.79,60.93,57.5,2643100,2643100,0.98,1.63,60.4,"October 23, 24",0.0163,,,,,
2024-10-22,59.45,60.2,58.79,60,56.62,4221632,4221632,0.55,0.92515,59.61,"October 22, 24",0.0092515,,,,,
2024-10-21,60.16,60.67,59.84,60.03,56.65,3522025,3522025,-0.13,-0.21609,60.175,"October 21, 24",-0.0021609,,,,,
2024-10-18,59.77,60,59.14,59.92,56.55,4053132,4053132,0.15,0.25096,59.7075,"October 18, 24",0.0025096,,,,,
2024-10-17,60.58,60.73,59.64,59.74,56.38,4926400,4926400,-0.84,-1.39,60.1725,"October 17, 24",-0.0139,,,,,
2024-10-16,58.75,60.72,57.74,60.55,57.14,8468419,8468419,1.8,3.06,59.44,"October 16, 24",0.0306,,,,,
2024-10-15,57.22,58.16,57.21,57.61,54.37,3086858,3086858,0.39,0.68158,57.55,"October 15, 24",0.0068158,,,,,
2024-10-14,56.19,56.99,56.02,56.93,53.73,3353800,3353800,0.74,1.32,56.5325,"October 14, 24",0.0132,,,,,
2024-10-11,55.49,56.29,55.42,56.22,53.06,3479279,3479279,0.73,1.32,55.855,"October 11, 24",0.0132,,,,,
2024-10-10,56.58,56.86,55.47,55.49,52.37,5511200,5511200,-1.09,-1.93,56.1,"October 10, 24",-0.0193,,,,,
2024-10-09,56.78,57.23,56.02,56.38,53.21,2736230,2736230,-0.4,-0.70447,56.6025,"October 09, 24",-0.0070447,,,,,
2024-10-08,57.42,57.44,56.81,56.81,53.61,3150531,3150531,-0.61,-1.06,57.12,"October 08, 24",-0.0106,,,,,
2024-10-07,58,58.02,56.88,57.09,53.88,2467200,2467200,-0.91,-1.57,57.4975,"October 07, 24",-0.0157,,,,,
2024-10-04,57.44,58.31,57.23,58.23,54.95,2459670,2459670,0.79,1.38,57.8025,"October 04, 24",0.0138,,,,,
2024-10-03,58.48,58.59,57.96,58.08,54.81,2216322,2216322,-0.4,-0.68399,58.2775,"October 03, 24",-0.0068399,,,,,
2024-10-02,58,58.45,57.9,58.36,55.08,2125137,2125137,0.36,0.62069,58.1775,"October 02, 24",0.0062069,,,,,
2024-10-01,57.69,58.73,57.41,58.24,54.96,4088314,4088314,0.55,0.95337,58.0175,"October 01, 24",0.0095337,,,,,
2024-09-30,57.47,57.8,57.07,57.79,54.54,3564671,3564671,0.32,0.55681,57.5325,"September 30, 24",0.0055681,,,,,
2024-09-27,57.36,57.56,57.01,57.16,53.94,3656200,3656200,-0.2,-0.34868,57.2725,"September 27, 24",-0.0034868,,,,,
2024-09-26,57.14,57.9,56.95,57.13,53.91,4702800,4702800,-0.01,-0.01750088,57.28,"September 26, 24",-0.0001750088,,,,,
2024-09-25,57.38,57.38,56.73,57.22,54,5106000,5106000,-0.16,-0.27884,57.1775,"September 25, 24",-0.0027884,,,,,
2024-09-24,57.46,58.06,56.96,57.02,53.81,5644400,5644400,-0.44,-0.76575,57.375,"September 24, 24",-0.0076575,,,,,
2024-09-23,58,58.18,57.57,57.86,54.6,4276765,4276765,-0.14,-0.24138,57.9025,"September 23, 24",-0.0024138,,,,,
2024-09-20,57.74,57.99,57.18,57.93,54.67,9329900,9329900,0.19,0.32906,57.71,"September 20, 24",0.0032906,,,,,
2024-09-19,57.22,57.67,56.83,57.48,54.25,4107476,4107476,0.26,0.45439,57.3,"September 19, 24",0.0045439,,,,,
2024-09-18,58.29,58.35,57.02,57.41,54.18,2980641,2980641,-0.88,-1.51,57.7675,"September 18, 24",-0.0151,,,,,
2024-09-17,58.4,58.72,57.92,58.35,55.07,3504500,3504500,-0.05,-0.08561644,58.3475,"September 17, 24",-0.0008561644,,,,,
2024-09-16,58.42,58.94,58.08,58.53,55.24,3284005,3284005,0.11,0.18829,58.4925,"September 16, 24",0.0018829,,,,,
2024-09-13,57.47,58.18,56.93,58.16,54.89,2986603,2986603,0.69,1.2,57.685,"September 13, 24",0.012,,,,,
2024-09-12,57.2,57.55,56.85,57.18,53.96,3121800,3121800,-0.02,-0.03496503,57.195,"September 12, 24",-0.0003496503,,,,,
2024-09-11,57.45,57.58,56.56,57.23,54.01,4236327,4236327,-0.22,-0.38294,57.205,"September 11, 24",-0.0038294,,,,,
2024-09-10,57.64,58.11,57.49,57.71,54.46,2789100,2789100,0.07,0.12144,57.7375,"September 10, 24",0.0012144,,,,,
2024-09-09,57.18,57.64,56.82,57.37,54.14,4087550,4087550,0.19,0.33228,57.2525,"September 09, 24",0.0033228,,,,,
2024-09-06,57.49,57.86,57.02,57.11,53.9,2582535,2582535,-0.38,-0.66098,57.37,"September 06, 24",-0.0066098,,,,,
2024-09-05,57.97,58.13,57.06,57.34,54.11,2574324,2574324,-0.63,-1.09,57.625,"September 05, 24",-0.0109,,,,,
2024-09-04,57.12,57.73,56.87,57.49,54.25,3273124,3273124,0.37,0.64776,57.3025,"September 04, 24",0.0064776,,,,,
2024-09-03,55.69,57.15,55.65,56.73,53.54,4220500,4220500,1.04,1.87,56.305,"September 03, 24",0.0187,,,,,
2024-08-30,55.56,56.01,55.31,55.9,52.75,5450438,5450438,0.34,0.61195,55.695,"August 30, 24",0.0061195,0.6675,0.6675,2024-07-31,2024-08-30,2024-09-20
2024-08-29,56.19,56.21,55.41,56.12,52.33,3315657,3315657,-0.07,-0.12458,55.9825,"August 29, 24",-0.0012458,,,,,
2024-08-28,56.14,56.42,55.88,56.15,52.36,4821945,4821945,0.01,0.01781261,56.1475,"August 28, 24",0.0001781261,,,,,
2024-08-27,56.47,56.71,55.9,56.03,52.25,2295928,2295928,-0.44,-0.77917,56.2775,"August 27, 24",-0.0077917,,,,,
2024-08-26,56.61,56.96,56.36,56.52,52.7,2575100,2575100,-0.09,-0.15898,56.6125,"August 26, 24",-0.0015898,,,,,
2024-08-23,56.62,56.83,56.3,56.47,52.66,2021702,2021702,-0.15,-0.26492,56.555,"August 23, 24",-0.0026492,,,,,
2024-08-22,56.51,56.56,56.17,56.44,52.63,1853700,1853700,-0.07,-0.12387,56.42,"August 22, 24",-0.0012387,,,,,
2024-08-21,56.3,56.62,56.16,56.41,52.6,1964600,1964600,0.11,0.19538,56.3725,"August 21, 24",0.0019538,,,,,
2024-08-20,56.29,56.78,56.08,56.3,52.5,2816530,2816530,0.01,0.01776514,56.3625,"August 20, 24",0.0001776514,,,,,
2024-08-19,56,56.57,55.8,56.29,52.49,2782643,2782643,0.29,0.51786,56.165,"August 19, 24",0.0051786,,,,,
2024-08-16,55.56,56.22,55.22,56.01,52.23,3470916,3470916,0.45,0.80994,55.7525,"August 16, 24",0.0080994,,,,,
2024-08-15,55.1,55.5,54.84,55.29,51.56,3750600,3750600,0.19,0.34483,55.1825,"August 15, 24",0.0034483,,,,,
2024-08-14,54.92,56.14,54.78,55.51,51.76,4207245,4207245,0.59,1.07,55.3375,"August 14, 24",0.0107,,,,,
2024-08-13,54.89,55.19,54.59,55.08,51.36,3102332,3102332,0.19,0.34615,54.9375,"August 13, 24",0.0034615,,,,,
2024-08-12,54.5,54.8,54.24,54.72,51.02,2673800,2673800,0.22,0.40367,54.565,"August 12, 24",0.0040367,,,,,
2024-08-09,54.27,54.64,53.37,54.47,50.79,2942200,2942200,0.2,0.36853,54.1875,"August 09, 24",0.0036853,,,,,
2024-08-08,54.58,55.08,54.07,54.19,50.53,3428506,3428506,-0.39,-0.71455,54.48,"August 08, 24",-0.0071455,,,,,
2024-08-07,54.35,55.57,53.9,55.09,51.37,4275672,4275672,0.74,1.36,54.7275,"August 07, 24",0.0136,,,,,
2024-08-06,54.12,54.63,53.9,54.17,50.51,5067348,5067348,0.05,0.09238729,54.205,"August 06, 24",0.0009238729,,,,,
2024-08-05,56.27,56.84,53.79,54.04,50.39,5070748,5070748,-2.23,-3.96,55.235,"August 05, 24",-0.0396,,,,,
2024-08-02,56.08,57.6,55.01,56.08,52.29,5501213,5501213,0,0,56.1925,"August 02, 24",0,,,,,
2024-08-01,53.59,55.66,52.87,55.44,51.7,5732900,5732900,1.85,3.45,54.39,"August 01, 24",0.0345,,,,,
2024-07-31,53.34,53.47,52.73,53.46,49.85,6131247,6131247,0.12,0.22497,53.25,"July 31, 24",0.0022497,,,,,
2024-07-30,52.86,53.32,52.65,53.21,49.62,2541155,2541155,0.35,0.66213,53.01,"July 30, 24",0.0066213,,,,,
2024-07-29,52.78,53.11,52.21,52.91,49.34,2063182,2063182,0.13,0.24631,52.7525,"July 29, 24",0.0024631,,,,,
2024-07-26,52.52,52.97,52.3,52.7,49.14,2994129,2994129,0.18,0.34273,52.6225,"July 26, 24",0.0034273,,,,,
2024-07-25,52.44,53.24,51.99,52.3,48.77,3806300,3806300,-0.14,-0.26697,52.4925,"July 25, 24",-0.0026697,,,,,
2024-07-24,51.23,52.3,50.67,52.13,48.61,4168800,4168800,0.9,1.76,51.5825,"July 24, 24",0.0176,,,,,
2024-07-23,51.64,51.74,50.68,50.72,47.29,4193723,4193723,-0.92,-1.78,51.195,"July 23, 24",-0.0178,,,,,
2024-07-22,51.58,51.92,51.32,51.8,48.3,2509143,2509143,0.22,0.42652,51.655,"July 22, 24",0.0042652,,,,,
2024-07-19,51.82,51.82,50.96,51.41,47.94,2680003,2680003,-0.41,-0.7912,51.5025,"July 19, 24",-0.007912,,,,,
2024-07-18,51.65,52.46,51.52,51.57,48.09,2896148,2896148,-0.08,-0.15489,51.8,"July 18, 24",-0.0015489,,,,,
2024-07-17,51.55,52.56,51.29,52.04,48.53,4046300,4046300,0.49,0.95053,51.86,"July 17, 24",0.0095053,,,,,
2024-07-16,51.23,51.74,51.16,51.29,47.83,2592909,2592909,0.06,0.11712,51.355,"July 16, 24",0.0011712,,,,,
2024-07-15,51.82,51.82,50.7,51.03,47.58,2796500,2796500,-0.79,-1.52,51.3425,"July 15, 24",-0.0152,,,,,
2024-07-12,51.75,52.34,51.52,51.97,48.46,3423730,3423730,0.22,0.42512,51.895,"July 12, 24",0.0042512,,,,,
2024-07-11,50.14,51.73,49.95,51.63,48.14,3767307,3767307,1.49,2.97,50.8625,"July 11, 24",0.0297,,,,,
2024-07-10,49.67,49.79,49.18,49.75,46.39,2046653,2046653,0.08,0.16106,49.5975,"July 10, 24",0.0016106,,,,,
2024-07-09,49.21,49.93,49.03,49.48,46.14,2696045,2696045,0.27,0.54867,49.4125,"July 09, 24",0.0054867,,,,,
2024-07-08,49.11,49.43,48.88,49.33,46,3086108,3086108,0.22,0.44797,49.1875,"July 08, 24",0.0044797,,,,,
2024-07-05,49.21,49.27,48.75,49.11,45.79,2381008,2381008,-0.1,-0.20321,49.085,"July 05, 24",-0.0020321,,,,,
2024-07-03,48.78,49.45,48.56,49.21,45.89,2091900,2091900,0.43,0.88151,49,"July 03, 24",0.0088151,,,,,
2024-07-02,48.15,48.63,48.03,48.54,45.26,3012132,3012132,0.39,0.80997,48.3375,"July 02, 24",0.0080997,,,,,
2024-07-01,49.09,49.4,47.99,48.01,44.77,3525946,3525946,-1.08,-2.2,48.6225,"July 01, 24",-0.022,,,,,
2024-06-28,49.5,49.61,48.47,49,45.69,6707023,6707023,-0.5,-1.01,49.145,"June 28, 24",-0.0101,,,,,
2024-06-27,49.24,49.64,49.01,49.61,46.26,2823725,2823725,0.37,0.75142,49.375,"June 27, 24",0.0075142,,,,,
2024-06-26,49,49.39,48.66,49.25,45.92,2823500,2823500,0.25,0.5102,49.075,"June 26, 24",0.005102,,,,,
2024-06-25,49.7,49.95,49.09,49.19,45.87,2643459,2643459,-0.51,-1.03,49.4825,"June 25, 24",-0.0103,,,,,
2024-06-24,49.25,49.95,49.11,49.9,46.53,4045800,4045800,0.65,1.32,49.5525,"June 24, 24",0.0132,,,,,
2024-06-21,49.95,50.04,49.14,49.21,45.89,6347977,6347977,-0.74,-1.48,49.585,"June 21, 24",-0.0148,,,,,
2024-06-20,49.7,50.38,49.5,49.81,46.45,3887744,3887744,0.11,0.22133,49.8475,"June 20, 24",0.0022133,,,,,
2024-06-18,49.45,49.76,49.18,49.42,46.08,3827900,3827900,-0.03,-0.06066734,49.4525,"June 18, 24",-0.0006066734,,,,,
2024-06-17,50,50.04,49.21,49.45,46.11,6136270,6136270,-0.55,-1.1,49.675,"June 17, 24",-0.011,,,,,
2024-06-14,50.4,50.65,50.02,50.43,47.02,2163942,2163942,0.03,0.05952381,50.375,"June 14, 24",0.0005952381,,,,,
2024-06-13,50.81,51.13,50.4,50.69,47.27,2948200,2948200,-0.12,-0.23617,50.7575,"June 13, 24",-0.0023617,,,,,
2024-06-12,52.11,52.22,50.64,50.8,47.37,3497700,3497700,-1.31,-2.51,51.4425,"June 12, 24",-0.0251,,,,,
2024-06-11,51.1,51.85,50.96,51.53,48.05,4103057,4103057,0.43,0.84149,51.36,"June 11, 24",0.0084149,,,,,
2024-06-10,51.26,51.66,50.75,51.46,47.98,4894563,4894563,0.2,0.39017,51.2825,"June 10, 24",0.0039017,,,,,
2024-06-07,51.7,52.01,51.36,51.44,47.97,4802618,4802618,-0.26,-0.5029,51.6275,"June 07, 24",-0.005029,,,,,
2024-06-06,52.3,53.05,52.18,52.27,48.74,3399812,3399812,-0.03,-0.05736138,52.45,"June 06, 24",-0.0005736138,,,,,
2024-06-05,52.99,53.14,52.44,52.52,48.97,3437301,3437301,-0.47,-0.88696,52.7725,"June 05, 24",-0.0088696,,,,,
2024-06-04,53.42,53.72,53.09,53.28,49.68,4399100,4399100,-0.135,-0.26207,53.3775,"June 04, 24",-0.0026207,,,,,
2024-06-03,53.81,54.07,53.33,53.67,50.05,5037130,5037130,-0.14,-0.26017,53.72,"June 03, 24",-0.0026017,,,,,
2024-05-31,52.95,53.98,52.77,53.92,50.28,8083400,8083400,0.97,1.83,53.405,"May 31, 24",0.0183,0.6675,0.6675,2024-05-07,2024-05-31,2024-06-20
2024-05-30,52.65,53.56,52.46,53.5,49.26,5374037,5374037,0.85,1.61,53.0425,"May 30, 24",0.0161,,,,,
2024-05-29,52.33,52.44,52.11,52.44,48.28,5227419,5227419,0.11,0.2102,52.33,"May 29, 24",0.002102,,,,,
2024-05-28,52.7,53.31,52.58,52.89,48.7,4443197,4443197,0.19,0.36053,52.87,"May 28, 24",0.0036053,,,,,
2024-05-24,52.76,52.83,52.5,52.79,48.61,2134359,2134359,0.03,0.05686126,52.72,"May 24, 24",0.0005686126,,,,,
2024-05-23,53.1,53.35,52.41,52.54,48.38,3438215,3438215,-0.56,-1.05,52.85,"May 23, 24",-0.0105,,,,,
