date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,LYV,USD,0001335258,2025-02-21,2025-02-20 17:39:17,2024,FY,1131124000,549923000,-708570000,110348000,651105000,181430000,0,13782000,455893000,-8755000,1725175000,-666634000,-124396000,0,0,-63251000,-854281000,-287883000,26052000,0,0,-396719000,-658550000,-345191000,-132847000,6106109000,6238956000,1725175000,-675156000,1050019000,https://www.sec.gov/Archives/edgar/data/1335258/000133525825000028/0001335258-25-000028-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525825000028/lyv-20241231.htm
2023-12-31,LYV,USD,0001335258,2024-02-22,2024-02-22 16:34:57,2023,FY,703798000,516797000,-44018000,115959000,-137286000,-525739000,0,450370000,-61917000,207724000,1362974000,-438604000,-70932000,0,0,-186269000,-695805000,330383000,0,0,0,-417664000,-87281000,38874000,618762000,6238956000,5620194000,1362974000,-475257000,887717000,https://www.sec.gov/Archives/edgar/data/1335258/000133525824000017/0001335258-24-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525824000017/lyv-20231231.htm
2022-12-31,LYV,USD,0001335258,2023-02-23,2023-02-23 16:46:35,2022,FY,409193000,449976000,7199000,110049000,637853000,-463977000,0,1002158000,99672000,217793000,1835047000,-347206000,-344514000,0,0,-92971000,-784691000,76459000,0,0,0,-219799000,-143340000,-174614000,732402000,5612374000,4887792000,1832063000,-353286000,1481761000,https://www.sec.gov/Archives/edgar/data/1335258/000133525823000014/0001335258-23-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525823000014/lyv-20221231.htm
2021-12-31,LYV,USD,0001335258,2022-02-23,2022-02-23 16:33:45,2021,FY,-608786000,416277000,-9639000,209337000,1773993000,-485211000,0,1315722000,943482000,-614000,1780568000,-152734000,-404408000,0,0,-9820000,-566962000,794122000,449630000,0,0,-72420000,1171332000,-43585000,2341353000,4887792000,2546439000,1780568000,-159834000,1620734000,https://www.sec.gov/Archives/edgar/data/1335258/000133525822000019/0001335258-22-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525822000019/lyv-20211231.htm
2020-12-31,LYV,USD,0001335258,2021-03-01,2021-03-01 16:51:51,2020,FY,-1827790000,485025000,-37877000,116889000,79457000,490588000,0,-1379461000,968330000,101658000,-1083388000,-213746000,-33322000,0,0,23006000,-224062000,1576378000,0,0,0,-226296000,1350082000,29565000,72197000,2546439000,2474242000,-1083388000,-222609000,-1305997000,https://www.sec.gov/Archives/edgar/data/1335258/000133525821000009/0001335258-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525821000009/lyv-20201231.htm
2019-12-31,LYV,USD,0001335258,2020-02-27,2020-02-27 16:32:47,2019,FY,118212000,443991000,-465000,48785000,-287907000,-159792000,-170486000,-45920000,88291000,147167000,469783000,-323566000,-290896000,0,0,-76538000,-691000000,500133000,0,0,0,-171244000,328889000,-11633000,96039000,2474242000,2378203000,469783000,-365827000,103956000,https://www.sec.gov/Archives/edgar/data/1335258/000133525820000028/0001335258-20-000028-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525820000028/lyv-20191231.htm
2018-12-31,LYV,USD,0001335258,2019-06-28,2019-06-28 16:56:55,2018,FY,90340000,386529000,-6247000,45582000,266328000,-135429000,-266241000,323459000,344539000,159054000,941586000,-239833000,-166725000,0,0,-90351000,-496909000,458271000,0,0,0,-269487000,188784000,-84080000,549381000,2378203000,1828822000,941586000,-275463000,666123000,https://www.sec.gov/Archives/edgar/data/1335258/000133525819000086/0001335258-19-000086-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525819000086/lyv-20181231x10ka.htm
2017-12-31,LYV,USD,0001335258,2018-06-29,2018-06-29 16:09:57,2017,FY,7774000,455534000,-71539000,42755000,128989000,-133020000,-239065000,474301000,26773000,59493000,623522000,-238435000,-73116000,0,0,-16035000,-327586000,-49943000,0,0,0,-77140000,-127083000,130394000,298731000,1825322000,1526591000,623006000,-249412000,374110000,https://www.sec.gov/Archives/edgar/data/1335258/000133525818000103/0001335258-18-000103-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525818000103/lyv-20171231x10ka.htm
2016-12-31,LYV,USD,0001335258,2017-02-23,2017-02-23 16:34:33,2016,FY,20297000,403651000,-7891000,32723000,82190000,-146128000,-129748000,193775000,164291000,66520000,598739000,-173827000,-240546000,0,0,-12104000,-426477000,237620000,0,0,0,-138408000,99212000,-46759000,223466000,1526591000,1303125000,597490000,-180061000,418678000,https://www.sec.gov/Archives/edgar/data/1335258/000133525817000031/0001335258-17-000031-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525817000031/lyv-20161231x10k.htm
2015-12-31,LYV,USD,0001335258,2016-06-29,2016-06-29 14:03:52,2015,FY,-15769000,397241000,-9611000,33361000,-133679000,-67235000,0,3480000,-69924000,36311000,307854000,-142491000,-111778000,0,0,-36716000,-290985000,-6293000,0,0,0,-37828000,-36469000,-51652000,-78904000,1303125000,1382029000,300202000,-154758000,153096000,https://www.sec.gov/Archives/edgar/data/1335258/000133525816000225/0001335258-16-000225-index.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525816000225/lyv2015123110ka.htm
