symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
LULU,2025-02-02,410.29,123735000,50767233150,1984336000,1575791000,50358688150
LULU,2024-01-28,481.99,126726000,61080664740,2243971000,1403282000,60239975740
LULU,2023-01-29,302.59,127666000,38630454940,1154867000,1070334000,38545921940
LULU,2022-01-30,333.76,129768000,43311367680,1259871000,881052000,42932548680
LULU,2021-01-31,333.47,130289000,43447472830,1150517000,798681000,43095636830
LULU,2020-02-02,246.37,130393000,32124923410,1093505000,739961000,31771379410
LULU,2019-02-03,146.64,133413000,19563682320,881320000,0,18682362320
LULU,2018-01-28,79.96,135988000,10873600480,990501000,6427000,9889526480
LULU,2017-01-29,66.89,137086000,9169682540,734846000,0,8434836540
LULU,2016-01-31,60.82,140365000,8536999300,501482000,0,8035517300
LULU,2015-02-01,65.52,143935000,9430621200,664479000,0,8766142200
LULU,2014-02-02,44.78,144913000,6489204140,698649000,0,5790555140
LULU,2013-02-03,66.82,144000000,9622079999,590179000,0,9031900999
LULU,2012-01-29,63.13,143196000,9039963480,409437000,0,8630526480
LULU,2011-01-30,34.34,141720000,4866664800,316286000,0,4550378800
LULU,2010-01-31,14.18,140502000,1991615850,159573000,0,1832042850
LULU,2009-02-01,3.32,137421492,456239353,56796981,0,399442372
LULU,2008-02-03,17,132860044,2258620748,52544971,0,2206075777
LULU,2007-01-31,14,130313250,1824385500,16028534,0,1808356966
LULU,2006-01-31,14,89549332,1253690648,3877017,0,1249813631
LULU,2005-01-31,14,89549332,1253690648,0,0,1253690648
LULU,2004-01-31,14,67690788,947671032,433000,0,947238032
